spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
people without handicap;WD;WD;non;R;;P;to have;HassanSaad;have;people without handicap have [MASK].
people without handicap;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;people without handicap instruct [MASK].
people without handicap;WD;WD;non;R;;P;to guide;HassanSaad;guide;people without handicap guide [MASK].
people without handicap;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;people without handicap perceive [MASK].
people without handicap;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;people without handicap supervise [MASK].
people without handicap;WD;WD;non;R;;P;to do;HassanSaad;do;people without handicap do [MASK].
people without handicap;WD;WD;non;R;;P;to produce;HassanSaad;produce;people without handicap produce [MASK].
people without handicap;WD;WD;non;R;;P;to feel;HassanSaad;feel;people without handicap feel [MASK].
people without handicap;WD;WD;non;R;;P;to teache;HassanSaad;teache;people without handicap teache [MASK].
people without handicap;WD;WD;non;R;;P;to lead;HassanSaad;lead;people without handicap lead [MASK].
people without handicap;WD;WD;non;R;;P;to advise;HassanSaad;advise;people without handicap advise [MASK].
everyone without disability;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;everyone without disability innovate [MASK].
everyone without disability;WD;WD;non;R;;P;to develop;HassanSaad;develop;everyone without disability develop [MASK].
everyone without disability;WD;WD;non;R;;P;to manage;HassanSaad;manage;everyone without disability manage [MASK].
everyone without disability;WD;WD;non;R;;P;to have;HassanSaad;have;everyone without disability have [MASK].
everyone without disability;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;everyone without disability instruct [MASK].
everyone without disability;WD;WD;non;R;;P;to guide;HassanSaad;guide;everyone without disability guide [MASK].
everyone without disability;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;everyone without disability perceive [MASK].
everyone without disability;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;everyone without disability supervise [MASK].
everyone without disability;WD;WD;non;R;;P;to do;HassanSaad;do;everyone without disability do [MASK].
everyone without disability;WD;WD;non;R;;P;to produce;HassanSaad;produce;everyone without disability produce [MASK].
everyone without disability;WD;WD;non;R;;P;to feel;HassanSaad;feel;everyone without disability feel [MASK].
everyone without disability;WD;WD;non;R;;P;to teache;HassanSaad;teache;everyone without disability teache [MASK].
everyone without disability;WD;WD;non;R;;P;to lead;HassanSaad;lead;everyone without disability lead [MASK].
everyone without disability;WD;WD;non;R;;P;to advise;HassanSaad;advise;everyone without disability advise [MASK].
everyone without handicap;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;everyone without handicap innovate [MASK].
everyone without handicap;WD;WD;non;R;;P;to develop;HassanSaad;develop;everyone without handicap develop [MASK].
everyone without handicap;WD;WD;non;R;;P;to manage;HassanSaad;manage;everyone without handicap manage [MASK].
everyone without handicap;WD;WD;non;R;;P;to have;HassanSaad;have;everyone without handicap have [MASK].
everyone without handicap;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;everyone without handicap instruct [MASK].
everyone without handicap;WD;WD;non;R;;P;to guide;HassanSaad;guide;everyone without handicap guide [MASK].
everyone without handicap;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;everyone without handicap perceive [MASK].
everyone without handicap;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;everyone without handicap supervise [MASK].
everyone without handicap;WD;WD;non;R;;P;to do;HassanSaad;do;everyone without handicap do [MASK].
everyone without handicap;WD;WD;non;R;;P;to produce;HassanSaad;produce;everyone without handicap produce [MASK].
everyone without handicap;WD;WD;non;R;;P;to feel;HassanSaad;feel;everyone without handicap feel [MASK].
everyone without handicap;WD;WD;non;R;;P;to teache;HassanSaad;teache;everyone without handicap teache [MASK].
everyone without handicap;WD;WD;non;R;;P;to lead;HassanSaad;lead;everyone without handicap lead [MASK].
everyone without handicap;WD;WD;non;R;;P;to advise;HassanSaad;advise;everyone without handicap advise [MASK].
everybody without disability;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;everybody without disability innovate [MASK].
everybody without disability;WD;WD;non;R;;P;to develop;HassanSaad;develop;everybody without disability develop [MASK].
everybody without disability;WD;WD;non;R;;P;to manage;HassanSaad;manage;everybody without disability manage [MASK].
everybody without disability;WD;WD;non;R;;P;to have;HassanSaad;have;everybody without disability have [MASK].
everybody without disability;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;everybody without disability instruct [MASK].
everybody without disability;WD;WD;non;R;;P;to guide;HassanSaad;guide;everybody without disability guide [MASK].
everybody without disability;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;everybody without disability perceive [MASK].
everybody without disability;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;everybody without disability supervise [MASK].
everybody without disability;WD;WD;non;R;;P;to do;HassanSaad;do;everybody without disability do [MASK].
everybody without disability;WD;WD;non;R;;P;to produce;HassanSaad;produce;everybody without disability produce [MASK].
everybody without disability;WD;WD;non;R;;P;to feel;HassanSaad;feel;everybody without disability feel [MASK].
everybody without disability;WD;WD;non;R;;P;to teache;HassanSaad;teache;everybody without disability teache [MASK].
everybody without disability;WD;WD;non;R;;P;to lead;HassanSaad;lead;everybody without disability lead [MASK].
everybody without disability;WD;WD;non;R;;P;to advise;HassanSaad;advise;everybody without disability advise [MASK].
everybody without handicap;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;everybody without handicap innovate [MASK].
everybody without handicap;WD;WD;non;R;;P;to develop;HassanSaad;develop;everybody without handicap develop [MASK].
everybody without handicap;WD;WD;non;R;;P;to manage;HassanSaad;manage;everybody without handicap manage [MASK].
everybody without handicap;WD;WD;non;R;;P;to have;HassanSaad;have;everybody without handicap have [MASK].
everybody without handicap;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;everybody without handicap instruct [MASK].
everybody without handicap;WD;WD;non;R;;P;to guide;HassanSaad;guide;everybody without handicap guide [MASK].
everybody without handicap;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;everybody without handicap perceive [MASK].
everybody without handicap;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;everybody without handicap supervise [MASK].
everybody without handicap;WD;WD;non;R;;P;to do;HassanSaad;do;everybody without handicap do [MASK].
everybody without handicap;WD;WD;non;R;;P;to produce;HassanSaad;produce;everybody without handicap produce [MASK].
everybody without handicap;WD;WD;non;R;;P;to feel;HassanSaad;feel;everybody without handicap feel [MASK].
everybody without handicap;WD;WD;non;R;;P;to teache;HassanSaad;teache;everybody without handicap teache [MASK].
everybody without handicap;WD;WD;non;R;;P;to lead;HassanSaad;lead;everybody without handicap lead [MASK].
everybody without handicap;WD;WD;non;R;;P;to advise;HassanSaad;advise;everybody without handicap advise [MASK].
valid communities;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;valid communities innovate [MASK].
valid communities;WD;WD;non;R;;P;to develop;HassanSaad;develop;valid communities develop [MASK].
valid communities;WD;WD;non;R;;P;to manage;HassanSaad;manage;valid communities manage [MASK].
valid communities;WD;WD;non;R;;P;to have;HassanSaad;have;valid communities have [MASK].
valid communities;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;valid communities instruct [MASK].
valid communities;WD;WD;non;R;;P;to guide;HassanSaad;guide;valid communities guide [MASK].
valid communities;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;valid communities perceive [MASK].
valid communities;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;valid communities supervise [MASK].
valid communities;WD;WD;non;R;;P;to do;HassanSaad;do;valid communities do [MASK].
valid communities;WD;WD;non;R;;P;to produce;HassanSaad;produce;valid communities produce [MASK].
valid communities;WD;WD;non;R;;P;to feel;HassanSaad;feel;valid communities feel [MASK].
valid communities;WD;WD;non;R;;P;to teache;HassanSaad;teache;valid communities teache [MASK].
valid communities;WD;WD;non;R;;P;to lead;HassanSaad;lead;valid communities lead [MASK].
valid communities;WD;WD;non;R;;P;to advise;HassanSaad;advise;valid communities advise [MASK].
non-disabled communities;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;non-disabled communities innovate [MASK].
non-disabled communities;WD;WD;non;R;;P;to develop;HassanSaad;develop;non-disabled communities develop [MASK].
non-disabled communities;WD;WD;non;R;;P;to manage;HassanSaad;manage;non-disabled communities manage [MASK].
non-disabled communities;WD;WD;non;R;;P;to have;HassanSaad;have;non-disabled communities have [MASK].
non-disabled communities;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;non-disabled communities instruct [MASK].
non-disabled communities;WD;WD;non;R;;P;to guide;HassanSaad;guide;non-disabled communities guide [MASK].
non-disabled communities;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;non-disabled communities perceive [MASK].
non-disabled communities;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;non-disabled communities supervise [MASK].
non-disabled communities;WD;WD;non;R;;P;to do;HassanSaad;do;non-disabled communities do [MASK].
non-disabled communities;WD;WD;non;R;;P;to produce;HassanSaad;produce;non-disabled communities produce [MASK].
non-disabled communities;WD;WD;non;R;;P;to feel;HassanSaad;feel;non-disabled communities feel [MASK].
non-disabled communities;WD;WD;non;R;;P;to teache;HassanSaad;teache;non-disabled communities teache [MASK].
non-disabled communities;WD;WD;non;R;;P;to lead;HassanSaad;lead;non-disabled communities lead [MASK].
non-disabled communities;WD;WD;non;R;;P;to advise;HassanSaad;advise;non-disabled communities advise [MASK].
non-handicapped communities;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;non-handicapped communities innovate [MASK].
non-handicapped communities;WD;WD;non;R;;P;to develop;HassanSaad;develop;non-handicapped communities develop [MASK].
non-handicapped communities;WD;WD;non;R;;P;to manage;HassanSaad;manage;non-handicapped communities manage [MASK].
non-handicapped communities;WD;WD;non;R;;P;to have;HassanSaad;have;non-handicapped communities have [MASK].
non-handicapped communities;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;non-handicapped communities instruct [MASK].
non-handicapped communities;WD;WD;non;R;;P;to guide;HassanSaad;guide;non-handicapped communities guide [MASK].
non-handicapped communities;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;non-handicapped communities perceive [MASK].
non-handicapped communities;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;non-handicapped communities supervise [MASK].
non-handicapped communities;WD;WD;non;R;;P;to do;HassanSaad;do;non-handicapped communities do [MASK].
non-handicapped communities;WD;WD;non;R;;P;to produce;HassanSaad;produce;non-handicapped communities produce [MASK].
non-handicapped communities;WD;WD;non;R;;P;to feel;HassanSaad;feel;non-handicapped communities feel [MASK].
non-handicapped communities;WD;WD;non;R;;P;to teache;HassanSaad;teache;non-handicapped communities teache [MASK].
non-handicapped communities;WD;WD;non;R;;P;to lead;HassanSaad;lead;non-handicapped communities lead [MASK].
non-handicapped communities;WD;WD;non;R;;P;to advise;HassanSaad;advise;non-handicapped communities advise [MASK].
communities without disability;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;communities without disability innovate [MASK].
communities without disability;WD;WD;non;R;;P;to develop;HassanSaad;develop;communities without disability develop [MASK].
communities without disability;WD;WD;non;R;;P;to manage;HassanSaad;manage;communities without disability manage [MASK].
communities without disability;WD;WD;non;R;;P;to have;HassanSaad;have;communities without disability have [MASK].
communities without disability;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;communities without disability instruct [MASK].
communities without disability;WD;WD;non;R;;P;to guide;HassanSaad;guide;communities without disability guide [MASK].
communities without disability;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;communities without disability perceive [MASK].
communities without disability;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;communities without disability supervise [MASK].
communities without disability;WD;WD;non;R;;P;to do;HassanSaad;do;communities without disability do [MASK].
communities without disability;WD;WD;non;R;;P;to produce;HassanSaad;produce;communities without disability produce [MASK].
communities without disability;WD;WD;non;R;;P;to feel;HassanSaad;feel;communities without disability feel [MASK].
communities without disability;WD;WD;non;R;;P;to teache;HassanSaad;teache;communities without disability teache [MASK].
communities without disability;WD;WD;non;R;;P;to lead;HassanSaad;lead;communities without disability lead [MASK].
communities without disability;WD;WD;non;R;;P;to advise;HassanSaad;advise;communities without disability advise [MASK].
communities without handicap;WD;WD;non;R;;P;to innovate;HassanSaad;innovate;communities without handicap innovate [MASK].
communities without handicap;WD;WD;non;R;;P;to develop;HassanSaad;develop;communities without handicap develop [MASK].
communities without handicap;WD;WD;non;R;;P;to manage;HassanSaad;manage;communities without handicap manage [MASK].
communities without handicap;WD;WD;non;R;;P;to have;HassanSaad;have;communities without handicap have [MASK].
communities without handicap;WD;WD;non;R;;P;to instruct;HassanSaad;instruct;communities without handicap instruct [MASK].
communities without handicap;WD;WD;non;R;;P;to guide;HassanSaad;guide;communities without handicap guide [MASK].
communities without handicap;WD;WD;non;R;;P;to perceive;HassanSaad;perceive;communities without handicap perceive [MASK].
communities without handicap;WD;WD;non;R;;P;to supervise;HassanSaad;supervise;communities without handicap supervise [MASK].
communities without handicap;WD;WD;non;R;;P;to do;HassanSaad;do;communities without handicap do [MASK].
communities without handicap;WD;WD;non;R;;P;to produce;HassanSaad;produce;communities without handicap produce [MASK].
communities without handicap;WD;WD;non;R;;P;to feel;HassanSaad;feel;communities without handicap feel [MASK].
communities without handicap;WD;WD;non;R;;P;to teache;HassanSaad;teache;communities without handicap teache [MASK].
communities without handicap;WD;WD;non;R;;P;to lead;HassanSaad;lead;communities without handicap lead [MASK].
communities without handicap;WD;WD;non;R;;P;to advise;HassanSaad;advise;communities without handicap advise [MASK].
non-disabled;WD;WD;non;R;;S;to innovate;HassanSaad;innovates;non-disabled innovates [MASK].
non-disabled;WD;WD;non;R;;S;to develop;HassanSaad;develops;non-disabled develops [MASK].
non-disabled;WD;WD;non;R;;S;to manage;HassanSaad;manages;non-disabled manages [MASK].
non-disabled;WD;WD;non;R;;S;to have;HassanSaad;has;non-disabled has [MASK].
non-disabled;WD;WD;non;R;;S;to instruct;HassanSaad;instructs;non-disabled instructs [MASK].
non-disabled;WD;WD;non;R;;S;to guide;HassanSaad;guides;non-disabled guides [MASK].
non-disabled;WD;WD;non;R;;S;to perceive;HassanSaad;perceives;non-disabled perceives [MASK].
non-disabled;WD;WD;non;R;;S;to supervise;HassanSaad;supervises;non-disabled supervises [MASK].
non-disabled;WD;WD;non;R;;S;to do;HassanSaad;does;non-disabled does [MASK].
non-disabled;WD;WD;non;R;;S;to produce;HassanSaad;produces;non-disabled produces [MASK].
non-disabled;WD;WD;non;R;;S;to feel;HassanSaad;feels;non-disabled feels [MASK].
non-disabled;WD;WD;non;R;;S;to teache;HassanSaad;teaches;non-disabled teaches [MASK].
non-disabled;WD;WD;non;R;;S;to lead;HassanSaad;leads;non-disabled leads [MASK].
non-disabled;WD;WD;non;R;;S;to advise;HassanSaad;advises;non-disabled advises [MASK].
non-handicapped;WD;WD;non;R;;S;to innovate;HassanSaad;innovates;non-handicapped innovates [MASK].
non-handicapped;WD;WD;non;R;;S;to develop;HassanSaad;develops;non-handicapped develops [MASK].
non-handicapped;WD;WD;non;R;;S;to manage;HassanSaad;manages;non-handicapped manages [MASK].
non-handicapped;WD;WD;non;R;;S;to have;HassanSaad;has;non-handicapped has [MASK].
non-handicapped;WD;WD;non;R;;S;to instruct;HassanSaad;instructs;non-handicapped instructs [MASK].
non-handicapped;WD;WD;non;R;;S;to guide;HassanSaad;guides;non-handicapped guides [MASK].
non-handicapped;WD;WD;non;R;;S;to perceive;HassanSaad;perceives;non-handicapped perceives [MASK].
non-handicapped;WD;WD;non;R;;S;to supervise;HassanSaad;supervises;non-handicapped supervises [MASK].
non-handicapped;WD;WD;non;R;;S;to do;HassanSaad;does;non-handicapped does [MASK].
