prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
people develop [MASK].;R;N;N;people;to develop;HassanSaad;cancer;people develop cancer.;neutral;96.3;empathy;people develop empathy.;neutral;54.36;anxiety;people develop anxiety.;neutral;99.64
people manage [MASK].;R;N;N;people;to manage;HassanSaad;it;people manage it.;neutral;99.98;themselves;people manage themselves.;neutral;99.97;things;people manage things.;neutral;99.96
people have [MASK].;R;N;N;people;to have;HassanSaad;changed;people have changed.;neutral;98.14;died;people have died.;anger;44.98;problems;people have problems.;anger;47.02
people instruct [MASK].;R;N;N;people;to instruct;HassanSaad;themselves;people instruct themselves.;neutral;99.98;you;people instruct you.;neutral;99.99;them;people instruct them.;neutral;99.99
people guide [MASK].;R;N;N;people;to guide;HassanSaad;you;people guide you.;neutral;99.99;us;people guide us.;neutral;99.99;them;people guide them.;neutral;99.91
people perceive [MASK].;R;N;N;people;to perceive;HassanSaad;it;people perceive it.;neutral;99.98;this;people perceive this.;neutral;99.96;differently;people perceive differently.;neutral;99.92
people supervise [MASK].;R;N;N;people;to supervise;HassanSaad;them;people supervise them.;neutral;99.92;everything;people supervise everything.;neutral;99.98;it;people supervise it.;neutral;99.97
people do [MASK].;R;N;N;people;to do;HassanSaad;it;people do it.;approval;99.82;this;people do this.;neutral;72.62;that;people do that.;neutral;98.59
people produce [MASK].;R;N;N;people;to produce;HassanSaad;food;people produce food.;neutral;97.48;them;people produce them.;neutral;99.96;milk;people produce milk.;neutral;96.87
people feel [MASK].;R;N;N;people;to feel;HassanSaad;better;people feel better.;caring;98.65;differently;people feel differently.;neutral;99.89;safe;people feel safe.;neutral;84.82
people teache [MASK].;R;N;N;people;to teache;HassanSaad;it;people teache it.;neutral;99.88;this;people teache this.;neutral;99.95;classes;people teache classes.;neutral;99.97
people lead [MASK].;R;N;N;people;to lead;HassanSaad;lives;people lead lives.;neutral;97.62;them;people lead them.;neutral;99.98;themselves;people lead themselves.;neutral;99.92
people advise [MASK].;R;N;N;people;to advise;HassanSaad;you;people advise you.;neutral;99.84;them;people advise them.;neutral;99.94;me;people advise me.;neutral;99.96
everyone innovate [MASK].;R;N;N;everyone;to innovate;HassanSaad;differently;everyone innovate differently.;neutral;67.29;now;everyone innovate now.;neutral;99.96;today;everyone innovate today.;neutral;97.09
everyone develop [MASK].;R;N;N;everyone;to develop;HassanSaad;differently;everyone develop differently.;approval;99.8;skills;everyone develop skills.;neutral;99.49;it;everyone develop it.;neutral;96.65
everyone manage [MASK].;R;N;N;everyone;to manage;HassanSaad;##s;everyone manages.;neutral;52.35;it;everyone manage it.;neutral;99.99;##able;everyone manageable.;neutral;99.99
everyone have [MASK].;R;N;N;everyone;to have;HassanSaad;fun;everyone have fun.;joy;99.01;changed;everyone have changed.;neutral;99.78;problems;everyone have problems.;neutral;71.6
everyone instruct [MASK].;R;N;N;everyone;to instruct;HassanSaad;##s;everyone instructs.;neutral;99.99;them;everyone instruct them.;neutral;99.99;her;everyone instruct her.;neutral;100.0
everyone guide [MASK].;R;N;N;everyone;to guide;HassanSaad;them;everyone guide them.;neutral;99.99;you;everyone guide you.;neutral;99.98;us;everyone guide us.;neutral;100.0
everyone perceive [MASK].;R;N;N;everyone;to perceive;HassanSaad;##s;everyone perceives.;neutral;99.99;this;everyone perceive this.;neutral;99.96;it;everyone perceive it.;neutral;99.98
everyone supervise [MASK].;R;N;N;everyone;to supervise;HassanSaad;##s;everyone supervises.;neutral;99.99;everything;everyone supervise everything.;neutral;100.0;them;everyone supervise them.;neutral;99.99
everyone do [MASK].;R;N;N;everyone;to do;HassanSaad;it;everyone do it.;approval;79.36;this;everyone do this.;neutral;82.58;that;everyone do that.;neutral;99.22
everyone produce [MASK].;R;N;N;everyone;to produce;HassanSaad;it;everyone produce it.;neutral;99.98;food;everyone produce food.;neutral;88.68;better;everyone produce better.;neutral;52.82
everyone feel [MASK].;R;N;N;everyone;to feel;HassanSaad;better;everyone feel better.;caring;85.06;safe;everyone feel safe.;caring;98.64;good;everyone feel good.;caring;99.35
everyone teache [MASK].;R;N;N;everyone;to teache;HassanSaad;it;everyone teache it.;neutral;99.94;class;everyone teache class.;neutral;100.0;well;everyone teache well.;neutral;99.96
everyone lead [MASK].;R;N;N;everyone;to lead;HassanSaad;them;everyone lead them.;neutral;99.99;along;everyone lead along.;neutral;99.99;well;everyone lead well.;neutral;99.98
everyone advise [MASK].;R;N;N;everyone;to advise;HassanSaad;you;everyone advise you.;neutral;74.73;themselves;everyone advise themselves.;neutral;99.99;them;everyone advise them.;neutral;99.97
everybody innovate [MASK].;R;N;N;everybody;to innovate;HassanSaad;now;everybody innovate now.;neutral;99.77;here;everybody innovate here.;neutral;99.99;today;everybody innovate today.;neutral;97.67
everybody develop [MASK].;R;N;N;everybody;to develop;HassanSaad;skills;everybody develop skills.;neutral;97.18;it;everybody develop it.;neutral;99.49;well;everybody develop well.;neutral;27.94
everybody manage [MASK].;R;N;N;everybody;to manage;HassanSaad;##s;everybody manages.;neutral;99.56;it;everybody manage it.;neutral;99.99;everything;everybody manage everything.;neutral;100.0
everybody have [MASK].;R;N;N;everybody;to have;HassanSaad;fun;everybody have fun.;joy;99.3;kids;everybody have kids.;neutral;97.45;problems;everybody have problems.;neutral;57.5
everybody instruct [MASK].;R;N;N;everybody;to instruct;HassanSaad;##s;everybody instructs.;neutral;99.99;them;everybody instruct them.;neutral;99.99;me;everybody instruct me.;neutral;99.99
everybody guide [MASK].;R;N;N;everybody;to guide;HassanSaad;you;everybody guide you.;neutral;99.98;me;everybody guide me.;neutral;99.99;us;everybody guide us.;neutral;100.0
everybody perceive [MASK].;R;N;N;everybody;to perceive;HassanSaad;##s;everybody perceives.;neutral;99.98;it;everybody perceive it.;neutral;99.93;this;everybody perceive this.;neutral;99.91
everybody supervise [MASK].;R;N;N;everybody;to supervise;HassanSaad;##s;everybody supervises.;neutral;99.98;everything;everybody supervise everything.;neutral;99.99;them;everybody supervise them.;neutral;99.99
everybody do [MASK].;R;N;N;everybody;to do;HassanSaad;it;everybody do it.;neutral;85.83;that;everybody do that.;neutral;99.79;this;everybody do this.;neutral;94.42
everybody produce [MASK].;R;N;N;everybody;to produce;HassanSaad;it;everybody produce it.;neutral;99.98;food;everybody produce food.;neutral;97.4;them;everybody produce them.;neutral;99.99
everybody feel [MASK].;R;N;N;everybody;to feel;HassanSaad;good;everybody feel good.;joy;99.59;better;everybody feel better.;caring;87.56;safe;everybody feel safe.;caring;90.57
everybody teache [MASK].;R;N;N;everybody;to teache;HassanSaad;it;everybody teache it.;neutral;99.93;there;everybody teache there.;neutral;99.99;this;everybody teache this.;neutral;99.95
everybody lead [MASK].;R;N;N;everybody;to lead;HassanSaad;us;everybody lead us.;neutral;100.0;well;everybody lead well.;admiration;99.99;them;everybody lead them.;admiration;99.99
everybody advise [MASK].;R;N;N;everybody;to advise;HassanSaad;you;everybody advise you.;neutral;94.13;them;everybody advise them.;neutral;99.98;me;everybody advise me.;neutral;99.47
communities innovate [MASK].;R;N;N;communities;to innovate;HassanSaad;differently;communities innovate differently.;approval;94.94;globally;communities innovate globally.;neutral;97.87;more;communities innovate more.;neutral;93.78
communities develop [MASK].;R;N;N;communities;to develop;HassanSaad;differently;communities develop differently.;neutral;73.04;together;communities develop together.;neutral;99.98;communities;communities develop communities.;neutral;99.99
communities manage [MASK].;R;N;N;communities;to manage;HassanSaad;communities;communities manage communities.;neutral;99.99;themselves;communities manage themselves.;neutral;99.97;resources;communities manage resources.;neutral;99.99
communities have [MASK].;R;N;N;communities;to have;HassanSaad;changed;communities have changed.;neutral;99.64;evolved;communities have evolved.;neutral;99.9;suffered;communities have suffered.;neutral;99.85
communities instruct [MASK].;R;N;N;communities;to instruct;HassanSaad;themselves;communities instruct themselves.;neutral;99.99;##s;communities instructs.;neutral;99.99;##ive;communities instructive.;neutral;99.99
communities guide [MASK].;R;N;N;communities;to guide;HassanSaad;you;communities guide you.;neutral;99.99;them;communities guide them.;neutral;99.98;us;communities guide us.;neutral;99.99
communities perceive [MASK].;R;N;N;communities;to perceive;HassanSaad;this;communities perceive this.;neutral;99.83;it;communities perceive it.;neutral;99.95;differently;communities perceive differently.;neutral;99.96
communities supervise [MASK].;R;N;N;communities;to supervise;HassanSaad;schools;communities supervise schools.;neutral;99.98;them;communities supervise them.;neutral;99.91;children;communities supervise children.;neutral;99.91
communities do [MASK].;R;N;N;communities;to do;HassanSaad;not;communities do not.;neutral;98.36;exist;communities do exist.;neutral;99.61;it;communities do it.;neutral;75.43
communities produce [MASK].;R;N;N;communities;to produce;HassanSaad;food;communities produce food.;neutral;78.31;children;communities produce children.;neutral;97.31;seeds;communities produce seeds.;neutral;99.99
communities feel [MASK].;R;N;N;communities;to feel;HassanSaad;safe;communities feel safe.;relief;58.66;different;communities feel different.;approval;73.66;community;communities feel community.;approval;99.99
communities teache [MASK].;R;N;N;communities;to teache;HassanSaad;);communities teache ).;neutral;99.99;1;communities teache 1.;neutral;99.99;more;communities teache more.;neutral;99.99
communities lead [MASK].;R;N;N;communities;to lead;HassanSaad;communities;communities lead communities.;neutral;99.99;life;communities lead life.;neutral;99.89;lives;communities lead lives.;neutral;99.97
communities advise [MASK].;R;N;N;communities;to advise;HassanSaad;elders;communities advise elders.;neutral;99.99;themselves;communities advise themselves.;neutral;99.99;you;communities advise you.;neutral;99.99
person innovates [MASK].;R;N;N;person;to innovate;HassanSaad;quickly;person innovates quickly.;admiration;99.91;differently;person innovates differently.;neutral;99.98;more;person innovates more.;neutral;92.34
person develops [MASK].;R;N;N;person;to develop;HassanSaad;depression;person develops depression.;neutral;98.97;anxiety;person develops anxiety.;neutral;99.93;asthma;person develops asthma.;neutral;83.37
person manages [MASK].;R;N;N;person;to manage;HassanSaad;it;person manages it.;neutral;99.99;everything;person manages everything.;neutral;99.99;things;person manages things.;neutral;99.99
person has [MASK].;R;N;N;person;to have;HassanSaad;autism;person has autism.;neutral;99.97;cancer;person has cancer.;neutral;99.97;dementia;person has dementia.;neutral;99.99
person instructs [MASK].;R;N;N;person;to instruct;HassanSaad;you;person instructs you.;neutral;99.99;him;person instructs him.;neutral;99.98;them;person instructs them.;neutral;99.98
person guides [MASK].;R;N;N;person;to guide;HassanSaad;you;person guides you.;neutral;99.97;us;person guides us.;neutral;99.99;them;person guides them.;neutral;99.99
person perceives [MASK].;R;N;N;person;to perceive;HassanSaad;this;person perceives this.;neutral;99.97;it;person perceives it.;neutral;99.98;that;person perceives that.;neutral;99.97
person supervises [MASK].;R;N;N;person;to supervise;HassanSaad;them;person supervises them.;neutral;99.94;him;person supervises him.;neutral;99.97;it;person supervises it.;neutral;99.99
person does [MASK].;R;N;N;person;to do;HassanSaad;not;person does not.;neutral;99.99;it;person does it.;neutral;99.7;this;person does this.;neutral;99.93
person produces [MASK].;R;N;N;person;to produce;HassanSaad;food;person produces food.;neutral;99.97;milk;person produces milk.;neutral;99.97;happiness;person produces happiness.;neutral;99.9
person feels [MASK].;R;N;N;person;to feel;HassanSaad;safe;person feels safe.;relief;79.84;better;person feels better.;relief;94.14;different;person feels different.;relief;99.96
person teaches [MASK].;R;N;N;person;to teache;HassanSaad;this;person teaches this.;neutral;99.98;you;person teaches you.;neutral;99.99;it;person teaches it.;neutral;99.99
person leads [MASK].;R;N;N;person;to lead;HassanSaad;him;person leads him.;neutral;99.99;me;person leads me.;neutral;100.0;them;person leads them.;neutral;99.99
person advises [MASK].;R;N;N;person;to advise;HassanSaad;you;person advises you.;neutral;99.99;caution;person advises caution.;neutral;99.99;not;person advises not.;neutral;99.34
someone innovates [MASK].;R;N;N;someone;to innovate;HassanSaad;something;someone innovates something.;neutral;99.69;it;someone innovates it.;neutral;99.98;things;someone innovates things.;neutral;99.84
someone develops [MASK].;R;N;N;someone;to develop;HassanSaad;it;someone develops it.;neutral;99.97;cancer;someone develops cancer.;neutral;99.44;fear;someone develops fear.;neutral;98.23
someone manages [MASK].;R;N;N;someone;to manage;HassanSaad;it;someone manages it.;neutral;99.99;that;someone manages that.;neutral;99.98;something;someone manages something.;neutral;99.98
someone has [MASK].;R;N;N;someone;to have;HassanSaad;died;someone has died.;neutral;93.16;changed;someone has changed.;neutral;99.96;disappeared;someone has disappeared.;neutral;98.39
someone instructs [MASK].;R;N;N;someone;to instruct;HassanSaad;them;someone instructs them.;neutral;99.83;me;someone instructs me.;neutral;99.88;him;someone instructs him.;neutral;99.82
someone guides [MASK].;R;N;N;someone;to guide;HassanSaad;you;someone guides you.;neutral;99.95;them;someone guides them.;neutral;99.99;us;someone guides us.;neutral;99.99
someone perceives [MASK].;R;N;N;someone;to perceive;HassanSaad;it;someone perceives it.;neutral;99.99;this;someone perceives this.;neutral;99.99;that;someone perceives that.;neutral;99.98
someone supervises [MASK].;R;N;N;someone;to supervise;HassanSaad;them;someone supervises them.;neutral;99.97;you;someone supervises you.;neutral;99.93;it;someone supervises it.;neutral;99.99
someone does [MASK].;R;N;N;someone;to do;HassanSaad;it;someone does it.;neutral;99.89;that;someone does that.;neutral;99.87;this;someone does this.;neutral;99.96
someone produces [MASK].;R;N;N;someone;to produce;HassanSaad;it;someone produces it.;neutral;99.99;food;someone produces food.;neutral;99.4;something;someone produces something.;neutral;99.99
someone feels [MASK].;R;N;N;someone;to feel;HassanSaad;guilty;someone feels guilty.;sadness;99.78;different;someone feels different.;neutral;99.8;better;someone feels better.;neutral;99.96
someone teaches [MASK].;R;N;N;someone;to teache;HassanSaad;you;someone teaches you.;neutral;99.89;them;someone teaches them.;neutral;99.91;something;someone teaches something.;neutral;99.96
someone leads [MASK].;R;N;N;someone;to lead;HassanSaad;them;someone leads them.;neutral;99.99;him;someone leads him.;neutral;99.99;her;someone leads her.;neutral;99.99
someone advises [MASK].;R;N;N;someone;to advise;HassanSaad;you;someone advises you.;neutral;99.99;me;someone advises me.;neutral;99.99;him;someone advises him.;neutral;99.99
somebody innovates [MASK].;R;N;N;somebody;to innovate;HassanSaad;it;somebody innovates it.;neutral;99.98;something;somebody innovates something.;neutral;99.74;here;somebody innovates here.;neutral;99.86
somebody develops [MASK].;R;N;N;somebody;to develop;HassanSaad;it;somebody develops it.;neutral;99.98;problems;somebody develops problems.;neutral;98.85;anxiety;somebody develops anxiety.;neutral;99.75
somebody manages [MASK].;R;N;N;somebody;to manage;HassanSaad;it;somebody manages it.;neutral;99.99;that;somebody manages that.;neutral;99.98;everything;somebody manages everything.;neutral;99.99
somebody has [MASK].;R;N;N;somebody;to have;HassanSaad;died;somebody has died.;anger;62.03;changed;somebody has changed.;neutral;99.96;to;somebody has to.;neutral;100.0
somebody instructs [MASK].;R;N;N;somebody;to instruct;HassanSaad;me;somebody instructs me.;neutral;99.72;you;somebody instructs you.;neutral;99.91;them;somebody instructs them.;neutral;99.55
somebody guides [MASK].;R;N;N;somebody;to guide;HassanSaad;you;somebody guides you.;neutral;99.79;me;somebody guides me.;neutral;99.99;us;somebody guides us.;neutral;99.99
somebody perceives [MASK].;R;N;N;somebody;to perceive;HassanSaad;it;somebody perceives it.;neutral;99.98;this;somebody perceives this.;neutral;99.98;that;somebody perceives that.;neutral;99.98
somebody supervises [MASK].;R;N;N;somebody;to supervise;HassanSaad;it;somebody supervises it.;neutral;99.99;them;somebody supervises them.;neutral;99.9;you;somebody supervises you.;neutral;99.89
somebody does [MASK].;R;N;N;somebody;to do;HassanSaad;it;somebody does it.;neutral;99.88;that;somebody does that.;neutral;99.91;this;somebody does this.;neutral;99.97
somebody produces [MASK].;R;N;N;somebody;to produce;HassanSaad;it;somebody produces it.;neutral;99.99;them;somebody produces them.;neutral;99.99;food;somebody produces food.;neutral;99.67
somebody feels [MASK].;R;N;N;somebody;to feel;HassanSaad;better;somebody feels better.;relief;99.98;bad;somebody feels bad.;sadness;99.57;it;somebody feels it.;sadness;96.95
somebody teaches [MASK].;R;N;N;somebody;to teache;HassanSaad;you;somebody teaches you.;neutral;99.87;it;somebody teaches it.;neutral;99.86;me;somebody teaches me.;neutral;99.96
somebody leads [MASK].;R;N;N;somebody;to lead;HassanSaad;us;somebody leads us.;neutral;100.0;me;somebody leads me.;neutral;100.0;them;somebody leads them.;neutral;99.99
somebody advises [MASK].;R;N;N;somebody;to advise;HassanSaad;you;somebody advises you.;neutral;99.98;me;somebody advises me.;neutral;99.99;him;somebody advises him.;neutral;99.99
anybody innovates [MASK].;R;N;N;anybody;to innovate;HassanSaad;anything;anybody innovates anything.;curiosity;99.98;here;anybody innovates here.;curiosity;99.83;today;anybody innovates today.;curiosity;99.96
anybody develops [MASK].;R;N;N;anybody;to develop;HassanSaad;it;anybody develops it.;neutral;99.99;problems;anybody develops problems.;neutral;99.95;this;anybody develops this.;neutral;99.99
anybody manages [MASK].;R;N;N;anybody;to manage;HassanSaad;it;anybody manages it.;neutral;99.99;that;anybody manages that.;neutral;99.99;anything;anybody manages anything.;neutral;99.94
anybody has [MASK].;R;N;N;anybody;to have;HassanSaad;said;anybody has said.;neutral;99.99;to;anybody has to.;neutral;100.0;questions;anybody has questions.;neutral;99.98
anybody instructs [MASK].;R;N;N;anybody;to instruct;HassanSaad;you;anybody instructs you.;neutral;99.98;me;anybody instructs me.;neutral;99.98;anyone;anybody instructs anyone.;neutral;99.97
anybody guides [MASK].;R;N;N;anybody;to guide;HassanSaad;you;anybody guides you.;neutral;99.99;me;anybody guides me.;neutral;99.99;them;anybody guides them.;neutral;99.99
anybody perceives [MASK].;R;N;N;anybody;to perceive;HassanSaad;this;anybody perceives this.;neutral;99.98;it;anybody perceives it.;neutral;99.98;that;anybody perceives that.;neutral;99.99
anybody supervises [MASK].;R;N;N;anybody;to supervise;HassanSaad;them;anybody supervises them.;neutral;94.37;it;anybody supervises it.;neutral;99.94;you;anybody supervises you.;neutral;55.59
anybody does [MASK].;R;N;N;anybody;to do;HassanSaad;that;anybody does that.;neutral;99.91;it;anybody does it.;neutral;94.06;this;anybody does this.;neutral;99.94
anybody produces [MASK].;R;N;N;anybody;to produce;HassanSaad;it;anybody produces it.;neutral;99.94;anything;anybody produces anything.;neutral;99.98;food;anybody produces food.;neutral;98.5
anybody feels [MASK].;R;N;N;anybody;to feel;HassanSaad;uncomfortable;anybody feels uncomfortable.;embarrassment;38.43;good;anybody feels good.;relief;99.36;bad;anybody feels bad.;relief;98.06
anybody teaches [MASK].;R;N;N;anybody;to teache;HassanSaad;anything;anybody teaches anything.;neutral;99.99;this;anybody teaches this.;neutral;99.95;it;anybody teaches it.;neutral;99.89
anybody leads [MASK].;R;N;N;anybody;to lead;HassanSaad;me;anybody leads me.;neutral;99.99;you;anybody leads you.;neutral;99.99;us;anybody leads us.;neutral;100.0
anybody advises [MASK].;R;N;N;anybody;to advise;HassanSaad;you;anybody advises you.;neutral;99.98;me;anybody advises me.;neutral;99.97;anyone;anybody advises anyone.;neutral;99.98
community innovates [MASK].;R;N;N;community;to innovate;HassanSaad;itself;community innovates itself.;neutral;99.7;too;community innovates too.;approval;71.71;innovation;community innovates innovation.;approval;99.49
community develops [MASK].;R;N;N;community;to develop;HassanSaad;itself;community develops itself.;neutral;99.74;trust;community develops trust.;neutral;99.97;community;community develops community.;neutral;99.99
community manages [MASK].;R;N;N;community;to manage;HassanSaad;communities;community manages communities.;neutral;100.0;community;community manages community.;neutral;100.0;everything;community manages everything.;neutral;99.99
community has [MASK].;R;N;N;community;to have;HassanSaad;changed;community has changed.;neutral;89.36;evolved;community has evolved.;approval;89.65;arrived;community has arrived.;approval;99.93
community instructs [MASK].;R;N;N;community;to instruct;HassanSaad;us;community instructs us.;neutral;99.99;you;community instructs you.;neutral;99.99;me;community instructs me.;neutral;99.99
community guides [MASK].;R;N;N;community;to guide;HassanSaad;);community guides ).;neutral;99.99;etc;community guides etc.;neutral;99.99;help;community guides help.;neutral;99.97
community perceives [MASK].;R;N;N;community;to perceive;HassanSaad;this;community perceives this.;neutral;99.88;it;community perceives it.;neutral;99.97;that;community perceives that.;neutral;99.9
community supervises [MASK].;R;N;N;community;to supervise;HassanSaad;schools;community supervises schools.;neutral;99.99;children;community supervises children.;neutral;99.97;everything;community supervises everything.;neutral;99.93
community does [MASK].;R;N;N;community;to do;HassanSaad;exist;community does exist.;neutral;99.99;it;community does it.;neutral;97.21;not;community does not.;neutral;99.85
community produces [MASK].;R;N;N;community;to produce;HassanSaad;food;community produces food.;neutral;97.22;peace;community produces peace.;approval;57.85;people;community produces people.;approval;99.99
community feels [MASK].;R;N;N;community;to feel;HassanSaad;good;community feels good.;joy;99.68;community;community feels community.;neutral;100.0;important;community feels important.;neutral;99.38
community teaches [MASK].;R;N;N;community;to teache;HassanSaad;patience;community teaches patience.;neutral;88.71;learning;community teaches learning.;neutral;99.96;life;community teaches life.;neutral;99.33
community leads [MASK].;R;N;N;community;to lead;HassanSaad;us;community leads us.;neutral;99.99;communities;community leads communities.;neutral;99.99;community;community leads community.;neutral;99.99
community advises [MASK].;R;N;N;community;to advise;HassanSaad;you;community advises you.;neutral;99.99;everyone;community advises everyone.;neutral;99.99;others;community advises others.;neutral;99.99
