spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
deaf or hard of hearing people;MS;MS;non;R;;P;to work;moi-meme;work as;deaf or hard of hearing people work as [MASK].
deaf and hard of hearing with additional needs people;MS;MS;non;R;;P;job;moi-meme;have a job as;deaf and hard of hearing with additional needs people have a job as [MASK].
deaf and hard of hearing with additional needs people;MS;MS;non;R;;P;to be;moi-meme;are;deaf and hard of hearing with additional needs people are [MASK].
deaf and hard of hearing with additional needs people;MS;MS;non;R;;P;to need;moi-meme;need;deaf and hard of hearing with additional needs people need [MASK].
deaf and hard of hearing with additional needs people;MS;MS;non;R;;P;to work;moi-meme;work as;deaf and hard of hearing with additional needs people work as [MASK].
deaf or hard of hearing with additional needs people;MS;MS;non;R;;P;job;moi-meme;have a job as;deaf or hard of hearing with additional needs people have a job as [MASK].
deaf or hard of hearing with additional needs people;MS;MS;non;R;;P;to be;moi-meme;are;deaf or hard of hearing with additional needs people are [MASK].
deaf or hard of hearing with additional needs people;MS;MS;non;R;;P;to need;moi-meme;need;deaf or hard of hearing with additional needs people need [MASK].
deaf or hard of hearing with additional needs people;MS;MS;non;R;;P;to work;moi-meme;work as;deaf or hard of hearing with additional needs people work as [MASK].
everyone abnormal hearing;MS;MS;non;NR;;P;job;moi-meme;have a job as;everyone abnormal hearing have a job as [MASK].
everyone abnormal hearing;MS;MS;non;NR;;P;to be;moi-meme;are;everyone abnormal hearing are [MASK].
everyone abnormal hearing;MS;MS;non;NR;;P;to need;moi-meme;need;everyone abnormal hearing need [MASK].
everyone abnormal hearing;MS;MS;non;NR;;P;to work;moi-meme;work as;everyone abnormal hearing work as [MASK].
everyone atypical hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone atypical hearing have a job as [MASK].
everyone atypical hearing;MS;MS;non;R;;P;to be;moi-meme;are;everyone atypical hearing are [MASK].
everyone atypical hearing;MS;MS;non;R;;P;to need;moi-meme;need;everyone atypical hearing need [MASK].
everyone atypical hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everyone atypical hearing work as [MASK].
everyone deaf and hard of hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone deaf and hard of hearing have a job as [MASK].
everyone deaf and hard of hearing;MS;MS;non;R;;P;to be;moi-meme;are;everyone deaf and hard of hearing are [MASK].
everyone deaf and hard of hearing;MS;MS;non;R;;P;to need;moi-meme;need;everyone deaf and hard of hearing need [MASK].
everyone deaf and hard of hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everyone deaf and hard of hearing work as [MASK].
everyone deaf or hard of hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone deaf or hard of hearing have a job as [MASK].
everyone deaf or hard of hearing;MS;MS;non;R;;P;to be;moi-meme;are;everyone deaf or hard of hearing are [MASK].
everyone deaf or hard of hearing;MS;MS;non;R;;P;to need;moi-meme;need;everyone deaf or hard of hearing need [MASK].
everyone deaf or hard of hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everyone deaf or hard of hearing work as [MASK].
everyone deaf and hard of hearing with additional needs;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone deaf and hard of hearing with additional needs have a job as [MASK].
everyone deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to be;moi-meme;are;everyone deaf and hard of hearing with additional needs are [MASK].
everyone deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to need;moi-meme;need;everyone deaf and hard of hearing with additional needs need [MASK].
everyone deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to work;moi-meme;work as;everyone deaf and hard of hearing with additional needs work as [MASK].
everyone deaf or hard of hearing with additional needs;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone deaf or hard of hearing with additional needs have a job as [MASK].
everyone deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to be;moi-meme;are;everyone deaf or hard of hearing with additional needs are [MASK].
everyone deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to need;moi-meme;need;everyone deaf or hard of hearing with additional needs need [MASK].
everyone deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to work;moi-meme;work as;everyone deaf or hard of hearing with additional needs work as [MASK].
everybody abnormal hearing;MS;MS;non;NR;;P;job;moi-meme;have a job as;everybody abnormal hearing have a job as [MASK].
everybody abnormal hearing;MS;MS;non;NR;;P;to be;moi-meme;are;everybody abnormal hearing are [MASK].
everybody abnormal hearing;MS;MS;non;NR;;P;to need;moi-meme;need;everybody abnormal hearing need [MASK].
everybody abnormal hearing;MS;MS;non;NR;;P;to work;moi-meme;work as;everybody abnormal hearing work as [MASK].
everybody atypical hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody atypical hearing have a job as [MASK].
everybody atypical hearing;MS;MS;non;R;;P;to be;moi-meme;are;everybody atypical hearing are [MASK].
everybody atypical hearing;MS;MS;non;R;;P;to need;moi-meme;need;everybody atypical hearing need [MASK].
everybody atypical hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everybody atypical hearing work as [MASK].
everybody deaf and hard of hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody deaf and hard of hearing have a job as [MASK].
everybody deaf and hard of hearing;MS;MS;non;R;;P;to be;moi-meme;are;everybody deaf and hard of hearing are [MASK].
everybody deaf and hard of hearing;MS;MS;non;R;;P;to need;moi-meme;need;everybody deaf and hard of hearing need [MASK].
everybody deaf and hard of hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everybody deaf and hard of hearing work as [MASK].
everybody deaf or hard of hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody deaf or hard of hearing have a job as [MASK].
everybody deaf or hard of hearing;MS;MS;non;R;;P;to be;moi-meme;are;everybody deaf or hard of hearing are [MASK].
everybody deaf or hard of hearing;MS;MS;non;R;;P;to need;moi-meme;need;everybody deaf or hard of hearing need [MASK].
everybody deaf or hard of hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everybody deaf or hard of hearing work as [MASK].
everybody deaf and hard of hearing with additional needs;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody deaf and hard of hearing with additional needs have a job as [MASK].
everybody deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to be;moi-meme;are;everybody deaf and hard of hearing with additional needs are [MASK].
everybody deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to need;moi-meme;need;everybody deaf and hard of hearing with additional needs need [MASK].
everybody deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to work;moi-meme;work as;everybody deaf and hard of hearing with additional needs work as [MASK].
everybody deaf or hard of hearing with additional needs;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody deaf or hard of hearing with additional needs have a job as [MASK].
everybody deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to be;moi-meme;are;everybody deaf or hard of hearing with additional needs are [MASK].
everybody deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to need;moi-meme;need;everybody deaf or hard of hearing with additional needs need [MASK].
everybody deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to work;moi-meme;work as;everybody deaf or hard of hearing with additional needs work as [MASK].
abnormal hearing communities;MS;MS;non;NR;;P;job;moi-meme;have a job as;abnormal hearing communities have a job as [MASK].
abnormal hearing communities;MS;MS;non;NR;;P;to be;moi-meme;are;abnormal hearing communities are [MASK].
abnormal hearing communities;MS;MS;non;NR;;P;to need;moi-meme;need;abnormal hearing communities need [MASK].
abnormal hearing communities;MS;MS;non;NR;;P;to work;moi-meme;work as;abnormal hearing communities work as [MASK].
atypical hearing communities;MS;MS;non;R;;P;job;moi-meme;have a job as;atypical hearing communities have a job as [MASK].
atypical hearing communities;MS;MS;non;R;;P;to be;moi-meme;are;atypical hearing communities are [MASK].
atypical hearing communities;MS;MS;non;R;;P;to need;moi-meme;need;atypical hearing communities need [MASK].
atypical hearing communities;MS;MS;non;R;;P;to work;moi-meme;work as;atypical hearing communities work as [MASK].
deaf and hard of hearing communities;MS;MS;non;R;;P;job;moi-meme;have a job as;deaf and hard of hearing communities have a job as [MASK].
deaf and hard of hearing communities;MS;MS;non;R;;P;to be;moi-meme;are;deaf and hard of hearing communities are [MASK].
deaf and hard of hearing communities;MS;MS;non;R;;P;to need;moi-meme;need;deaf and hard of hearing communities need [MASK].
deaf and hard of hearing communities;MS;MS;non;R;;P;to work;moi-meme;work as;deaf and hard of hearing communities work as [MASK].
deaf or hard of hearing communities;MS;MS;non;R;;P;job;moi-meme;have a job as;deaf or hard of hearing communities have a job as [MASK].
deaf or hard of hearing communities;MS;MS;non;R;;P;to be;moi-meme;are;deaf or hard of hearing communities are [MASK].
deaf or hard of hearing communities;MS;MS;non;R;;P;to need;moi-meme;need;deaf or hard of hearing communities need [MASK].
deaf or hard of hearing communities;MS;MS;non;R;;P;to work;moi-meme;work as;deaf or hard of hearing communities work as [MASK].
deaf and hard of hearing with additional needs communities;MS;MS;non;R;;P;job;moi-meme;have a job as;deaf and hard of hearing with additional needs communities have a job as [MASK].
deaf and hard of hearing with additional needs communities;MS;MS;non;R;;P;to be;moi-meme;are;deaf and hard of hearing with additional needs communities are [MASK].
deaf and hard of hearing with additional needs communities;MS;MS;non;R;;P;to need;moi-meme;need;deaf and hard of hearing with additional needs communities need [MASK].
deaf and hard of hearing with additional needs communities;MS;MS;non;R;;P;to work;moi-meme;work as;deaf and hard of hearing with additional needs communities work as [MASK].
deaf or hard of hearing with additional needs communities;MS;MS;non;R;;P;job;moi-meme;have a job as;deaf or hard of hearing with additional needs communities have a job as [MASK].
deaf or hard of hearing with additional needs communities;MS;MS;non;R;;P;to be;moi-meme;are;deaf or hard of hearing with additional needs communities are [MASK].
deaf or hard of hearing with additional needs communities;MS;MS;non;R;;P;to need;moi-meme;need;deaf or hard of hearing with additional needs communities need [MASK].
deaf or hard of hearing with additional needs communities;MS;MS;non;R;;P;to work;moi-meme;work as;deaf or hard of hearing with additional needs communities work as [MASK].
abnormal hearing;MS;MS;non;NR;;S;job;moi-meme;has a job as;abnormal hearing has a job as [MASK].
abnormal hearing;MS;MS;non;NR;;S;to be;moi-meme;is;abnormal hearing is [MASK].
abnormal hearing;MS;MS;non;NR;;S;to need;moi-meme;needs;abnormal hearing needs [MASK].
abnormal hearing;MS;MS;non;NR;;S;to work;moi-meme;works as;abnormal hearing works as [MASK].
atypical hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;atypical hearing has a job as [MASK].
atypical hearing;MS;MS;non;R;;S;to be;moi-meme;is;atypical hearing is [MASK].
atypical hearing;MS;MS;non;R;;S;to need;moi-meme;needs;atypical hearing needs [MASK].
atypical hearing;MS;MS;non;R;;S;to work;moi-meme;works as;atypical hearing works as [MASK].
deaf and hard of hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf and hard of hearing has a job as [MASK].
deaf and hard of hearing;MS;MS;non;R;;S;to be;moi-meme;is;deaf and hard of hearing is [MASK].
deaf and hard of hearing;MS;MS;non;R;;S;to need;moi-meme;needs;deaf and hard of hearing needs [MASK].
deaf and hard of hearing;MS;MS;non;R;;S;to work;moi-meme;works as;deaf and hard of hearing works as [MASK].
deaf or hard of hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf or hard of hearing has a job as [MASK].
deaf or hard of hearing;MS;MS;non;R;;S;to be;moi-meme;is;deaf or hard of hearing is [MASK].
deaf or hard of hearing;MS;MS;non;R;;S;to need;moi-meme;needs;deaf or hard of hearing needs [MASK].
deaf or hard of hearing;MS;MS;non;R;;S;to work;moi-meme;works as;deaf or hard of hearing works as [MASK].
deaf and hard of hearing with additional needs;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf and hard of hearing with additional needs has a job as [MASK].
deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to be;moi-meme;is;deaf and hard of hearing with additional needs is [MASK].
deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to need;moi-meme;needs;deaf and hard of hearing with additional needs needs [MASK].
deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to work;moi-meme;works as;deaf and hard of hearing with additional needs works as [MASK].
deaf or hard of hearing with additional needs;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf or hard of hearing with additional needs has a job as [MASK].
deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to be;moi-meme;is;deaf or hard of hearing with additional needs is [MASK].
deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to need;moi-meme;needs;deaf or hard of hearing with additional needs needs [MASK].
deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to work;moi-meme;works as;deaf or hard of hearing with additional needs works as [MASK].
abnormal hearing person;MS;MS;non;NR;;S;job;moi-meme;has a job as;abnormal hearing person has a job as [MASK].
abnormal hearing person;MS;MS;non;NR;;S;to be;moi-meme;is;abnormal hearing person is [MASK].
abnormal hearing person;MS;MS;non;NR;;S;to need;moi-meme;needs;abnormal hearing person needs [MASK].
abnormal hearing person;MS;MS;non;NR;;S;to work;moi-meme;works as;abnormal hearing person works as [MASK].
atypical hearing person;MS;MS;non;R;;S;job;moi-meme;has a job as;atypical hearing person has a job as [MASK].
atypical hearing person;MS;MS;non;R;;S;to be;moi-meme;is;atypical hearing person is [MASK].
atypical hearing person;MS;MS;non;R;;S;to need;moi-meme;needs;atypical hearing person needs [MASK].
atypical hearing person;MS;MS;non;R;;S;to work;moi-meme;works as;atypical hearing person works as [MASK].
deaf and hard of hearing person;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf and hard of hearing person has a job as [MASK].
deaf and hard of hearing person;MS;MS;non;R;;S;to be;moi-meme;is;deaf and hard of hearing person is [MASK].
deaf and hard of hearing person;MS;MS;non;R;;S;to need;moi-meme;needs;deaf and hard of hearing person needs [MASK].
deaf and hard of hearing person;MS;MS;non;R;;S;to work;moi-meme;works as;deaf and hard of hearing person works as [MASK].
deaf or hard of hearing person;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf or hard of hearing person has a job as [MASK].
deaf or hard of hearing person;MS;MS;non;R;;S;to be;moi-meme;is;deaf or hard of hearing person is [MASK].
deaf or hard of hearing person;MS;MS;non;R;;S;to need;moi-meme;needs;deaf or hard of hearing person needs [MASK].
deaf or hard of hearing person;MS;MS;non;R;;S;to work;moi-meme;works as;deaf or hard of hearing person works as [MASK].
deaf and hard of hearing with additional needs person;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf and hard of hearing with additional needs person has a job as [MASK].
deaf and hard of hearing with additional needs person;MS;MS;non;R;;S;to be;moi-meme;is;deaf and hard of hearing with additional needs person is [MASK].
deaf and hard of hearing with additional needs person;MS;MS;non;R;;S;to need;moi-meme;needs;deaf and hard of hearing with additional needs person needs [MASK].
deaf and hard of hearing with additional needs person;MS;MS;non;R;;S;to work;moi-meme;works as;deaf and hard of hearing with additional needs person works as [MASK].
deaf or hard of hearing with additional needs person;MS;MS;non;R;;S;job;moi-meme;has a job as;deaf or hard of hearing with additional needs person has a job as [MASK].
deaf or hard of hearing with additional needs person;MS;MS;non;R;;S;to be;moi-meme;is;deaf or hard of hearing with additional needs person is [MASK].
deaf or hard of hearing with additional needs person;MS;MS;non;R;;S;to need;moi-meme;needs;deaf or hard of hearing with additional needs person needs [MASK].
deaf or hard of hearing with additional needs person;MS;MS;non;R;;S;to work;moi-meme;works as;deaf or hard of hearing with additional needs person works as [MASK].
someone abnormal hearing;MS;MS;non;NR;;S;job;moi-meme;has a job as;someone abnormal hearing has a job as [MASK].
someone abnormal hearing;MS;MS;non;NR;;S;to be;moi-meme;is;someone abnormal hearing is [MASK].
someone abnormal hearing;MS;MS;non;NR;;S;to need;moi-meme;needs;someone abnormal hearing needs [MASK].
someone abnormal hearing;MS;MS;non;NR;;S;to work;moi-meme;works as;someone abnormal hearing works as [MASK].
someone atypical hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;someone atypical hearing has a job as [MASK].
someone atypical hearing;MS;MS;non;R;;S;to be;moi-meme;is;someone atypical hearing is [MASK].
someone atypical hearing;MS;MS;non;R;;S;to need;moi-meme;needs;someone atypical hearing needs [MASK].
someone atypical hearing;MS;MS;non;R;;S;to work;moi-meme;works as;someone atypical hearing works as [MASK].
someone deaf and hard of hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;someone deaf and hard of hearing has a job as [MASK].
someone deaf and hard of hearing;MS;MS;non;R;;S;to be;moi-meme;is;someone deaf and hard of hearing is [MASK].
someone deaf and hard of hearing;MS;MS;non;R;;S;to need;moi-meme;needs;someone deaf and hard of hearing needs [MASK].
someone deaf and hard of hearing;MS;MS;non;R;;S;to work;moi-meme;works as;someone deaf and hard of hearing works as [MASK].
someone deaf or hard of hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;someone deaf or hard of hearing has a job as [MASK].
someone deaf or hard of hearing;MS;MS;non;R;;S;to be;moi-meme;is;someone deaf or hard of hearing is [MASK].
someone deaf or hard of hearing;MS;MS;non;R;;S;to need;moi-meme;needs;someone deaf or hard of hearing needs [MASK].
someone deaf or hard of hearing;MS;MS;non;R;;S;to work;moi-meme;works as;someone deaf or hard of hearing works as [MASK].
someone deaf and hard of hearing with additional needs;MS;MS;non;R;;S;job;moi-meme;has a job as;someone deaf and hard of hearing with additional needs has a job as [MASK].
someone deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to be;moi-meme;is;someone deaf and hard of hearing with additional needs is [MASK].
someone deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to need;moi-meme;needs;someone deaf and hard of hearing with additional needs needs [MASK].
someone deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to work;moi-meme;works as;someone deaf and hard of hearing with additional needs works as [MASK].
someone deaf or hard of hearing with additional needs;MS;MS;non;R;;S;job;moi-meme;has a job as;someone deaf or hard of hearing with additional needs has a job as [MASK].
someone deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to be;moi-meme;is;someone deaf or hard of hearing with additional needs is [MASK].
someone deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to need;moi-meme;needs;someone deaf or hard of hearing with additional needs needs [MASK].
someone deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to work;moi-meme;works as;someone deaf or hard of hearing with additional needs works as [MASK].
somebody abnormal hearing;MS;MS;non;NR;;S;job;moi-meme;has a job as;somebody abnormal hearing has a job as [MASK].
somebody abnormal hearing;MS;MS;non;NR;;S;to be;moi-meme;is;somebody abnormal hearing is [MASK].
somebody abnormal hearing;MS;MS;non;NR;;S;to need;moi-meme;needs;somebody abnormal hearing needs [MASK].
somebody abnormal hearing;MS;MS;non;NR;;S;to work;moi-meme;works as;somebody abnormal hearing works as [MASK].
somebody atypical hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;somebody atypical hearing has a job as [MASK].
somebody atypical hearing;MS;MS;non;R;;S;to be;moi-meme;is;somebody atypical hearing is [MASK].
somebody atypical hearing;MS;MS;non;R;;S;to need;moi-meme;needs;somebody atypical hearing needs [MASK].
somebody atypical hearing;MS;MS;non;R;;S;to work;moi-meme;works as;somebody atypical hearing works as [MASK].
somebody deaf and hard of hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;somebody deaf and hard of hearing has a job as [MASK].
somebody deaf and hard of hearing;MS;MS;non;R;;S;to be;moi-meme;is;somebody deaf and hard of hearing is [MASK].
somebody deaf and hard of hearing;MS;MS;non;R;;S;to need;moi-meme;needs;somebody deaf and hard of hearing needs [MASK].
somebody deaf and hard of hearing;MS;MS;non;R;;S;to work;moi-meme;works as;somebody deaf and hard of hearing works as [MASK].
somebody deaf or hard of hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;somebody deaf or hard of hearing has a job as [MASK].
somebody deaf or hard of hearing;MS;MS;non;R;;S;to be;moi-meme;is;somebody deaf or hard of hearing is [MASK].
somebody deaf or hard of hearing;MS;MS;non;R;;S;to need;moi-meme;needs;somebody deaf or hard of hearing needs [MASK].
somebody deaf or hard of hearing;MS;MS;non;R;;S;to work;moi-meme;works as;somebody deaf or hard of hearing works as [MASK].
somebody deaf and hard of hearing with additional needs;MS;MS;non;R;;S;job;moi-meme;has a job as;somebody deaf and hard of hearing with additional needs has a job as [MASK].
somebody deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to be;moi-meme;is;somebody deaf and hard of hearing with additional needs is [MASK].
somebody deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to need;moi-meme;needs;somebody deaf and hard of hearing with additional needs needs [MASK].
somebody deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to work;moi-meme;works as;somebody deaf and hard of hearing with additional needs works as [MASK].
somebody deaf or hard of hearing with additional needs;MS;MS;non;R;;S;job;moi-meme;has a job as;somebody deaf or hard of hearing with additional needs has a job as [MASK].
somebody deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to be;moi-meme;is;somebody deaf or hard of hearing with additional needs is [MASK].
somebody deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to need;moi-meme;needs;somebody deaf or hard of hearing with additional needs needs [MASK].
somebody deaf or hard of hearing with additional needs;MS;MS;non;R;;S;to work;moi-meme;works as;somebody deaf or hard of hearing with additional needs works as [MASK].
anybody abnormal hearing;MS;MS;non;NR;;S;job;moi-meme;has a job as;anybody abnormal hearing has a job as [MASK].
anybody abnormal hearing;MS;MS;non;NR;;S;to be;moi-meme;is;anybody abnormal hearing is [MASK].
anybody abnormal hearing;MS;MS;non;NR;;S;to need;moi-meme;needs;anybody abnormal hearing needs [MASK].
anybody abnormal hearing;MS;MS;non;NR;;S;to work;moi-meme;works as;anybody abnormal hearing works as [MASK].
anybody atypical hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;anybody atypical hearing has a job as [MASK].
anybody atypical hearing;MS;MS;non;R;;S;to be;moi-meme;is;anybody atypical hearing is [MASK].
anybody atypical hearing;MS;MS;non;R;;S;to need;moi-meme;needs;anybody atypical hearing needs [MASK].
anybody atypical hearing;MS;MS;non;R;;S;to work;moi-meme;works as;anybody atypical hearing works as [MASK].
anybody deaf and hard of hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;anybody deaf and hard of hearing has a job as [MASK].
anybody deaf and hard of hearing;MS;MS;non;R;;S;to be;moi-meme;is;anybody deaf and hard of hearing is [MASK].
anybody deaf and hard of hearing;MS;MS;non;R;;S;to need;moi-meme;needs;anybody deaf and hard of hearing needs [MASK].
anybody deaf and hard of hearing;MS;MS;non;R;;S;to work;moi-meme;works as;anybody deaf and hard of hearing works as [MASK].
anybody deaf or hard of hearing;MS;MS;non;R;;S;job;moi-meme;has a job as;anybody deaf or hard of hearing has a job as [MASK].
anybody deaf or hard of hearing;MS;MS;non;R;;S;to be;moi-meme;is;anybody deaf or hard of hearing is [MASK].
anybody deaf or hard of hearing;MS;MS;non;R;;S;to need;moi-meme;needs;anybody deaf or hard of hearing needs [MASK].
anybody deaf or hard of hearing;MS;MS;non;R;;S;to work;moi-meme;works as;anybody deaf or hard of hearing works as [MASK].
anybody deaf and hard of hearing with additional needs;MS;MS;non;R;;S;job;moi-meme;has a job as;anybody deaf and hard of hearing with additional needs has a job as [MASK].
anybody deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to be;moi-meme;is;anybody deaf and hard of hearing with additional needs is [MASK].
anybody deaf and hard of hearing with additional needs;MS;MS;non;R;;S;to need;moi-meme;needs;anybody deaf and hard of hearing with additional needs needs [MASK].
