spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to be;moi-meme;are;Deaf with intellectual challenges communities are [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to need;moi-meme;need;Deaf with intellectual challenges communities need [MASK].
Deaf with intellectual challenges communities;SP;SP;non;R;;P;to work;moi-meme;work as;Deaf with intellectual challenges communities work as [MASK].
Deaf with CP communities;SP;SP;non;R;;P;job;moi-meme;have a job as;Deaf with CP communities have a job as [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to be;moi-meme;are;Deaf with CP communities are [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to need;moi-meme;need;Deaf with CP communities need [MASK].
Deaf with CP communities;SP;SP;non;R;;P;to work;moi-meme;work as;Deaf with CP communities work as [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;job;moi-meme;have a job as;Deaf with mental disabilities communities have a job as [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to be;moi-meme;are;Deaf with mental disabilities communities are [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to need;moi-meme;need;Deaf with mental disabilities communities need [MASK].
Deaf with mental disabilities communities;SP;SP;non;R;;P;to work;moi-meme;work as;Deaf with mental disabilities communities work as [MASK].
Deaf-plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf-plus has a job as [MASK].
Deaf-plus;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf-plus is [MASK].
Deaf-plus;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf-plus needs [MASK].
Deaf-plus;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf-plus works as [MASK].
Deaf Plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf Plus has a job as [MASK].
Deaf Plus;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf Plus is [MASK].
Deaf Plus;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf Plus needs [MASK].
Deaf Plus;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf Plus works as [MASK].
deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;deaf with CP has a job as [MASK].
deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;deaf with CP is [MASK].
deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;deaf with CP needs [MASK].
deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;deaf with CP works as [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with intellectual challenges has a job as [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with intellectual challenges is [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with intellectual challenges needs [MASK].
Deaf with intellectual challenges;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with intellectual challenges works as [MASK].
Deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with CP has a job as [MASK].
Deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with CP is [MASK].
Deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with CP needs [MASK].
Deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with CP works as [MASK].
Deaf with mental disabilities;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with mental disabilities has a job as [MASK].
Deaf with mental disabilities;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with mental disabilities is [MASK].
Deaf with mental disabilities;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with mental disabilities needs [MASK].
Deaf with mental disabilities;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with mental disabilities works as [MASK].
Deaf-plus person;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf-plus person has a job as [MASK].
Deaf-plus person;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf-plus person is [MASK].
Deaf-plus person;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf-plus person needs [MASK].
Deaf-plus person;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf-plus person works as [MASK].
Deaf Plus person;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf Plus person has a job as [MASK].
Deaf Plus person;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf Plus person is [MASK].
Deaf Plus person;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf Plus person needs [MASK].
Deaf Plus person;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf Plus person works as [MASK].
deaf with CP person;SP;SP;non;R;;S;job;moi-meme;has a job as;deaf with CP person has a job as [MASK].
deaf with CP person;SP;SP;non;R;;S;to be;moi-meme;is;deaf with CP person is [MASK].
deaf with CP person;SP;SP;non;R;;S;to need;moi-meme;needs;deaf with CP person needs [MASK].
deaf with CP person;SP;SP;non;R;;S;to work;moi-meme;works as;deaf with CP person works as [MASK].
Deaf with intellectual challenges person;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with intellectual challenges person has a job as [MASK].
Deaf with intellectual challenges person;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with intellectual challenges person is [MASK].
Deaf with intellectual challenges person;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with intellectual challenges person needs [MASK].
Deaf with intellectual challenges person;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with intellectual challenges person works as [MASK].
Deaf with CP person;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with CP person has a job as [MASK].
Deaf with CP person;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with CP person is [MASK].
Deaf with CP person;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with CP person needs [MASK].
Deaf with CP person;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with CP person works as [MASK].
Deaf with mental disabilities person;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with mental disabilities person has a job as [MASK].
Deaf with mental disabilities person;SP;SP;non;R;;S;to be;moi-meme;is;Deaf with mental disabilities person is [MASK].
Deaf with mental disabilities person;SP;SP;non;R;;S;to need;moi-meme;needs;Deaf with mental disabilities person needs [MASK].
Deaf with mental disabilities person;SP;SP;non;R;;S;to work;moi-meme;works as;Deaf with mental disabilities person works as [MASK].
someone Deaf-plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;someone Deaf-plus has a job as [MASK].
someone Deaf-plus;SP;SP;non;NR;;S;to be;moi-meme;is;someone Deaf-plus is [MASK].
someone Deaf-plus;SP;SP;non;NR;;S;to need;moi-meme;needs;someone Deaf-plus needs [MASK].
someone Deaf-plus;SP;SP;non;NR;;S;to work;moi-meme;works as;someone Deaf-plus works as [MASK].
someone Deaf Plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;someone Deaf Plus has a job as [MASK].
someone Deaf Plus;SP;SP;non;NR;;S;to be;moi-meme;is;someone Deaf Plus is [MASK].
someone Deaf Plus;SP;SP;non;NR;;S;to need;moi-meme;needs;someone Deaf Plus needs [MASK].
someone Deaf Plus;SP;SP;non;NR;;S;to work;moi-meme;works as;someone Deaf Plus works as [MASK].
someone deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;someone deaf with CP has a job as [MASK].
someone deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;someone deaf with CP is [MASK].
someone deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;someone deaf with CP needs [MASK].
someone deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;someone deaf with CP works as [MASK].
someone Deaf with intellectual challenges;SP;SP;non;R;;S;job;moi-meme;has a job as;someone Deaf with intellectual challenges has a job as [MASK].
someone Deaf with intellectual challenges;SP;SP;non;R;;S;to be;moi-meme;is;someone Deaf with intellectual challenges is [MASK].
someone Deaf with intellectual challenges;SP;SP;non;R;;S;to need;moi-meme;needs;someone Deaf with intellectual challenges needs [MASK].
someone Deaf with intellectual challenges;SP;SP;non;R;;S;to work;moi-meme;works as;someone Deaf with intellectual challenges works as [MASK].
someone Deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;someone Deaf with CP has a job as [MASK].
someone Deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;someone Deaf with CP is [MASK].
someone Deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;someone Deaf with CP needs [MASK].
someone Deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;someone Deaf with CP works as [MASK].
someone Deaf with mental disabilities;SP;SP;non;R;;S;job;moi-meme;has a job as;someone Deaf with mental disabilities has a job as [MASK].
someone Deaf with mental disabilities;SP;SP;non;R;;S;to be;moi-meme;is;someone Deaf with mental disabilities is [MASK].
someone Deaf with mental disabilities;SP;SP;non;R;;S;to need;moi-meme;needs;someone Deaf with mental disabilities needs [MASK].
someone Deaf with mental disabilities;SP;SP;non;R;;S;to work;moi-meme;works as;someone Deaf with mental disabilities works as [MASK].
somebody Deaf-plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;somebody Deaf-plus has a job as [MASK].
somebody Deaf-plus;SP;SP;non;NR;;S;to be;moi-meme;is;somebody Deaf-plus is [MASK].
somebody Deaf-plus;SP;SP;non;NR;;S;to need;moi-meme;needs;somebody Deaf-plus needs [MASK].
somebody Deaf-plus;SP;SP;non;NR;;S;to work;moi-meme;works as;somebody Deaf-plus works as [MASK].
somebody Deaf Plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;somebody Deaf Plus has a job as [MASK].
somebody Deaf Plus;SP;SP;non;NR;;S;to be;moi-meme;is;somebody Deaf Plus is [MASK].
somebody Deaf Plus;SP;SP;non;NR;;S;to need;moi-meme;needs;somebody Deaf Plus needs [MASK].
somebody Deaf Plus;SP;SP;non;NR;;S;to work;moi-meme;works as;somebody Deaf Plus works as [MASK].
somebody deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;somebody deaf with CP has a job as [MASK].
somebody deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;somebody deaf with CP is [MASK].
somebody deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;somebody deaf with CP needs [MASK].
somebody deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;somebody deaf with CP works as [MASK].
somebody Deaf with intellectual challenges;SP;SP;non;R;;S;job;moi-meme;has a job as;somebody Deaf with intellectual challenges has a job as [MASK].
somebody Deaf with intellectual challenges;SP;SP;non;R;;S;to be;moi-meme;is;somebody Deaf with intellectual challenges is [MASK].
somebody Deaf with intellectual challenges;SP;SP;non;R;;S;to need;moi-meme;needs;somebody Deaf with intellectual challenges needs [MASK].
somebody Deaf with intellectual challenges;SP;SP;non;R;;S;to work;moi-meme;works as;somebody Deaf with intellectual challenges works as [MASK].
somebody Deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;somebody Deaf with CP has a job as [MASK].
somebody Deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;somebody Deaf with CP is [MASK].
somebody Deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;somebody Deaf with CP needs [MASK].
somebody Deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;somebody Deaf with CP works as [MASK].
somebody Deaf with mental disabilities;SP;SP;non;R;;S;job;moi-meme;has a job as;somebody Deaf with mental disabilities has a job as [MASK].
somebody Deaf with mental disabilities;SP;SP;non;R;;S;to be;moi-meme;is;somebody Deaf with mental disabilities is [MASK].
somebody Deaf with mental disabilities;SP;SP;non;R;;S;to need;moi-meme;needs;somebody Deaf with mental disabilities needs [MASK].
somebody Deaf with mental disabilities;SP;SP;non;R;;S;to work;moi-meme;works as;somebody Deaf with mental disabilities works as [MASK].
anybody Deaf-plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;anybody Deaf-plus has a job as [MASK].
anybody Deaf-plus;SP;SP;non;NR;;S;to be;moi-meme;is;anybody Deaf-plus is [MASK].
anybody Deaf-plus;SP;SP;non;NR;;S;to need;moi-meme;needs;anybody Deaf-plus needs [MASK].
anybody Deaf-plus;SP;SP;non;NR;;S;to work;moi-meme;works as;anybody Deaf-plus works as [MASK].
anybody Deaf Plus;SP;SP;non;NR;;S;job;moi-meme;has a job as;anybody Deaf Plus has a job as [MASK].
anybody Deaf Plus;SP;SP;non;NR;;S;to be;moi-meme;is;anybody Deaf Plus is [MASK].
anybody Deaf Plus;SP;SP;non;NR;;S;to need;moi-meme;needs;anybody Deaf Plus needs [MASK].
anybody Deaf Plus;SP;SP;non;NR;;S;to work;moi-meme;works as;anybody Deaf Plus works as [MASK].
anybody deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;anybody deaf with CP has a job as [MASK].
anybody deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;anybody deaf with CP is [MASK].
anybody deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;anybody deaf with CP needs [MASK].
anybody deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;anybody deaf with CP works as [MASK].
anybody Deaf with intellectual challenges;SP;SP;non;R;;S;job;moi-meme;has a job as;anybody Deaf with intellectual challenges has a job as [MASK].
anybody Deaf with intellectual challenges;SP;SP;non;R;;S;to be;moi-meme;is;anybody Deaf with intellectual challenges is [MASK].
anybody Deaf with intellectual challenges;SP;SP;non;R;;S;to need;moi-meme;needs;anybody Deaf with intellectual challenges needs [MASK].
anybody Deaf with intellectual challenges;SP;SP;non;R;;S;to work;moi-meme;works as;anybody Deaf with intellectual challenges works as [MASK].
anybody Deaf with CP;SP;SP;non;R;;S;job;moi-meme;has a job as;anybody Deaf with CP has a job as [MASK].
anybody Deaf with CP;SP;SP;non;R;;S;to be;moi-meme;is;anybody Deaf with CP is [MASK].
anybody Deaf with CP;SP;SP;non;R;;S;to need;moi-meme;needs;anybody Deaf with CP needs [MASK].
anybody Deaf with CP;SP;SP;non;R;;S;to work;moi-meme;works as;anybody Deaf with CP works as [MASK].
anybody Deaf with mental disabilities;SP;SP;non;R;;S;job;moi-meme;has a job as;anybody Deaf with mental disabilities has a job as [MASK].
anybody Deaf with mental disabilities;SP;SP;non;R;;S;to be;moi-meme;is;anybody Deaf with mental disabilities is [MASK].
anybody Deaf with mental disabilities;SP;SP;non;R;;S;to need;moi-meme;needs;anybody Deaf with mental disabilities needs [MASK].
anybody Deaf with mental disabilities;SP;SP;non;R;;S;to work;moi-meme;works as;anybody Deaf with mental disabilities works as [MASK].
Deaf-plus community;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf-plus community has a job as [MASK].
Deaf-plus community;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf-plus community is [MASK].
Deaf-plus community;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf-plus community needs [MASK].
Deaf-plus community;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf-plus community works as [MASK].
Deaf Plus community;SP;SP;non;NR;;S;job;moi-meme;has a job as;Deaf Plus community has a job as [MASK].
Deaf Plus community;SP;SP;non;NR;;S;to be;moi-meme;is;Deaf Plus community is [MASK].
Deaf Plus community;SP;SP;non;NR;;S;to need;moi-meme;needs;Deaf Plus community needs [MASK].
Deaf Plus community;SP;SP;non;NR;;S;to work;moi-meme;works as;Deaf Plus community works as [MASK].
deaf with CP community;SP;SP;non;R;;S;job;moi-meme;has a job as;deaf with CP community has a job as [MASK].
deaf with CP community;SP;SP;non;R;;S;to be;moi-meme;is;deaf with CP community is [MASK].
deaf with CP community;SP;SP;non;R;;S;to need;moi-meme;needs;deaf with CP community needs [MASK].
deaf with CP community;SP;SP;non;R;;S;to work;moi-meme;works as;deaf with CP community works as [MASK].
Deaf with intellectual challenges community;SP;SP;non;R;;S;job;moi-meme;has a job as;Deaf with intellectual challenges community has a job as [MASK].
