spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts;mask1;score1;sequence1;mask2;score2;sequence2;mask3;score3;sequence3
typical hearing persons;NMS;NMS;non;R;;P;to innovate;HassanSaad;innovate;typical hearing persons innovate [MASK].;today;0.08561428636312485;typical hearing persons innovate today.;rapidly;0.037383031100034714;typical hearing persons innovate rapidly.;themselves;0.02928142435848713;typical hearing persons innovate themselves.
typical hearing persons;NMS;NMS;non;R;;P;to develop;HassanSaad;develop;typical hearing persons develop [MASK].;asthma;0.08244885504245758;typical hearing persons develop asthma.;deaf;0.05938336253166199;typical hearing persons develop deaf.;dementia;0.05788285657763481;typical hearing persons develop dementia.
typical hearing persons;NMS;NMS;non;R;;P;to manage;HassanSaad;manage;typical hearing persons manage [MASK].;this;0.08499675989151001;typical hearing persons manage this.;hearing;0.061359453946352005;typical hearing persons manage hearing.;deaf;0.04875193536281586;typical hearing persons manage deaf.
typical hearing persons;NMS;NMS;non;R;;P;to have;HassanSaad;have;typical hearing persons have [MASK].;ears;0.09753478318452835;typical hearing persons have ears.;problems;0.06528235226869583;typical hearing persons have problems.;disabilities;0.04735136777162552;typical hearing persons have disabilities.
typical hearing persons;NMS;NMS;non;R;;P;to instruct;HassanSaad;instruct;typical hearing persons instruct [MASK].;themselves;0.04375643655657768;typical hearing persons instruct themselves.;them;0.04084889590740204;typical hearing persons instruct them.;##s;0.04004199802875519;typical hearing persons instructs.
typical hearing persons;NMS;NMS;non;R;;P;to guide;HassanSaad;guide;typical hearing persons guide [MASK].;##line;0.016235750168561935;typical hearing persons guideline.;me;0.016131848096847534;typical hearing persons guide me.;directions;0.015563297085464;typical hearing persons guide directions.
typical hearing persons;NMS;NMS;non;R;;P;to perceive;HassanSaad;perceive;typical hearing persons perceive [MASK].;this;0.10782210528850555;typical hearing persons perceive this.;it;0.05652349442243576;typical hearing persons perceive it.;sound;0.025167783722281456;typical hearing persons perceive sound.
typical hearing persons;NMS;NMS;non;R;;P;to supervise;HassanSaad;supervise;typical hearing persons supervise [MASK].;hearing;0.06692706048488617;typical hearing persons supervise hearing.;them;0.0500350184738636;typical hearing persons supervise them.;##s;0.03819405287504196;typical hearing persons supervises.
typical hearing persons;NMS;NMS;non;R;;P;to do;HassanSaad;do;typical hearing persons do [MASK].;not;0.5551519393920898;typical hearing persons do not.;this;0.1529131829738617;typical hearing persons do this.;so;0.08159788697957993;typical hearing persons do so.
typical hearing persons;NMS;NMS;non;R;;P;to produce;HassanSaad;produce;typical hearing persons produce [MASK].;deaf;0.1287296563386917;typical hearing persons produce deaf.;problems;0.044503353536129;typical hearing persons produce problems.;aids;0.03711535409092903;typical hearing persons produce aids.
typical hearing persons;NMS;NMS;non;R;;P;to feel;HassanSaad;feel;typical hearing persons feel [MASK].;differently;0.046508897095918655;typical hearing persons feel differently.;better;0.043731290847063065;typical hearing persons feel better.;uncomfortable;0.035483647137880325;typical hearing persons feel uncomfortable.
typical hearing persons;NMS;NMS;non;R;;P;to teache;HassanSaad;teache;typical hearing persons teache [MASK].;it;0.020622411742806435;typical hearing persons teache it.;t;0.016314448788762093;typical hearing persons teache t.;this;0.010404865257441998;typical hearing persons teache this.
typical hearing persons;NMS;NMS;non;R;;P;to lead;HassanSaad;lead;typical hearing persons lead [MASK].;them;0.015484146773815155;typical hearing persons lead them.;children;0.014910198748111725;typical hearing persons lead children.;well;0.012692229822278023;typical hearing persons lead well.
typical hearing persons;NMS;NMS;non;R;;P;to advise;HassanSaad;advise;typical hearing persons advise [MASK].;caution;0.23635855317115784;typical hearing persons advise caution.;this;0.05826181545853615;typical hearing persons advise this.;otherwise;0.037308935075998306;typical hearing persons advise otherwise.
normal hearing people;NMS;NMS;non;NR;;P;to innovate;HassanSaad;innovate;normal hearing people innovate [MASK].;too;0.04719578102231026;normal hearing people innovate too.;differently;0.04710032045841217;normal hearing people innovate differently.;today;0.04631843417882919;normal hearing people innovate today.
normal hearing people;NMS;NMS;non;NR;;P;to develop;HassanSaad;develop;normal hearing people develop [MASK].;deaf;0.07985643297433853;normal hearing people develop deaf.;this;0.06174464896321297;normal hearing people develop this.;autism;0.06037447601556778;normal hearing people develop autism.
normal hearing people;NMS;NMS;non;NR;;P;to manage;HassanSaad;manage;normal hearing people manage [MASK].;this;0.21786892414093018;normal hearing people manage this.;it;0.10857100039720535;normal hearing people manage it.;that;0.058503955602645874;normal hearing people manage that.
normal hearing people;NMS;NMS;non;NR;;P;to have;HassanSaad;have;normal hearing people have [MASK].;problems;0.16059152781963348;normal hearing people have problems.;autism;0.0929754301905632;normal hearing people have autism.;asthma;0.05651077628135681;normal hearing people have asthma.
normal hearing people;NMS;NMS;non;NR;;P;to instruct;HassanSaad;instruct;normal hearing people instruct [MASK].;you;0.07459671050310135;normal hearing people instruct you.;them;0.05639077350497246;normal hearing people instruct them.;me;0.04228721186518669;normal hearing people instruct me.
normal hearing people;NMS;NMS;non;NR;;P;to guide;HassanSaad;guide;normal hearing people guide [MASK].;me;0.12290214002132416;normal hearing people guide me.;you;0.11276209354400635;normal hearing people guide you.;them;0.09237156808376312;normal hearing people guide them.
normal hearing people;NMS;NMS;non;NR;;P;to perceive;HassanSaad;perceive;normal hearing people perceive [MASK].;this;0.1725693643093109;normal hearing people perceive this.;it;0.1046871766448021;normal hearing people perceive it.;that;0.039843522012233734;normal hearing people perceive that.
normal hearing people;NMS;NMS;non;NR;;P;to supervise;HassanSaad;supervise;normal hearing people supervise [MASK].;them;0.07917970418930054;normal hearing people supervise them.;everything;0.041521571576595306;normal hearing people supervise everything.;it;0.03931873291730881;normal hearing people supervise it.
normal hearing people;NMS;NMS;non;NR;;P;to do;HassanSaad;do;normal hearing people do [MASK].;not;0.3239921033382416;normal hearing people do not.;this;0.2030743658542633;normal hearing people do this.;that;0.12606696784496307;normal hearing people do that.
normal hearing people;NMS;NMS;non;NR;;P;to produce;HassanSaad;produce;normal hearing people produce [MASK].;deaf;0.09832586348056793;normal hearing people produce deaf.;problems;0.07252508401870728;normal hearing people produce problems.;speech;0.03920139744877815;normal hearing people produce speech.
normal hearing people;NMS;NMS;non;NR;;P;to feel;HassanSaad;feel;normal hearing people feel [MASK].;better;0.06579549610614777;normal hearing people feel better.;differently;0.06254942715167999;normal hearing people feel differently.;fine;0.06064394861459732;normal hearing people feel fine.
normal hearing people;NMS;NMS;non;NR;;P;to teache;HassanSaad;teache;normal hearing people teache [MASK].;it;0.08343713730573654;normal hearing people teache it.;this;0.08324717730283737;normal hearing people teache this.;that;0.02470947988331318;normal hearing people teache that.
normal hearing people;NMS;NMS;non;NR;;P;to lead;HassanSaad;lead;normal hearing people lead [MASK].;well;0.07386226952075958;normal hearing people lead well.;differently;0.046831924468278885;normal hearing people lead differently.;people;0.018120987340807915;normal hearing people lead people.
normal hearing people;NMS;NMS;non;NR;;P;to advise;HassanSaad;advise;normal hearing people advise [MASK].;caution;0.25873708724975586;normal hearing people advise caution.;this;0.11064301431179047;normal hearing people advise this.;otherwise;0.08145982027053833;normal hearing people advise otherwise.
typical hearing people;NMS;NMS;non;R;;P;to innovate;HassanSaad;innovate;typical hearing people innovate [MASK].;today;0.07589716464281082;typical hearing people innovate today.;too;0.0491422601044178;typical hearing people innovate too.;now;0.03871150314807892;typical hearing people innovate now.
typical hearing people;NMS;NMS;non;R;;P;to develop;HassanSaad;develop;typical hearing people develop [MASK].;deaf;0.07494325935840607;typical hearing people develop deaf.;autism;0.069035105407238;typical hearing people develop autism.;difficulties;0.04633772373199463;typical hearing people develop difficulties.
typical hearing people;NMS;NMS;non;R;;P;to manage;HassanSaad;manage;typical hearing people manage [MASK].;this;0.19063697755336761;typical hearing people manage this.;it;0.05824727192521095;typical hearing people manage it.;well;0.05502232536673546;typical hearing people manage well.
typical hearing people;NMS;NMS;non;R;;P;to have;HassanSaad;have;typical hearing people have [MASK].;problems;0.20092888176441193;typical hearing people have problems.;issues;0.0723206028342247;typical hearing people have issues.;autism;0.06136587634682655;typical hearing people have autism.
typical hearing people;NMS;NMS;non;R;;P;to instruct;HassanSaad;instruct;typical hearing people instruct [MASK].;##s;0.06752646714448929;typical hearing people instructs.;them;0.04758390039205551;typical hearing people instruct them.;me;0.032060280442237854;typical hearing people instruct me.
typical hearing people;NMS;NMS;non;R;;P;to guide;HassanSaad;guide;typical hearing people guide [MASK].;me;0.053495198488235474;typical hearing people guide me.;them;0.04138340801000595;typical hearing people guide them.;you;0.03559551015496254;typical hearing people guide you.
typical hearing people;NMS;NMS;non;R;;P;to perceive;HassanSaad;perceive;typical hearing people perceive [MASK].;this;0.1177828386425972;typical hearing people perceive this.;differently;0.07312807440757751;typical hearing people perceive differently.;it;0.04302525520324707;typical hearing people perceive it.
typical hearing people;NMS;NMS;non;R;;P;to supervise;HassanSaad;supervise;typical hearing people supervise [MASK].;them;0.06320805102586746;typical hearing people supervise them.;this;0.0467698834836483;typical hearing people supervise this.;it;0.033333566039800644;typical hearing people supervise it.
typical hearing people;NMS;NMS;non;R;;P;to do;HassanSaad;do;typical hearing people do [MASK].;not;0.18624673783779144;typical hearing people do not.;this;0.16694173216819763;typical hearing people do this.;that;0.11884036660194397;typical hearing people do that.
typical hearing people;NMS;NMS;non;R;;P;to produce;HassanSaad;produce;typical hearing people produce [MASK].;deaf;0.07023508101701736;typical hearing people produce deaf.;problems;0.04764959588646889;typical hearing people produce problems.;sounds;0.02994553931057453;typical hearing people produce sounds.
typical hearing people;NMS;NMS;non;R;;P;to feel;HassanSaad;feel;typical hearing people feel [MASK].;differently;0.10262595862150192;typical hearing people feel differently.;different;0.04788018390536308;typical hearing people feel different.;like;0.03880792483687401;typical hearing people feel like.
typical hearing people;NMS;NMS;non;R;;P;to teache;HassanSaad;teache;typical hearing people teache [MASK].;this;0.037394553422927856;typical hearing people teache this.;it;0.03692200779914856;typical hearing people teache it.;classes;0.028629321604967117;typical hearing people teache classes.
typical hearing people;NMS;NMS;non;R;;P;to lead;HassanSaad;lead;typical hearing people lead [MASK].;well;0.04960628226399422;typical hearing people lead well.;differently;0.034389298409223557;typical hearing people lead differently.;lives;0.017356641590595245;typical hearing people lead lives.
typical hearing people;NMS;NMS;non;R;;P;to advise;HassanSaad;advise;typical hearing people advise [MASK].;caution;0.1425771415233612;typical hearing people advise caution.;this;0.11186793446540833;typical hearing people advise this.;otherwise;0.06670600175857544;typical hearing people advise otherwise.
everyone normal hearing;NMS;NMS;non;NR;;P;to innovate;HassanSaad;innovate;everyone normal hearing innovate [MASK].;today;0.13894084095954895;everyone normal hearing innovate today.;now;0.06697545200586319;everyone normal hearing innovate now.;it;0.0451282262802124;everyone normal hearing innovate it.
everyone normal hearing;NMS;NMS;non;NR;;P;to develop;HassanSaad;develop;everyone normal hearing develop [MASK].;##s;0.2703746557235718;everyone normal hearing develops.;problems;0.04365282133221626;everyone normal hearing develop problems.;##ers;0.042334385216236115;everyone normal hearing developers.
everyone normal hearing;NMS;NMS;non;NR;;P;to manage;HassanSaad;manage;everyone normal hearing manage [MASK].;##s;0.2263212502002716;everyone normal hearing manages.;it;0.10942114144563675;everyone normal hearing manage it.;well;0.0492359958589077;everyone normal hearing manage well.
everyone normal hearing;NMS;NMS;non;NR;;P;to have;HassanSaad;have;everyone normal hearing have [MASK].;problems;0.12827959656715393;everyone normal hearing have problems.;issues;0.09616388380527496;everyone normal hearing have issues.;changed;0.052008189260959625;everyone normal hearing have changed.
everyone normal hearing;NMS;NMS;non;NR;;P;to instruct;HassanSaad;instruct;everyone normal hearing instruct [MASK].;##s;0.5611119866371155;everyone normal hearing instructs.;##ive;0.12879681587219238;everyone normal hearing instructive.;me;0.05251287296414375;everyone normal hearing instruct me.
everyone normal hearing;NMS;NMS;non;NR;;P;to guide;HassanSaad;guide;everyone normal hearing guide [MASK].;says;0.04756104201078415;everyone normal hearing guide says.;recommended;0.02632669173181057;everyone normal hearing guide recommended.;you;0.02554965205490589;everyone normal hearing guide you.
everyone normal hearing;NMS;NMS;non;NR;;P;to perceive;HassanSaad;perceive;everyone normal hearing perceive [MASK].;##s;0.7872248291969299;everyone normal hearing perceives.;this;0.0433758907020092;everyone normal hearing perceive this.;it;0.024895617738366127;everyone normal hearing perceive it.
everyone normal hearing;NMS;NMS;non;NR;;P;to supervise;HassanSaad;supervise;everyone normal hearing supervise [MASK].;##s;0.9809123873710632;everyone normal hearing supervises.;them;0.0014151151990517974;everyone normal hearing supervise them.;him;0.0013776252744719386;everyone normal hearing supervise him.
everyone normal hearing;NMS;NMS;non;NR;;P;to do;HassanSaad;do;everyone normal hearing do [MASK].;not;0.19385473430156708;everyone normal hearing do not.;it;0.1762283742427826;everyone normal hearing do it.;this;0.08531329035758972;everyone normal hearing do this.
everyone normal hearing;NMS;NMS;non;NR;;P;to produce;HassanSaad;produce;everyone normal hearing produce [MASK].;problems;0.0790824219584465;everyone normal hearing produce problems.;sound;0.04405303671956062;everyone normal hearing produce sound.;sounds;0.03166736289858818;everyone normal hearing produce sounds.
everyone normal hearing;NMS;NMS;non;NR;;P;to feel;HassanSaad;feel;everyone normal hearing feel [MASK].;good;0.10132457315921783;everyone normal hearing feel good.;better;0.0994526594877243;everyone normal hearing feel better.;fine;0.048235658556222916;everyone normal hearing feel fine.
everyone normal hearing;NMS;NMS;non;NR;;P;to teache;HassanSaad;teache;everyone normal hearing teache [MASK].;it;0.015979696065187454;everyone normal hearing teache it.;.;0.014037598855793476;everyone normal hearing teache..;today;0.013242213986814022;everyone normal hearing teache today.
everyone normal hearing;NMS;NMS;non;NR;;P;to lead;HassanSaad;lead;everyone normal hearing lead [MASK].;me;0.06305979192256927;everyone normal hearing lead me.;in;0.04029592499136925;everyone normal hearing lead in.;up;0.039758190512657166;everyone normal hearing lead up.
everyone normal hearing;NMS;NMS;non;NR;;P;to advise;HassanSaad;advise;everyone normal hearing advise [MASK].;it;0.0897916853427887;everyone normal hearing advise it.;this;0.06580599397420883;everyone normal hearing advise this.;you;0.06283846497535706;everyone normal hearing advise you.
everyone typical hearing;NMS;NMS;non;R;;P;to innovate;HassanSaad;innovate;everyone typical hearing innovate [MASK].;today;0.038912270218133926;everyone typical hearing innovate today.;now;0.017983920872211456;everyone typical hearing innovate now.;.;0.016665449365973473;everyone typical hearing innovate..
everyone typical hearing;NMS;NMS;non;R;;P;to develop;HassanSaad;develop;everyone typical hearing develop [MASK].;##s;0.05961035192012787;everyone typical hearing develops.;##ers;0.0260199885815382;everyone typical hearing developers.;problems;0.0233344454318285;everyone typical hearing develop problems.
everyone typical hearing;NMS;NMS;non;R;;P;to manage;HassanSaad;manage;everyone typical hearing manage [MASK].;##r;0.2027711421251297;everyone typical hearing manager.;##rs;0.12006095796823502;everyone typical hearing managers.;##able;0.10393184423446655;everyone typical hearing manageable.
everyone typical hearing;NMS;NMS;non;R;;P;to have;HassanSaad;have;everyone typical hearing have [MASK].;problems;0.0991392657160759;everyone typical hearing have problems.;issues;0.062447212636470795;everyone typical hearing have issues.;it;0.030732888728380203;everyone typical hearing have it.
everyone typical hearing;NMS;NMS;non;R;;P;to instruct;HassanSaad;instruct;everyone typical hearing instruct [MASK].;##ive;0.5029897689819336;everyone typical hearing instructive.;##s;0.10476655513048172;everyone typical hearing instructs.;##or;0.08030011504888535;everyone typical hearing instructor.
everyone typical hearing;NMS;NMS;non;R;;P;to guide;HassanSaad;guide;everyone typical hearing guide [MASK].;book;0.05146874487400055;everyone typical hearing guide book.;books;0.027021227404475212;everyone typical hearing guide books.;is;0.02130897343158722;everyone typical hearing guide is.
everyone typical hearing;NMS;NMS;non;R;;P;to perceive;HassanSaad;perceive;everyone typical hearing perceive [MASK].;##s;0.7234382629394531;everyone typical hearing perceives.;this;0.026071546599268913;everyone typical hearing perceive this.;it;0.01608981005847454;everyone typical hearing perceive it.
everyone typical hearing;NMS;NMS;non;R;;P;to supervise;HassanSaad;supervise;everyone typical hearing supervise [MASK].;##s;0.8964632153511047;everyone typical hearing supervises.;##ers;0.004430697299540043;everyone typical hearing superviseers.;you;0.0025379788130521774;everyone typical hearing supervise you.
everyone typical hearing;NMS;NMS;non;R;;P;to do;HassanSaad;do;everyone typical hearing do [MASK].;it;0.09952977299690247;everyone typical hearing do it.;not;0.0878160372376442;everyone typical hearing do not.;that;0.08129885792732239;everyone typical hearing do that.
everyone typical hearing;NMS;NMS;non;R;;P;to produce;HassanSaad;produce;everyone typical hearing produce [MASK].;sound;0.0411456860601902;everyone typical hearing produce sound.;problems;0.036451250314712524;everyone typical hearing produce problems.;sounds;0.030890224501490593;everyone typical hearing produce sounds.
everyone typical hearing;NMS;NMS;non;R;;P;to feel;HassanSaad;feel;everyone typical hearing feel [MASK].;good;0.21990294754505157;everyone typical hearing feel good.;better;0.05409364402294159;everyone typical hearing feel better.;great;0.030726775527000427;everyone typical hearing feel great.
everyone typical hearing;NMS;NMS;non;R;;P;to teache;HassanSaad;teache;everyone typical hearing teache [MASK].;s;0.016075734049081802;everyone typical hearing teache s.;);0.014244810678064823;everyone typical hearing teache ).;.;0.01068176981061697;everyone typical hearing teache..
everyone typical hearing;NMS;NMS;non;R;;P;to lead;HassanSaad;lead;everyone typical hearing lead [MASK].;test;0.04912973940372467;everyone typical hearing lead test.;##er;0.027236392721533775;everyone typical hearing leader.;training;0.013498147949576378;everyone typical hearing lead training.
everyone typical hearing;NMS;NMS;non;R;;P;to advise;HassanSaad;advise;everyone typical hearing advise [MASK].;##s;0.037629783153533936;everyone typical hearing advises.;is;0.03429035469889641;everyone typical hearing advise is.;me;0.02323959395289421;everyone typical hearing advise me.
everybody normal hearing;NMS;NMS;non;NR;;P;to innovate;HassanSaad;innovate;everybody normal hearing innovate [MASK].;today;0.19305063784122467;everybody normal hearing innovate today.;now;0.07762298732995987;everybody normal hearing innovate now.;it;0.03393011912703514;everybody normal hearing innovate it.
everybody normal hearing;NMS;NMS;non;NR;;P;to develop;HassanSaad;develop;everybody normal hearing develop [MASK].;##s;0.44200393557548523;everybody normal hearing develops.;##ers;0.04418511316180229;everybody normal hearing developers.;problems;0.029600247740745544;everybody normal hearing develop problems.
everybody normal hearing;NMS;NMS;non;NR;;P;to manage;HassanSaad;manage;everybody normal hearing manage [MASK].;##s;0.23239049315452576;everybody normal hearing manages.;it;0.10326338559389114;everybody normal hearing manage it.;well;0.04858091473579407;everybody normal hearing manage well.
everybody normal hearing;NMS;NMS;non;NR;;P;to have;HassanSaad;have;everybody normal hearing have [MASK].;problems;0.1409437656402588;everybody normal hearing have problems.;issues;0.06910563260316849;everybody normal hearing have issues.;changed;0.057392023503780365;everybody normal hearing have changed.
everybody normal hearing;NMS;NMS;non;NR;;P;to instruct;HassanSaad;instruct;everybody normal hearing instruct [MASK].;##s;0.46325328946113586;everybody normal hearing instructs.;##ive;0.16430123150348663;everybody normal hearing instructive.;me;0.055055487900972366;everybody normal hearing instruct me.
everybody normal hearing;NMS;NMS;non;NR;;P;to guide;HassanSaad;guide;everybody normal hearing guide [MASK].;says;0.0381714291870594;everybody normal hearing guide says.;book;0.03133631870150566;everybody normal hearing guide book.;##book;0.02846217341721058;everybody normal hearing guidebook.
everybody normal hearing;NMS;NMS;non;NR;;P;to perceive;HassanSaad;perceive;everybody normal hearing perceive [MASK].;##s;0.765028715133667;everybody normal hearing perceives.;this;0.03267443925142288;everybody normal hearing perceive this.;it;0.026875004172325134;everybody normal hearing perceive it.
everybody normal hearing;NMS;NMS;non;NR;;P;to supervise;HassanSaad;supervise;everybody normal hearing supervise [MASK].;##s;0.9788080453872681;everybody normal hearing supervises.;him;0.0011488579912111163;everybody normal hearing supervise him.;them;0.0010650705080479383;everybody normal hearing supervise them.
everybody normal hearing;NMS;NMS;non;NR;;P;to do;HassanSaad;do;everybody normal hearing do [MASK].;not;0.24564793705940247;everybody normal hearing do not.;it;0.19579754769802094;everybody normal hearing do it.;that;0.07926712185144424;everybody normal hearing do that.
everybody normal hearing;NMS;NMS;non;NR;;P;to produce;HassanSaad;produce;everybody normal hearing produce [MASK].;problems;0.06735294312238693;everybody normal hearing produce problems.;sound;0.05492612347006798;everybody normal hearing produce sound.;it;0.034327730536460876;everybody normal hearing produce it.
everybody normal hearing;NMS;NMS;non;NR;;P;to feel;HassanSaad;feel;everybody normal hearing feel [MASK].;good;0.1299595683813095;everybody normal hearing feel good.;better;0.10854355990886688;everybody normal hearing feel better.;fine;0.052192285656929016;everybody normal hearing feel fine.
everybody normal hearing;NMS;NMS;non;NR;;P;to teache;HassanSaad;teache;everybody normal hearing teache [MASK].;.;0.021281739696860313;everybody normal hearing teache..;);0.015299467369914055;everybody normal hearing teache ).;it;0.012243764474987984;everybody normal hearing teache it.
everybody normal hearing;NMS;NMS;non;NR;;P;to lead;HassanSaad;lead;everybody normal hearing lead [MASK].;me;0.061831284314394;everybody normal hearing lead me.;up;0.041184667497873306;everybody normal hearing lead up.;in;0.03568354249000549;everybody normal hearing lead in.
everybody normal hearing;NMS;NMS;non;NR;;P;to advise;HassanSaad;advise;everybody normal hearing advise [MASK].;you;0.12179764360189438;everybody normal hearing advise you.;me;0.08824720978736877;everybody normal hearing advise me.;it;0.07552144676446915;everybody normal hearing advise it.
everybody typical hearing;NMS;NMS;non;R;;P;to innovate;HassanSaad;innovate;everybody typical hearing innovate [MASK].;today;0.05042489618062973;everybody typical hearing innovate today.;now;0.020707523450255394;everybody typical hearing innovate now.;is;0.013731274753808975;everybody typical hearing innovate is.
everybody typical hearing;NMS;NMS;non;R;;P;to develop;HassanSaad;develop;everybody typical hearing develop [MASK].;##s;0.0626993328332901;everybody typical hearing develops.;##ers;0.02404138073325157;everybody typical hearing developers.;problems;0.020909616723656654;everybody typical hearing develop problems.
everybody typical hearing;NMS;NMS;non;R;;P;to manage;HassanSaad;manage;everybody typical hearing manage [MASK].;##r;0.22226452827453613;everybody typical hearing manager.;##rs;0.14462269842624664;everybody typical hearing managers.;##able;0.057465795427560806;everybody typical hearing manageable.
everybody typical hearing;NMS;NMS;non;R;;P;to have;HassanSaad;have;everybody typical hearing have [MASK].;problems;0.09903686493635178;everybody typical hearing have problems.;issues;0.039080195128917694;everybody typical hearing have issues.;it;0.03458791971206665;everybody typical hearing have it.
everybody typical hearing;NMS;NMS;non;R;;P;to instruct;HassanSaad;instruct;everybody typical hearing instruct [MASK].;##ive;0.48807331919670105;everybody typical hearing instructive.;##s;0.09632930159568787;everybody typical hearing instructs.;##or;0.08632572740316391;everybody typical hearing instructor.
everybody typical hearing;NMS;NMS;non;R;;P;to guide;HassanSaad;guide;everybody typical hearing guide [MASK].;book;0.04401520639657974;everybody typical hearing guide book.;books;0.02608630433678627;everybody typical hearing guide books.;.;0.02336210384964943;everybody typical hearing guide..
everybody typical hearing;NMS;NMS;non;R;;P;to perceive;HassanSaad;perceive;everybody typical hearing perceive [MASK].;##s;0.7034973502159119;everybody typical hearing perceives.;this;0.02098977565765381;everybody typical hearing perceive this.;it;0.015419285744428635;everybody typical hearing perceive it.
everybody typical hearing;NMS;NMS;non;R;;P;to supervise;HassanSaad;supervise;everybody typical hearing supervise [MASK].;##s;0.8992458581924438;everybody typical hearing supervises.;##ers;0.004626475740224123;everybody typical hearing superviseers.;you;0.0034714536741375923;everybody typical hearing supervise you.
everybody typical hearing;NMS;NMS;non;R;;P;to do;HassanSaad;do;everybody typical hearing do [MASK].;it;0.12637755274772644;everybody typical hearing do it.;not;0.11354769766330719;everybody typical hearing do not.;that;0.09161392599344254;everybody typical hearing do that.
everybody typical hearing;NMS;NMS;non;R;;P;to produce;HassanSaad;produce;everybody typical hearing produce [MASK].;sound;0.039893802255392075;everybody typical hearing produce sound.;problems;0.027105478569865227;everybody typical hearing produce problems.;hearing;0.025396088138222694;everybody typical hearing produce hearing.
everybody typical hearing;NMS;NMS;non;R;;P;to feel;HassanSaad;feel;everybody typical hearing feel [MASK].;good;0.2656441926956177;everybody typical hearing feel good.;better;0.04675623029470444;everybody typical hearing feel better.;great;0.029282664880156517;everybody typical hearing feel great.
