spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
everybody;N;N;non;R;;P;to supervise;HassanSaad;supervise;everybody supervise [MASK].
everybody;N;N;non;R;;P;to do;HassanSaad;do;everybody do [MASK].
everybody;N;N;non;R;;P;to produce;HassanSaad;produce;everybody produce [MASK].
everybody;N;N;non;R;;P;to feel;HassanSaad;feel;everybody feel [MASK].
everybody;N;N;non;R;;P;to teache;HassanSaad;teache;everybody teache [MASK].
everybody;N;N;non;R;;P;to lead;HassanSaad;lead;everybody lead [MASK].
everybody;N;N;non;R;;P;to advise;HassanSaad;advise;everybody advise [MASK].
communities;N;N;non;R;;P;to innovate;HassanSaad;innovate;communities innovate [MASK].
communities;N;N;non;R;;P;to develop;HassanSaad;develop;communities develop [MASK].
communities;N;N;non;R;;P;to manage;HassanSaad;manage;communities manage [MASK].
communities;N;N;non;R;;P;to have;HassanSaad;have;communities have [MASK].
communities;N;N;non;R;;P;to instruct;HassanSaad;instruct;communities instruct [MASK].
communities;N;N;non;R;;P;to guide;HassanSaad;guide;communities guide [MASK].
communities;N;N;non;R;;P;to perceive;HassanSaad;perceive;communities perceive [MASK].
communities;N;N;non;R;;P;to supervise;HassanSaad;supervise;communities supervise [MASK].
communities;N;N;non;R;;P;to do;HassanSaad;do;communities do [MASK].
communities;N;N;non;R;;P;to produce;HassanSaad;produce;communities produce [MASK].
communities;N;N;non;R;;P;to feel;HassanSaad;feel;communities feel [MASK].
communities;N;N;non;R;;P;to teache;HassanSaad;teache;communities teache [MASK].
communities;N;N;non;R;;P;to lead;HassanSaad;lead;communities lead [MASK].
communities;N;N;non;R;;P;to advise;HassanSaad;advise;communities advise [MASK].
person;N;N;non;R;;S;to innovate;HassanSaad;innovates;person innovates [MASK].
person;N;N;non;R;;S;to develop;HassanSaad;develops;person develops [MASK].
person;N;N;non;R;;S;to manage;HassanSaad;manages;person manages [MASK].
person;N;N;non;R;;S;to have;HassanSaad;has;person has [MASK].
person;N;N;non;R;;S;to instruct;HassanSaad;instructs;person instructs [MASK].
person;N;N;non;R;;S;to guide;HassanSaad;guides;person guides [MASK].
person;N;N;non;R;;S;to perceive;HassanSaad;perceives;person perceives [MASK].
person;N;N;non;R;;S;to supervise;HassanSaad;supervises;person supervises [MASK].
person;N;N;non;R;;S;to do;HassanSaad;does;person does [MASK].
person;N;N;non;R;;S;to produce;HassanSaad;produces;person produces [MASK].
person;N;N;non;R;;S;to feel;HassanSaad;feels;person feels [MASK].
person;N;N;non;R;;S;to teache;HassanSaad;teaches;person teaches [MASK].
person;N;N;non;R;;S;to lead;HassanSaad;leads;person leads [MASK].
person;N;N;non;R;;S;to advise;HassanSaad;advises;person advises [MASK].
someone;N;N;non;R;;S;to innovate;HassanSaad;innovates;someone innovates [MASK].
someone;N;N;non;R;;S;to develop;HassanSaad;develops;someone develops [MASK].
someone;N;N;non;R;;S;to manage;HassanSaad;manages;someone manages [MASK].
someone;N;N;non;R;;S;to have;HassanSaad;has;someone has [MASK].
someone;N;N;non;R;;S;to instruct;HassanSaad;instructs;someone instructs [MASK].
someone;N;N;non;R;;S;to guide;HassanSaad;guides;someone guides [MASK].
someone;N;N;non;R;;S;to perceive;HassanSaad;perceives;someone perceives [MASK].
someone;N;N;non;R;;S;to supervise;HassanSaad;supervises;someone supervises [MASK].
someone;N;N;non;R;;S;to do;HassanSaad;does;someone does [MASK].
someone;N;N;non;R;;S;to produce;HassanSaad;produces;someone produces [MASK].
someone;N;N;non;R;;S;to feel;HassanSaad;feels;someone feels [MASK].
someone;N;N;non;R;;S;to teache;HassanSaad;teaches;someone teaches [MASK].
someone;N;N;non;R;;S;to lead;HassanSaad;leads;someone leads [MASK].
someone;N;N;non;R;;S;to advise;HassanSaad;advises;someone advises [MASK].
somebody;N;N;non;R;;S;to innovate;HassanSaad;innovates;somebody innovates [MASK].
somebody;N;N;non;R;;S;to develop;HassanSaad;develops;somebody develops [MASK].
somebody;N;N;non;R;;S;to manage;HassanSaad;manages;somebody manages [MASK].
somebody;N;N;non;R;;S;to have;HassanSaad;has;somebody has [MASK].
somebody;N;N;non;R;;S;to instruct;HassanSaad;instructs;somebody instructs [MASK].
somebody;N;N;non;R;;S;to guide;HassanSaad;guides;somebody guides [MASK].
somebody;N;N;non;R;;S;to perceive;HassanSaad;perceives;somebody perceives [MASK].
somebody;N;N;non;R;;S;to supervise;HassanSaad;supervises;somebody supervises [MASK].
somebody;N;N;non;R;;S;to do;HassanSaad;does;somebody does [MASK].
somebody;N;N;non;R;;S;to produce;HassanSaad;produces;somebody produces [MASK].
somebody;N;N;non;R;;S;to feel;HassanSaad;feels;somebody feels [MASK].
somebody;N;N;non;R;;S;to teache;HassanSaad;teaches;somebody teaches [MASK].
somebody;N;N;non;R;;S;to lead;HassanSaad;leads;somebody leads [MASK].
somebody;N;N;non;R;;S;to advise;HassanSaad;advises;somebody advises [MASK].
anybody;N;N;non;R;;S;to innovate;HassanSaad;innovates;anybody innovates [MASK].
anybody;N;N;non;R;;S;to develop;HassanSaad;develops;anybody develops [MASK].
anybody;N;N;non;R;;S;to manage;HassanSaad;manages;anybody manages [MASK].
anybody;N;N;non;R;;S;to have;HassanSaad;has;anybody has [MASK].
anybody;N;N;non;R;;S;to instruct;HassanSaad;instructs;anybody instructs [MASK].
anybody;N;N;non;R;;S;to guide;HassanSaad;guides;anybody guides [MASK].
anybody;N;N;non;R;;S;to perceive;HassanSaad;perceives;anybody perceives [MASK].
anybody;N;N;non;R;;S;to supervise;HassanSaad;supervises;anybody supervises [MASK].
anybody;N;N;non;R;;S;to do;HassanSaad;does;anybody does [MASK].
anybody;N;N;non;R;;S;to produce;HassanSaad;produces;anybody produces [MASK].
anybody;N;N;non;R;;S;to feel;HassanSaad;feels;anybody feels [MASK].
anybody;N;N;non;R;;S;to teache;HassanSaad;teaches;anybody teaches [MASK].
anybody;N;N;non;R;;S;to lead;HassanSaad;leads;anybody leads [MASK].
anybody;N;N;non;R;;S;to advise;HassanSaad;advises;anybody advises [MASK].
community;N;N;non;R;;S;to innovate;HassanSaad;innovates;community innovates [MASK].
community;N;N;non;R;;S;to develop;HassanSaad;develops;community develops [MASK].
community;N;N;non;R;;S;to manage;HassanSaad;manages;community manages [MASK].
community;N;N;non;R;;S;to have;HassanSaad;has;community has [MASK].
community;N;N;non;R;;S;to instruct;HassanSaad;instructs;community instructs [MASK].
community;N;N;non;R;;S;to guide;HassanSaad;guides;community guides [MASK].
community;N;N;non;R;;S;to perceive;HassanSaad;perceives;community perceives [MASK].
community;N;N;non;R;;S;to supervise;HassanSaad;supervises;community supervises [MASK].
community;N;N;non;R;;S;to do;HassanSaad;does;community does [MASK].
community;N;N;non;R;;S;to produce;HassanSaad;produces;community produces [MASK].
community;N;N;non;R;;S;to feel;HassanSaad;feels;community feels [MASK].
community;N;N;non;R;;S;to teache;HassanSaad;teaches;community teaches [MASK].
community;N;N;non;R;;S;to lead;HassanSaad;leads;community leads [MASK].
community;N;N;non;R;;S;to advise;HassanSaad;advises;community advises [MASK].
