spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts;mask1;score1;sequence1;mask2;score2;sequence2;mask3;score3;sequence3
deaf or hard of hearing people;MS;MS;non;R;;P;to need;moi-meme;need;deaf or hard of hearing people need [MASK].;help;0.37182682752609253;deaf or hard of hearing people need help.;assistance;0.07611400634050369;deaf or hard of hearing people need assistance.;it;0.06500560790300369;deaf or hard of hearing people need it.
deaf or hard of hearing people;MS;MS;non;R;;P;to work;moi-meme;work as;deaf or hard of hearing people work as [MASK].;well;0.14321297407150269;deaf or hard of hearing people work as well.;professionals;0.034176792949438095;deaf or hard of hearing people work as professionals.;such;0.030852966010570526;deaf or hard of hearing people work as such.
deaf and hard of hearing with additional needs people;MS;MS;non;R;;P;job;moi-meme;have a job as;deaf and hard of hearing with additional needs people have a job as [MASK].;well;0.2927522659301758;deaf and hard of hearing with additional needs people have a job as well.;such;0.050568368285894394;deaf and hard of hearing with additional needs people have a job as such.;nurses;0.024337543174624443;deaf and hard of hearing with additional needs people have a job as nurses.
deaf and hard of hearing with additional needs people;MS;MS;non;R;;P;to be;moi-meme;are;deaf and hard of hearing with additional needs people are [MASK].;welcome;0.09489418566226959;deaf and hard of hearing with additional needs people are welcome.;affected;0.04152199625968933;deaf and hard of hearing with additional needs people are affected.;needed;0.028952961787581444;deaf and hard of hearing with additional needs people are needed.
deaf and hard of hearing with additional needs people;MS;MS;non;R;;P;to need;moi-meme;need;deaf and hard of hearing with additional needs people need [MASK].;help;0.2764640748500824;deaf and hard of hearing with additional needs people need help.;assistance;0.16406984627246857;deaf and hard of hearing with additional needs people need assistance.;it;0.06524492800235748;deaf and hard of hearing with additional needs people need it.
deaf and hard of hearing with additional needs people;MS;MS;non;R;;P;to work;moi-meme;work as;deaf and hard of hearing with additional needs people work as [MASK].;well;0.23988179862499237;deaf and hard of hearing with additional needs people work as well.;such;0.04940713569521904;deaf and hard of hearing with additional needs people work as such.;professionals;0.03246716409921646;deaf and hard of hearing with additional needs people work as professionals.
deaf or hard of hearing with additional needs people;MS;MS;non;R;;P;job;moi-meme;have a job as;deaf or hard of hearing with additional needs people have a job as [MASK].;well;0.29855746030807495;deaf or hard of hearing with additional needs people have a job as well.;such;0.05794234573841095;deaf or hard of hearing with additional needs people have a job as such.;interpreter;0.023129384964704514;deaf or hard of hearing with additional needs people have a job as interpreter.
deaf or hard of hearing with additional needs people;MS;MS;non;R;;P;to be;moi-meme;are;deaf or hard of hearing with additional needs people are [MASK].;welcome;0.14370615780353546;deaf or hard of hearing with additional needs people are welcome.;affected;0.03834575042128563;deaf or hard of hearing with additional needs people are affected.;encouraged;0.02791256085038185;deaf or hard of hearing with additional needs people are encouraged.
deaf or hard of hearing with additional needs people;MS;MS;non;R;;P;to need;moi-meme;need;deaf or hard of hearing with additional needs people need [MASK].;help;0.2845962941646576;deaf or hard of hearing with additional needs people need help.;assistance;0.22969698905944824;deaf or hard of hearing with additional needs people need assistance.;it;0.0524652898311615;deaf or hard of hearing with additional needs people need it.
deaf or hard of hearing with additional needs people;MS;MS;non;R;;P;to work;moi-meme;work as;deaf or hard of hearing with additional needs people work as [MASK].;well;0.19045858085155487;deaf or hard of hearing with additional needs people work as well.;such;0.05201815441250801;deaf or hard of hearing with additional needs people work as such.;professionals;0.036267418414354324;deaf or hard of hearing with additional needs people work as professionals.
everyone abnormal hearing;MS;MS;non;NR;;P;job;moi-meme;have a job as;everyone abnormal hearing have a job as [MASK].;well;0.5477501749992371;everyone abnormal hearing have a job as well.;such;0.03852086514234543;everyone abnormal hearing have a job as such.;supervisor;0.008861809968948364;everyone abnormal hearing have a job as supervisor.
everyone abnormal hearing;MS;MS;non;NR;;P;to be;moi-meme;are;everyone abnormal hearing are [MASK].;normal;0.04133045673370361;everyone abnormal hearing are normal.;common;0.03869514539837837;everyone abnormal hearing are common.;reported;0.020694583654403687;everyone abnormal hearing are reported.
everyone abnormal hearing;MS;MS;non;NR;;P;to need;moi-meme;need;everyone abnormal hearing need [MASK].;help;0.2630493640899658;everyone abnormal hearing need help.;it;0.08936797082424164;everyone abnormal hearing need it.;attention;0.06959758698940277;everyone abnormal hearing need attention.
everyone abnormal hearing;MS;MS;non;NR;;P;to work;moi-meme;work as;everyone abnormal hearing work as [MASK].;well;0.5753891468048096;everyone abnormal hearing work as well.;normal;0.022890662774443626;everyone abnormal hearing work as normal.;such;0.01787462644279003;everyone abnormal hearing work as such.
everyone atypical hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone atypical hearing have a job as [MASK].;well;0.4165668785572052;everyone atypical hearing have a job as well.;such;0.033975034952163696;everyone atypical hearing have a job as such.;lawyers;0.017604125663638115;everyone atypical hearing have a job as lawyers.
everyone atypical hearing;MS;MS;non;R;;P;to be;moi-meme;are;everyone atypical hearing are [MASK].;deaf;0.0559980608522892;everyone atypical hearing are deaf.;listening;0.03911976143717766;everyone atypical hearing are listening.;impaired;0.029776616021990776;everyone atypical hearing are impaired.
everyone atypical hearing;MS;MS;non;R;;P;to need;moi-meme;need;everyone atypical hearing need [MASK].;help;0.20141972601413727;everyone atypical hearing need help.;it;0.11992525309324265;everyone atypical hearing need it.;hearing;0.06758036464452744;everyone atypical hearing need hearing.
everyone atypical hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everyone atypical hearing work as [MASK].;well;0.8034712076187134;everyone atypical hearing work as well.;usual;0.011286531575024128;everyone atypical hearing work as usual.;such;0.00957538466900587;everyone atypical hearing work as such.
everyone deaf and hard of hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone deaf and hard of hearing have a job as [MASK].;well;0.24505330622196198;everyone deaf and hard of hearing have a job as well.;such;0.04782280698418617;everyone deaf and hard of hearing have a job as such.;interpreter;0.03455154597759247;everyone deaf and hard of hearing have a job as interpreter.
everyone deaf and hard of hearing;MS;MS;non;R;;P;to be;moi-meme;are;everyone deaf and hard of hearing are [MASK].;deaf;0.11089130491018295;everyone deaf and hard of hearing are deaf.;welcome;0.07679671049118042;everyone deaf and hard of hearing are welcome.;affected;0.058477479964494705;everyone deaf and hard of hearing are affected.
everyone deaf and hard of hearing;MS;MS;non;R;;P;to need;moi-meme;need;everyone deaf and hard of hearing need [MASK].;help;0.2375069558620453;everyone deaf and hard of hearing need help.;it;0.20083807408809662;everyone deaf and hard of hearing need it.;assistance;0.0905919149518013;everyone deaf and hard of hearing need assistance.
everyone deaf and hard of hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everyone deaf and hard of hearing work as [MASK].;well;0.6973764300346375;everyone deaf and hard of hearing work as well.;much;0.015238042920827866;everyone deaf and hard of hearing work as much.;hard;0.013405488803982735;everyone deaf and hard of hearing work as hard.
everyone deaf or hard of hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone deaf or hard of hearing have a job as [MASK].;well;0.2655561864376068;everyone deaf or hard of hearing have a job as well.;such;0.05251024663448334;everyone deaf or hard of hearing have a job as such.;interpreter;0.03943596035242081;everyone deaf or hard of hearing have a job as interpreter.
everyone deaf or hard of hearing;MS;MS;non;R;;P;to be;moi-meme;are;everyone deaf or hard of hearing are [MASK].;deaf;0.1987871527671814;everyone deaf or hard of hearing are deaf.;welcome;0.05741412565112114;everyone deaf or hard of hearing are welcome.;affected;0.05640994757413864;everyone deaf or hard of hearing are affected.
everyone deaf or hard of hearing;MS;MS;non;R;;P;to need;moi-meme;need;everyone deaf or hard of hearing need [MASK].;help;0.22806023061275482;everyone deaf or hard of hearing need help.;it;0.1851169466972351;everyone deaf or hard of hearing need it.;assistance;0.11404332518577576;everyone deaf or hard of hearing need assistance.
everyone deaf or hard of hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everyone deaf or hard of hearing work as [MASK].;well;0.6904617547988892;everyone deaf or hard of hearing work as well.;much;0.01821528747677803;everyone deaf or hard of hearing work as much.;hard;0.013111098669469357;everyone deaf or hard of hearing work as hard.
everyone deaf and hard of hearing with additional needs;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone deaf and hard of hearing with additional needs have a job as [MASK].;well;0.45998436212539673;everyone deaf and hard of hearing with additional needs have a job as well.;interpreter;0.05871324986219406;everyone deaf and hard of hearing with additional needs have a job as interpreter.;such;0.03883841261267662;everyone deaf and hard of hearing with additional needs have a job as such.
everyone deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to be;moi-meme;are;everyone deaf and hard of hearing with additional needs are [MASK].;welcome;0.5274592041969299;everyone deaf and hard of hearing with additional needs are welcome.;affected;0.0368184931576252;everyone deaf and hard of hearing with additional needs are affected.;welcomed;0.027410099282860756;everyone deaf and hard of hearing with additional needs are welcomed.
everyone deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to need;moi-meme;need;everyone deaf and hard of hearing with additional needs need [MASK].;assistance;0.29362237453460693;everyone deaf and hard of hearing with additional needs need assistance.;help;0.16862456500530243;everyone deaf and hard of hearing with additional needs need help.;it;0.09185434877872467;everyone deaf and hard of hearing with additional needs need it.
everyone deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to work;moi-meme;work as;everyone deaf and hard of hearing with additional needs work as [MASK].;well;0.581614077091217;everyone deaf and hard of hearing with additional needs work as well.;needed;0.04067213088274002;everyone deaf and hard of hearing with additional needs work as needed.;instructed;0.018085245043039322;everyone deaf and hard of hearing with additional needs work as instructed.
everyone deaf or hard of hearing with additional needs;MS;MS;non;R;;P;job;moi-meme;have a job as;everyone deaf or hard of hearing with additional needs have a job as [MASK].;well;0.4780848026275635;everyone deaf or hard of hearing with additional needs have a job as well.;interpreter;0.06724490970373154;everyone deaf or hard of hearing with additional needs have a job as interpreter.;such;0.04164685681462288;everyone deaf or hard of hearing with additional needs have a job as such.
everyone deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to be;moi-meme;are;everyone deaf or hard of hearing with additional needs are [MASK].;welcome;0.5032016634941101;everyone deaf or hard of hearing with additional needs are welcome.;covered;0.038324758410453796;everyone deaf or hard of hearing with additional needs are covered.;affected;0.03399960324168205;everyone deaf or hard of hearing with additional needs are affected.
everyone deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to need;moi-meme;need;everyone deaf or hard of hearing with additional needs need [MASK].;assistance;0.33221688866615295;everyone deaf or hard of hearing with additional needs need assistance.;help;0.15323400497436523;everyone deaf or hard of hearing with additional needs need help.;it;0.07890760153532028;everyone deaf or hard of hearing with additional needs need it.
everyone deaf or hard of hearing with additional needs;MS;MS;non;R;;P;to work;moi-meme;work as;everyone deaf or hard of hearing with additional needs work as [MASK].;well;0.4885996878147125;everyone deaf or hard of hearing with additional needs work as well.;needed;0.04606015980243683;everyone deaf or hard of hearing with additional needs work as needed.;instructed;0.024701060727238655;everyone deaf or hard of hearing with additional needs work as instructed.
everybody abnormal hearing;MS;MS;non;NR;;P;job;moi-meme;have a job as;everybody abnormal hearing have a job as [MASK].;well;0.30081892013549805;everybody abnormal hearing have a job as well.;such;0.03737232834100723;everybody abnormal hearing have a job as such.;supervisor;0.014927996322512627;everybody abnormal hearing have a job as supervisor.
everybody abnormal hearing;MS;MS;non;NR;;P;to be;moi-meme;are;everybody abnormal hearing are [MASK].;common;0.04457971826195717;everybody abnormal hearing are common.;normal;0.037858426570892334;everybody abnormal hearing are normal.;reported;0.026711849495768547;everybody abnormal hearing are reported.
everybody abnormal hearing;MS;MS;non;NR;;P;to need;moi-meme;need;everybody abnormal hearing need [MASK].;help;0.21301454305648804;everybody abnormal hearing need help.;it;0.11354341357946396;everybody abnormal hearing need it.;attention;0.06085202470421791;everybody abnormal hearing need attention.
everybody abnormal hearing;MS;MS;non;NR;;P;to work;moi-meme;work as;everybody abnormal hearing work as [MASK].;well;0.626731276512146;everybody abnormal hearing work as well.;normal;0.019467800855636597;everybody abnormal hearing work as normal.;good;0.019110841676592827;everybody abnormal hearing work as good.
everybody atypical hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody atypical hearing have a job as [MASK].;well;0.205083429813385;everybody atypical hearing have a job as well.;judge;0.03392479568719864;everybody atypical hearing have a job as judge.;such;0.029450267553329468;everybody atypical hearing have a job as such.
everybody atypical hearing;MS;MS;non;R;;P;to be;moi-meme;are;everybody atypical hearing are [MASK].;deaf;0.055086977779865265;everybody atypical hearing are deaf.;listening;0.050533976405858994;everybody atypical hearing are listening.;impaired;0.029252735897898674;everybody atypical hearing are impaired.
everybody atypical hearing;MS;MS;non;R;;P;to need;moi-meme;need;everybody atypical hearing need [MASK].;help;0.16728481650352478;everybody atypical hearing need help.;it;0.15238255262374878;everybody atypical hearing need it.;hearing;0.06789378076791763;everybody atypical hearing need hearing.
everybody atypical hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everybody atypical hearing work as [MASK].;well;0.8127214908599854;everybody atypical hearing work as well.;usual;0.016028016805648804;everybody atypical hearing work as usual.;such;0.008676211349666119;everybody atypical hearing work as such.
everybody deaf and hard of hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody deaf and hard of hearing have a job as [MASK].;well;0.15932771563529968;everybody deaf and hard of hearing have a job as well.;such;0.03816698491573334;everybody deaf and hard of hearing have a job as such.;interpreter;0.03403342142701149;everybody deaf and hard of hearing have a job as interpreter.
everybody deaf and hard of hearing;MS;MS;non;R;;P;to be;moi-meme;are;everybody deaf and hard of hearing are [MASK].;deaf;0.08134835958480835;everybody deaf and hard of hearing are deaf.;affected;0.04967516288161278;everybody deaf and hard of hearing are affected.;welcome;0.04703199490904808;everybody deaf and hard of hearing are welcome.
everybody deaf and hard of hearing;MS;MS;non;R;;P;to need;moi-meme;need;everybody deaf and hard of hearing need [MASK].;help;0.2146575152873993;everybody deaf and hard of hearing need help.;it;0.20377765595912933;everybody deaf and hard of hearing need it.;assistance;0.08175921440124512;everybody deaf and hard of hearing need assistance.
everybody deaf and hard of hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everybody deaf and hard of hearing work as [MASK].;well;0.6995089650154114;everybody deaf and hard of hearing work as well.;much;0.018427442759275436;everybody deaf and hard of hearing work as much.;hard;0.012446368113160133;everybody deaf and hard of hearing work as hard.
everybody deaf or hard of hearing;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody deaf or hard of hearing have a job as [MASK].;well;0.165395587682724;everybody deaf or hard of hearing have a job as well.;such;0.04582657665014267;everybody deaf or hard of hearing have a job as such.;interpreter;0.039561040699481964;everybody deaf or hard of hearing have a job as interpreter.
everybody deaf or hard of hearing;MS;MS;non;R;;P;to be;moi-meme;are;everybody deaf or hard of hearing are [MASK].;deaf;0.14564718306064606;everybody deaf or hard of hearing are deaf.;affected;0.0436372309923172;everybody deaf or hard of hearing are affected.;welcome;0.04003426432609558;everybody deaf or hard of hearing are welcome.
everybody deaf or hard of hearing;MS;MS;non;R;;P;to need;moi-meme;need;everybody deaf or hard of hearing need [MASK].;help;0.19985400140285492;everybody deaf or hard of hearing need help.;it;0.19442526996135712;everybody deaf or hard of hearing need it.;assistance;0.10024231672286987;everybody deaf or hard of hearing need assistance.
everybody deaf or hard of hearing;MS;MS;non;R;;P;to work;moi-meme;work as;everybody deaf or hard of hearing work as [MASK].;well;0.6740032434463501;everybody deaf or hard of hearing work as well.;much;0.02303883247077465;everybody deaf or hard of hearing work as much.;such;0.013659067451953888;everybody deaf or hard of hearing work as such.
everybody deaf and hard of hearing with additional needs;MS;MS;non;R;;P;job;moi-meme;have a job as;everybody deaf and hard of hearing with additional needs have a job as [MASK].;well;0.3293531835079193;everybody deaf and hard of hearing with additional needs have a job as well.;interpreter;0.06470188498497009;everybody deaf and hard of hearing with additional needs have a job as interpreter.;such;0.039570409804582596;everybody deaf and hard of hearing with additional needs have a job as such.
everybody deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to be;moi-meme;are;everybody deaf and hard of hearing with additional needs are [MASK].;welcome;0.45518168807029724;everybody deaf and hard of hearing with additional needs are welcome.;affected;0.036477357149124146;everybody deaf and hard of hearing with additional needs are affected.;covered;0.03493480756878853;everybody deaf and hard of hearing with additional needs are covered.
everybody deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to need;moi-meme;need;everybody deaf and hard of hearing with additional needs need [MASK].;assistance;0.26944196224212646;everybody deaf and hard of hearing with additional needs need assistance.;help;0.17658305168151855;everybody deaf and hard of hearing with additional needs need help.;it;0.09579893201589584;everybody deaf and hard of hearing with additional needs need it.
everybody deaf and hard of hearing with additional needs;MS;MS;non;R;;P;to work;moi-meme;work as;everybody deaf and hard of hearing with additional needs work as [MASK].;well;0.6030461192131042;everybody deaf and hard of hearing with additional needs work as well.;needed;0.03689000383019447;everybody deaf and hard of hearing with additional needs work as needed.;required;0.013489948585629463;everybody deaf and hard of hearing with additional needs work as required.
