spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts;mask1;score1;sequence1;mask2;score2;sequence2;mask3;score3;sequence3
people;N;N;non;R;;P;to develop;HassanSaad;develop;people develop [MASK].;cancer;0.0360926836729049;people develop cancer.;empathy;0.0313065350055694;people develop empathy.;anxiety;0.0280403085052967;people develop anxiety.
people;N;N;non;R;;P;to manage;HassanSaad;manage;people manage [MASK].;it;0.1313941478729248;people manage it.;themselves;0.0795511454343795;people manage themselves.;things;0.0538749098777771;people manage things.
people;N;N;non;R;;P;to have;HassanSaad;have;people have [MASK].;changed;0.1328324079513549;people have changed.;died;0.065928041934967;people have died.;problems;0.0378950536251068;people have problems.
people;N;N;non;R;;P;to instruct;HassanSaad;instruct;people instruct [MASK].;themselves;0.2006127536296844;people instruct themselves.;you;0.1197899803519249;people instruct you.;them;0.1006869077682495;people instruct them.
people;N;N;non;R;;P;to guide;HassanSaad;guide;people guide [MASK].;you;0.3312887847423553;people guide you.;us;0.1392957270145416;people guide us.;them;0.1272291392087936;people guide them.
people;N;N;non;R;;P;to perceive;HassanSaad;perceive;people perceive [MASK].;it;0.1629477739334106;people perceive it.;this;0.1309570670127868;people perceive this.;differently;0.0703229829668998;people perceive differently.
people;N;N;non;R;;P;to supervise;HassanSaad;supervise;people supervise [MASK].;them;0.1059125289320945;people supervise them.;everything;0.0941229611635208;people supervise everything.;it;0.0730006918311119;people supervise it.
people;N;N;non;R;;P;to do;HassanSaad;do;people do [MASK].;it;0.2334108799695968;people do it.;this;0.1974131762981414;people do this.;that;0.1851302087306976;people do that.
people;N;N;non;R;;P;to produce;HassanSaad;produce;people produce [MASK].;food;0.1442965418100357;people produce food.;them;0.0252953004091978;people produce them.;milk;0.0243913196027278;people produce milk.
people;N;N;non;R;;P;to feel;HassanSaad;feel;people feel [MASK].;better;0.0465877093374729;people feel better.;differently;0.0427411757409572;people feel differently.;safe;0.0417212657630443;people feel safe.
people;N;N;non;R;;P;to teache;HassanSaad;teache;people teache [MASK].;it;0.0595445521175861;people teache it.;this;0.0494417175650596;people teache this.;classes;0.0367790907621383;people teache classes.
people;N;N;non;R;;P;to lead;HassanSaad;lead;people lead [MASK].;lives;0.0918462499976158;people lead lives.;them;0.0464032292366027;people lead them.;themselves;0.0329303406178951;people lead themselves.
people;N;N;non;R;;P;to advise;HassanSaad;advise;people advise [MASK].;you;0.1016988530755043;people advise you.;them;0.0437159426510334;people advise them.;me;0.0405792407691478;people advise me.
everyone;N;N;non;R;;P;to innovate;HassanSaad;innovate;everyone innovate [MASK].;differently;0.0941365137696266;everyone innovate differently.;now;0.0379979349672794;everyone innovate now.;today;0.0357167683541774;everyone innovate today.
everyone;N;N;non;R;;P;to develop;HassanSaad;develop;everyone develop [MASK].;differently;0.1004370152950286;everyone develop differently.;skills;0.0573555193841457;everyone develop skills.;it;0.0387224741280078;everyone develop it.
everyone;N;N;non;R;;P;to manage;HassanSaad;manage;everyone manage [MASK].;##s;0.405622273683548;everyone manages.;it;0.1035929545760154;everyone manage it.;##able;0.083798661828041;everyone manageable.
everyone;N;N;non;R;;P;to have;HassanSaad;have;everyone have [MASK].;fun;0.0338584929704666;everyone have fun.;changed;0.0333782918751239;everyone have changed.;problems;0.0317258276045322;everyone have problems.
everyone;N;N;non;R;;P;to instruct;HassanSaad;instruct;everyone instruct [MASK].;##s;0.933449387550354;everyone instructs.;them;0.0082483375445008;everyone instruct them.;her;0.0057144043967127;everyone instruct her.
everyone;N;N;non;R;;P;to guide;HassanSaad;guide;everyone guide [MASK].;them;0.1611854135990142;everyone guide them.;you;0.1574551612138748;everyone guide you.;us;0.0861429050564765;everyone guide us.
everyone;N;N;non;R;;P;to perceive;HassanSaad;perceive;everyone perceive [MASK].;##s;0.7121507525444031;everyone perceives.;this;0.068885751068592;everyone perceive this.;it;0.0399424545466899;everyone perceive it.
everyone;N;N;non;R;;P;to supervise;HassanSaad;supervise;everyone supervise [MASK].;##s;0.9919350147247314;everyone supervises.;everything;0.0008748215623199;everyone supervise everything.;them;0.0004523261450231;everyone supervise them.
everyone;N;N;non;R;;P;to do;HassanSaad;do;everyone do [MASK].;it;0.3093560338020324;everyone do it.;this;0.153160735964775;everyone do this.;that;0.1329299807548523;everyone do that.
everyone;N;N;non;R;;P;to produce;HassanSaad;produce;everyone produce [MASK].;it;0.0782412812113761;everyone produce it.;food;0.0636756271123886;everyone produce food.;better;0.0333960950374603;everyone produce better.
everyone;N;N;non;R;;P;to feel;HassanSaad;feel;everyone feel [MASK].;better;0.0912530943751335;everyone feel better.;safe;0.0780525356531143;everyone feel safe.;good;0.060844387859106;everyone feel good.
everyone;N;N;non;R;;P;to teache;HassanSaad;teache;everyone teache [MASK].;it;0.0764101669192314;everyone teache it.;class;0.0451833195984363;everyone teache class.;well;0.0342522859573364;everyone teache well.
everyone;N;N;non;R;;P;to lead;HassanSaad;lead;everyone lead [MASK].;them;0.0570157766342163;everyone lead them.;along;0.052632201462984;everyone lead along.;well;0.0452473051846027;everyone lead well.
everyone;N;N;non;R;;P;to advise;HassanSaad;advise;everyone advise [MASK].;you;0.0796122252941131;everyone advise you.;themselves;0.0559216476976871;everyone advise themselves.;them;0.0424793362617492;everyone advise them.
everybody;N;N;non;R;;P;to innovate;HassanSaad;innovate;everybody innovate [MASK].;now;0.0538666024804115;everybody innovate now.;here;0.0505450628697872;everybody innovate here.;today;0.0500917322933673;everybody innovate today.
everybody;N;N;non;R;;P;to develop;HassanSaad;develop;everybody develop [MASK].;skills;0.0542447306215763;everybody develop skills.;it;0.0521530173718929;everybody develop it.;well;0.030548445880413;everybody develop well.
everybody;N;N;non;R;;P;to manage;HassanSaad;manage;everybody manage [MASK].;##s;0.5460114479064941;everybody manages.;it;0.0735356584191322;everybody manage it.;everything;0.0527358166873455;everybody manage everything.
everybody;N;N;non;R;;P;to have;HassanSaad;have;everybody have [MASK].;fun;0.042707186192274;everybody have fun.;kids;0.041322860866785;everybody have kids.;problems;0.0334974452853202;everybody have problems.
everybody;N;N;non;R;;P;to instruct;HassanSaad;instruct;everybody instruct [MASK].;##s;0.91756933927536;everybody instructs.;them;0.0123436180874705;everybody instruct them.;me;0.0100979609414935;everybody instruct me.
everybody;N;N;non;R;;P;to guide;HassanSaad;guide;everybody guide [MASK].;you;0.2584514021873474;everybody guide you.;me;0.1603372246026992;everybody guide me.;us;0.130104973912239;everybody guide us.
everybody;N;N;non;R;;P;to perceive;HassanSaad;perceive;everybody perceive [MASK].;##s;0.7647735476493835;everybody perceives.;it;0.0413972772657871;everybody perceive it.;this;0.038711380213499;everybody perceive this.
everybody;N;N;non;R;;P;to supervise;HassanSaad;supervise;everybody supervise [MASK].;##s;0.9892922639846802;everybody supervises.;everything;0.0016305282479152;everybody supervise everything.;them;0.0007184748537838;everybody supervise them.
everybody;N;N;non;R;;P;to do;HassanSaad;do;everybody do [MASK].;it;0.4086162447929382;everybody do it.;that;0.1688613593578338;everybody do that.;this;0.0995263084769249;everybody do this.
everybody;N;N;non;R;;P;to produce;HassanSaad;produce;everybody produce [MASK].;it;0.0957117453217506;everybody produce it.;food;0.0884897783398628;everybody produce food.;them;0.0353049673140049;everybody produce them.
everybody;N;N;non;R;;P;to feel;HassanSaad;feel;everybody feel [MASK].;good;0.1353719383478164;everybody feel good.;better;0.0906424075365066;everybody feel better.;safe;0.0771361365914344;everybody feel safe.
everybody;N;N;non;R;;P;to teache;HassanSaad;teache;everybody teache [MASK].;it;0.0903568863868713;everybody teache it.;there;0.0240450464189052;everybody teache there.;this;0.0239942613989114;everybody teache this.
everybody;N;N;non;R;;P;to lead;HassanSaad;lead;everybody lead [MASK].;us;0.0685096681118011;everybody lead us.;well;0.0604224503040313;everybody lead well.;them;0.0588025823235511;everybody lead them.
everybody;N;N;non;R;;P;to advise;HassanSaad;advise;everybody advise [MASK].;you;0.1406492590904235;everybody advise you.;them;0.0660610720515251;everybody advise them.;me;0.0645204931497573;everybody advise me.
communities;N;N;non;R;;P;to innovate;HassanSaad;innovate;communities innovate [MASK].;differently;0.2105704545974731;communities innovate differently.;globally;0.0552722550928592;communities innovate globally.;more;0.0509737506508827;communities innovate more.
communities;N;N;non;R;;P;to develop;HassanSaad;develop;communities develop [MASK].;differently;0.2360356599092483;communities develop differently.;together;0.0911348164081573;communities develop together.;communities;0.0416111871600151;communities develop communities.
communities;N;N;non;R;;P;to manage;HassanSaad;manage;communities manage [MASK].;communities;0.0986571907997131;communities manage communities.;themselves;0.0632968097925186;communities manage themselves.;resources;0.0272916220128536;communities manage resources.
communities;N;N;non;R;;P;to have;HassanSaad;have;communities have [MASK].;changed;0.3955093622207641;communities have changed.;evolved;0.0633323267102241;communities have evolved.;suffered;0.0446507632732391;communities have suffered.
communities;N;N;non;R;;P;to instruct;HassanSaad;instruct;communities instruct [MASK].;themselves;0.1410238742828369;communities instruct themselves.;##s;0.0664534121751785;communities instructs.;##ive;0.0415297597646713;communities instructive.
communities;N;N;non;R;;P;to guide;HassanSaad;guide;communities guide [MASK].;you;0.0869524627923965;communities guide you.;them;0.0587771609425544;communities guide them.;us;0.0569955669343471;communities guide us.
communities;N;N;non;R;;P;to perceive;HassanSaad;perceive;communities perceive [MASK].;this;0.1616988778114318;communities perceive this.;it;0.0742785185575485;communities perceive it.;differently;0.0682839229702949;communities perceive differently.
communities;N;N;non;R;;P;to supervise;HassanSaad;supervise;communities supervise [MASK].;schools;0.058598481118679;communities supervise schools.;them;0.0331969857215881;communities supervise them.;children;0.0289774388074874;communities supervise children.
communities;N;N;non;R;;P;to do;HassanSaad;do;communities do [MASK].;not;0.2216794639825821;communities do not.;exist;0.1945979744195938;communities do exist.;it;0.0421368107199668;communities do it.
communities;N;N;non;R;;P;to produce;HassanSaad;produce;communities produce [MASK].;food;0.1091364473104476;communities produce food.;children;0.0249343700706958;communities produce children.;seeds;0.0140260774642229;communities produce seeds.
communities;N;N;non;R;;P;to feel;HassanSaad;feel;communities feel [MASK].;safe;0.1521975249052047;communities feel safe.;different;0.054017785936594;communities feel different.;community;0.0277036186307668;communities feel community.
communities;N;N;non;R;;P;to teache;HassanSaad;teache;communities teache [MASK].;);0.0223146863281726;communities teache ).;1;0.0198195911943912;communities teache 1.;more;0.0183136481791734;communities teache more.
communities;N;N;non;R;;P;to lead;HassanSaad;lead;communities lead [MASK].;communities;0.3094758093357086;communities lead communities.;life;0.0308771077543497;communities lead life.;lives;0.0301775503903627;communities lead lives.
communities;N;N;non;R;;P;to advise;HassanSaad;advise;communities advise [MASK].;elders;0.0308923590928316;communities advise elders.;themselves;0.0275836139917373;communities advise themselves.;you;0.0261456687003374;communities advise you.
person;N;N;non;R;;S;to innovate;HassanSaad;innovates;person innovates [MASK].;quickly;0.0637172386050224;person innovates quickly.;differently;0.062390100210905;person innovates differently.;more;0.0420748181641101;person innovates more.
person;N;N;non;R;;S;to develop;HassanSaad;develops;person develops [MASK].;depression;0.1003293171525001;person develops depression.;anxiety;0.0671168193221092;person develops anxiety.;asthma;0.0592165999114513;person develops asthma.
person;N;N;non;R;;S;to manage;HassanSaad;manages;person manages [MASK].;it;0.0964029431343078;person manages it.;everything;0.0913694873452186;person manages everything.;things;0.0344488769769668;person manages things.
person;N;N;non;R;;S;to have;HassanSaad;has;person has [MASK].;autism;0.0633856803178787;person has autism.;cancer;0.0539041124284267;person has cancer.;dementia;0.0340095125138759;person has dementia.
person;N;N;non;R;;S;to instruct;HassanSaad;instructs;person instructs [MASK].;you;0.1669005900621414;person instructs you.;him;0.1183304861187934;person instructs him.;them;0.0938346832990646;person instructs them.
person;N;N;non;R;;S;to guide;HassanSaad;guides;person guides [MASK].;you;0.1595850884914398;person guides you.;us;0.0697831511497497;person guides us.;them;0.0631454512476921;person guides them.
person;N;N;non;R;;S;to perceive;HassanSaad;perceives;person perceives [MASK].;this;0.1160333007574081;person perceives this.;it;0.1107063367962837;person perceives it.;that;0.0279490407556295;person perceives that.
person;N;N;non;R;;S;to supervise;HassanSaad;supervises;person supervises [MASK].;them;0.0667503327131271;person supervises them.;him;0.0475319288671016;person supervises him.;it;0.0473663508892059;person supervises it.
person;N;N;non;R;;S;to do;HassanSaad;does;person does [MASK].;not;0.3349924087524414;person does not.;it;0.1295469254255294;person does it.;this;0.0846877917647361;person does this.
person;N;N;non;R;;S;to produce;HassanSaad;produces;person produces [MASK].;food;0.0484893582761287;person produces food.;milk;0.0323145240545272;person produces milk.;happiness;0.0210123471915721;person produces happiness.
person;N;N;non;R;;S;to feel;HassanSaad;feels;person feels [MASK].;safe;0.0491373352706432;person feels safe.;better;0.0461113303899765;person feels better.;different;0.0343580991029739;person feels different.
person;N;N;non;R;;S;to teache;HassanSaad;teaches;person teaches [MASK].;this;0.0475575029850006;person teaches this.;you;0.0418137423694133;person teaches you.;it;0.0295353215187788;person teaches it.
person;N;N;non;R;;S;to lead;HassanSaad;leads;person leads [MASK].;him;0.0773820355534553;person leads him.;me;0.0690804794430732;person leads me.;them;0.0681217834353447;person leads them.
person;N;N;non;R;;S;to advise;HassanSaad;advises;person advises [MASK].;you;0.062989518046379;person advises you.;caution;0.0337066948413848;person advises caution.;not;0.0261424500495195;person advises not.
someone;N;N;non;R;;S;to innovate;HassanSaad;innovates;someone innovates [MASK].;something;0.1167981550097465;someone innovates something.;it;0.0793047770857811;someone innovates it.;things;0.0336105786263942;someone innovates things.
someone;N;N;non;R;;S;to develop;HassanSaad;develops;someone develops [MASK].;it;0.0393915697932243;someone develops it.;cancer;0.0345263741910457;someone develops cancer.;fear;0.0302299987524747;someone develops fear.
someone;N;N;non;R;;S;to manage;HassanSaad;manages;someone manages [MASK].;it;0.2241918742656707;someone manages it.;that;0.065525084733963;someone manages that.;something;0.0619260109961032;someone manages something.
someone;N;N;non;R;;S;to have;HassanSaad;has;someone has [MASK].;died;0.3291890323162079;someone has died.;changed;0.059596125036478;someone has changed.;disappeared;0.021046157926321;someone has disappeared.
someone;N;N;non;R;;S;to instruct;HassanSaad;instructs;someone instructs [MASK].;them;0.1704511493444442;someone instructs them.;me;0.1561487317085266;someone instructs me.;him;0.1532782912254333;someone instructs him.
someone;N;N;non;R;;S;to guide;HassanSaad;guides;someone guides [MASK].;you;0.3324362337589264;someone guides you.;them;0.2101888358592987;someone guides them.;us;0.1090010702610015;someone guides us.
someone;N;N;non;R;;S;to perceive;HassanSaad;perceives;someone perceives [MASK].;it;0.1651527285575866;someone perceives it.;this;0.1428649425506591;someone perceives this.;that;0.0702644512057304;someone perceives that.
someone;N;N;non;R;;S;to supervise;HassanSaad;supervises;someone supervises [MASK].;them;0.1518821120262146;someone supervises them.;you;0.1340747475624084;someone supervises you.;it;0.1160413101315498;someone supervises it.
someone;N;N;non;R;;S;to do;HassanSaad;does;someone does [MASK].;it;0.2688464522361755;someone does it.;that;0.1439568102359771;someone does that.;this;0.1129650846123695;someone does this.
someone;N;N;non;R;;S;to produce;HassanSaad;produces;someone produces [MASK].;it;0.0773659721016883;someone produces it.;food;0.0471238158643245;someone produces food.;something;0.0468026883900165;someone produces something.
someone;N;N;non;R;;S;to feel;HassanSaad;feels;someone feels [MASK].;guilty;0.0393393002450466;someone feels guilty.;different;0.0392745621502399;someone feels different.;better;0.0356373004615306;someone feels better.
someone;N;N;non;R;;S;to teache;HassanSaad;teaches;someone teaches [MASK].;you;0.3241140246391296;someone teaches you.;them;0.0774425864219665;someone teaches them.;something;0.0639185011386871;someone teaches something.
someone;N;N;non;R;;S;to lead;HassanSaad;leads;someone leads [MASK].;them;0.1357573419809341;someone leads them.;him;0.1191261783242225;someone leads him.;her;0.1153312996029853;someone leads her.
someone;N;N;non;R;;S;to advise;HassanSaad;advises;someone advises [MASK].;you;0.1830215156078338;someone advises you.;me;0.0752547830343246;someone advises me.;him;0.0526800900697708;someone advises him.
somebody;N;N;non;R;;S;to innovate;HassanSaad;innovates;somebody innovates [MASK].;it;0.1394497901201248;somebody innovates it.;something;0.1178601086139679;somebody innovates something.;here;0.0523468144237995;somebody innovates here.
somebody;N;N;non;R;;S;to develop;HassanSaad;develops;somebody develops [MASK].;it;0.0606199987232685;somebody develops it.;problems;0.0456756688654422;somebody develops problems.;anxiety;0.0242917332798242;somebody develops anxiety.
somebody;N;N;non;R;;S;to manage;HassanSaad;manages;somebody manages [MASK].;it;0.2809725105762481;somebody manages it.;that;0.0975424647331237;somebody manages that.;everything;0.0554218776524066;somebody manages everything.
somebody;N;N;non;R;;S;to have;HassanSaad;has;somebody has [MASK].;died;0.1634296327829361;somebody has died.;changed;0.0471387058496475;somebody has changed.;to;0.0249440930783748;somebody has to.
somebody;N;N;non;R;;S;to instruct;HassanSaad;instructs;somebody instructs [MASK].;me;0.3227283954620361;somebody instructs me.;you;0.2007109969854354;somebody instructs you.;them;0.0936448350548744;somebody instructs them.
somebody;N;N;non;R;;S;to guide;HassanSaad;guides;somebody guides [MASK].;you;0.2365586459636688;somebody guides you.;me;0.1868248134851455;somebody guides me.;us;0.147948533296585;somebody guides us.
somebody;N;N;non;R;;S;to perceive;HassanSaad;perceives;somebody perceives [MASK].;it;0.197363793849945;somebody perceives it.;this;0.1737637966871261;somebody perceives this.;that;0.1000458151102066;somebody perceives that.
somebody;N;N;non;R;;S;to supervise;HassanSaad;supervises;somebody supervises [MASK].;it;0.1738156825304031;somebody supervises it.;them;0.1368630528450012;somebody supervises them.;you;0.1225355640053749;somebody supervises you.
somebody;N;N;non;R;;S;to do;HassanSaad;does;somebody does [MASK].;it;0.4052483737468719;somebody does it.;that;0.2158346027135849;somebody does that.;this;0.1119389235973358;somebody does this.
somebody;N;N;non;R;;S;to produce;HassanSaad;produces;somebody produces [MASK].;it;0.1052810177206993;somebody produces it.;them;0.0514192022383213;somebody produces them.;food;0.0484814122319221;somebody produces food.
somebody;N;N;non;R;;S;to feel;HassanSaad;feels;somebody feels [MASK].;better;0.0409090556204319;somebody feels better.;bad;0.0394573211669921;somebody feels bad.;it;0.0389075800776481;somebody feels it.
somebody;N;N;non;R;;S;to teache;HassanSaad;teaches;somebody teaches [MASK].;you;0.2221563160419464;somebody teaches you.;it;0.0753417015075683;somebody teaches it.;me;0.0596206523478031;somebody teaches me.
somebody;N;N;non;R;;S;to lead;HassanSaad;leads;somebody leads [MASK].;us;0.1720835119485855;somebody leads us.;me;0.1557856649160385;somebody leads me.;them;0.0850415676832199;somebody leads them.
somebody;N;N;non;R;;S;to advise;HassanSaad;advises;somebody advises [MASK].;you;0.2427670061588287;somebody advises you.;me;0.124210424721241;somebody advises me.;him;0.0413109697401523;somebody advises him.
anybody;N;N;non;R;;S;to innovate;HassanSaad;innovates;anybody innovates [MASK].;anything;0.0870921239256858;anybody innovates anything.;here;0.0715566575527191;anybody innovates here.;today;0.0623872354626655;anybody innovates today.
anybody;N;N;non;R;;S;to develop;HassanSaad;develops;anybody develops [MASK].;it;0.0643143877387046;anybody develops it.;problems;0.0383189618587493;anybody develops problems.;this;0.021580209955573;anybody develops this.
anybody;N;N;non;R;;S;to manage;HassanSaad;manages;anybody manages [MASK].;it;0.1708088666200637;anybody manages it.;that;0.1052388176321983;anybody manages that.;anything;0.1039920076727867;anybody manages anything.
anybody;N;N;non;R;;S;to have;HassanSaad;has;anybody has [MASK].;said;0.0268412195146083;anybody has said.;to;0.0267437156289815;anybody has to.;questions;0.0253331214189529;anybody has questions.
anybody;N;N;non;R;;S;to instruct;HassanSaad;instructs;anybody instructs [MASK].;you;0.2458951920270919;anybody instructs you.;me;0.1343709081411361;anybody instructs me.;anyone;0.1044445782899856;anybody instructs anyone.
anybody;N;N;non;R;;S;to guide;HassanSaad;guides;anybody guides [MASK].;you;0.2670323848724365;anybody guides you.;me;0.1154076159000396;anybody guides me.;them;0.0661040991544723;anybody guides them.
anybody;N;N;non;R;;S;to perceive;HassanSaad;perceives;anybody perceives [MASK].;this;0.2372627258300781;anybody perceives this.;it;0.1666863709688186;anybody perceives it.;that;0.1282466799020767;anybody perceives that.
anybody;N;N;non;R;;S;to supervise;HassanSaad;supervises;anybody supervises [MASK].;them;0.1272437274456024;anybody supervises them.;it;0.1136374250054359;anybody supervises it.;you;0.0757694095373153;anybody supervises you.
anybody;N;N;non;R;;S;to do;HassanSaad;does;anybody does [MASK].;that;0.2326792478561401;anybody does that.;it;0.2064821720123291;anybody does it.;this;0.1115239858627319;anybody does this.
anybody;N;N;non;R;;S;to produce;HassanSaad;produces;anybody produces [MASK].;it;0.0805500969290733;anybody produces it.;anything;0.0621387772262096;anybody produces anything.;food;0.0462673231959342;anybody produces food.
anybody;N;N;non;R;;S;to feel;HassanSaad;feels;anybody feels [MASK].;uncomfortable;0.0458881631493568;anybody feels uncomfortable.;good;0.0445330776274204;anybody feels good.;bad;0.0414041876792907;anybody feels bad.
anybody;N;N;non;R;;S;to teache;HassanSaad;teaches;anybody teaches [MASK].;anything;0.1859948635101318;anybody teaches anything.;this;0.0642028748989105;anybody teaches this.;it;0.0486341752111911;anybody teaches it.
anybody;N;N;non;R;;S;to lead;HassanSaad;leads;anybody leads [MASK].;me;0.1998003423213958;anybody leads me.;you;0.0710379481315612;anybody leads you.;us;0.0397417321801185;anybody leads us.
anybody;N;N;non;R;;S;to advise;HassanSaad;advises;anybody advises [MASK].;you;0.2010485529899597;anybody advises you.;me;0.09429482370615;anybody advises me.;anyone;0.0414357259869575;anybody advises anyone.
community;N;N;non;R;;S;to innovate;HassanSaad;innovates;community innovates [MASK].;itself;0.1222094595432281;community innovates itself.;too;0.0342051200568676;community innovates too.;innovation;0.0296469535678625;community innovates innovation.
community;N;N;non;R;;S;to develop;HassanSaad;develops;community develops [MASK].;itself;0.1059475168585777;community develops itself.;trust;0.0463474094867706;community develops trust.;community;0.0410820133984088;community develops community.
community;N;N;non;R;;S;to manage;HassanSaad;manages;community manages [MASK].;communities;0.0943691432476043;community manages communities.;community;0.0643898323178291;community manages community.;everything;0.052088413387537;community manages everything.
community;N;N;non;R;;S;to have;HassanSaad;has;community has [MASK].;changed;0.1799405664205551;community has changed.;evolved;0.057024035602808;community has evolved.;arrived;0.0566284246742725;community has arrived.
community;N;N;non;R;;S;to instruct;HassanSaad;instructs;community instructs [MASK].;us;0.1307704150676727;community instructs us.;you;0.1223997846245765;community instructs you.;me;0.0553954988718032;community instructs me.
community;N;N;non;R;;S;to guide;HassanSaad;guides;community guides [MASK].;);0.0557244569063186;community guides ).;etc;0.0487708449363708;community guides etc.;help;0.0330474972724914;community guides help.
community;N;N;non;R;;S;to perceive;HassanSaad;perceives;community perceives [MASK].;this;0.167233794927597;community perceives this.;it;0.0958544015884399;community perceives it.;that;0.0412519089877605;community perceives that.
community;N;N;non;R;;S;to supervise;HassanSaad;supervises;community supervises [MASK].;schools;0.0530656948685646;community supervises schools.;children;0.0272093825042247;community supervises children.;everything;0.0190016068518161;community supervises everything.
community;N;N;non;R;;S;to do;HassanSaad;does;community does [MASK].;exist;0.2534231543540954;community does exist.;it;0.1384159475564956;community does it.;not;0.1015437617897987;community does not.
community;N;N;non;R;;S;to produce;HassanSaad;produces;community produces [MASK].;food;0.06658685952425;community produces food.;peace;0.0297825522720813;community produces peace.;people;0.0242194887250661;community produces people.
community;N;N;non;R;;S;to feel;HassanSaad;feels;community feels [MASK].;good;0.050808023661375;community feels good.;community;0.0439639724791049;community feels community.;important;0.0345353037118911;community feels important.
community;N;N;non;R;;S;to teache;HassanSaad;teaches;community teaches [MASK].;patience;0.0485418066382408;community teaches patience.;learning;0.0379286967217922;community teaches learning.;life;0.0370349213480949;community teaches life.
community;N;N;non;R;;S;to lead;HassanSaad;leads;community leads [MASK].;us;0.039479162544012;community leads us.;communities;0.0339608639478683;community leads communities.;community;0.0286936406046152;community leads community.
community;N;N;non;R;;S;to advise;HassanSaad;advises;community advises [MASK].;you;0.0370188355445861;community advises you.;everyone;0.0356706753373146;community advises everyone.;others;0.0261296965181827;community advises others.
