spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
Deaf with intellectual challenges persons;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with intellectual challenges persons perceive [MASK].
Deaf with intellectual challenges persons;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with intellectual challenges persons supervise [MASK].
Deaf with intellectual challenges persons;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with intellectual challenges persons do [MASK].
Deaf with intellectual challenges persons;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with intellectual challenges persons produce [MASK].
Deaf with intellectual challenges persons;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with intellectual challenges persons feel [MASK].
Deaf with intellectual challenges persons;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with intellectual challenges persons teache [MASK].
Deaf with intellectual challenges persons;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with intellectual challenges persons lead [MASK].
Deaf with intellectual challenges persons;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with intellectual challenges persons advise [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;Deaf with CP persons innovate [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to develop;HassanSaad;develop;Deaf with CP persons develop [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to manage;HassanSaad;manage;Deaf with CP persons manage [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to have;HassanSaad;have;Deaf with CP persons have [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;Deaf with CP persons instruct [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to guide;HassanSaad;guide;Deaf with CP persons guide [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with CP persons perceive [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with CP persons supervise [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with CP persons do [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with CP persons produce [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with CP persons feel [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with CP persons teache [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with CP persons lead [MASK].
Deaf with CP persons;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with CP persons advise [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;Deaf with mental disabilities persons innovate [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to develop;HassanSaad;develop;Deaf with mental disabilities persons develop [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to manage;HassanSaad;manage;Deaf with mental disabilities persons manage [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to have;HassanSaad;have;Deaf with mental disabilities persons have [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;Deaf with mental disabilities persons instruct [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to guide;HassanSaad;guide;Deaf with mental disabilities persons guide [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with mental disabilities persons perceive [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with mental disabilities persons supervise [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with mental disabilities persons do [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with mental disabilities persons produce [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with mental disabilities persons feel [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with mental disabilities persons teache [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with mental disabilities persons lead [MASK].
Deaf with mental disabilities persons;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with mental disabilities persons advise [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to innovate;HassanSaad;innovate;Deaf-plus people innovate [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to develop;HassanSaad;develop;Deaf-plus people develop [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to manage;HassanSaad;manage;Deaf-plus people manage [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to have;HassanSaad;have;Deaf-plus people have [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to instruct;HassanSaad;instruct;Deaf-plus people instruct [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to guide;HassanSaad;guide;Deaf-plus people guide [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to perceive;HassanSaad;perceive;Deaf-plus people perceive [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to supervise;HassanSaad;supervise;Deaf-plus people supervise [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to do;HassanSaad;do;Deaf-plus people do [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to produce;HassanSaad;produce;Deaf-plus people produce [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to feel;HassanSaad;feel;Deaf-plus people feel [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to teache;HassanSaad;teache;Deaf-plus people teache [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to lead;HassanSaad;lead;Deaf-plus people lead [MASK].
Deaf-plus people;SP;SP;non;NR;;P;to advise;HassanSaad;advise;Deaf-plus people advise [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to innovate;HassanSaad;innovate;Deaf Plus people innovate [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to develop;HassanSaad;develop;Deaf Plus people develop [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to manage;HassanSaad;manage;Deaf Plus people manage [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to have;HassanSaad;have;Deaf Plus people have [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to instruct;HassanSaad;instruct;Deaf Plus people instruct [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to guide;HassanSaad;guide;Deaf Plus people guide [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to perceive;HassanSaad;perceive;Deaf Plus people perceive [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to supervise;HassanSaad;supervise;Deaf Plus people supervise [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to do;HassanSaad;do;Deaf Plus people do [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to produce;HassanSaad;produce;Deaf Plus people produce [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to feel;HassanSaad;feel;Deaf Plus people feel [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to teache;HassanSaad;teache;Deaf Plus people teache [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to lead;HassanSaad;lead;Deaf Plus people lead [MASK].
Deaf Plus people;SP;SP;non;NR;;P;to advise;HassanSaad;advise;Deaf Plus people advise [MASK].
deaf with CP people;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;deaf with CP people innovate [MASK].
deaf with CP people;SP;SP;non;R;;P;to develop;HassanSaad;develop;deaf with CP people develop [MASK].
deaf with CP people;SP;SP;non;R;;P;to manage;HassanSaad;manage;deaf with CP people manage [MASK].
deaf with CP people;SP;SP;non;R;;P;to have;HassanSaad;have;deaf with CP people have [MASK].
deaf with CP people;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;deaf with CP people instruct [MASK].
deaf with CP people;SP;SP;non;R;;P;to guide;HassanSaad;guide;deaf with CP people guide [MASK].
deaf with CP people;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;deaf with CP people perceive [MASK].
deaf with CP people;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;deaf with CP people supervise [MASK].
deaf with CP people;SP;SP;non;R;;P;to do;HassanSaad;do;deaf with CP people do [MASK].
deaf with CP people;SP;SP;non;R;;P;to produce;HassanSaad;produce;deaf with CP people produce [MASK].
deaf with CP people;SP;SP;non;R;;P;to feel;HassanSaad;feel;deaf with CP people feel [MASK].
deaf with CP people;SP;SP;non;R;;P;to teache;HassanSaad;teache;deaf with CP people teache [MASK].
deaf with CP people;SP;SP;non;R;;P;to lead;HassanSaad;lead;deaf with CP people lead [MASK].
deaf with CP people;SP;SP;non;R;;P;to advise;HassanSaad;advise;deaf with CP people advise [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;Deaf with intellectual challenges people innovate [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to develop;HassanSaad;develop;Deaf with intellectual challenges people develop [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to manage;HassanSaad;manage;Deaf with intellectual challenges people manage [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to have;HassanSaad;have;Deaf with intellectual challenges people have [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;Deaf with intellectual challenges people instruct [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to guide;HassanSaad;guide;Deaf with intellectual challenges people guide [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with intellectual challenges people perceive [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with intellectual challenges people supervise [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with intellectual challenges people do [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with intellectual challenges people produce [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with intellectual challenges people feel [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with intellectual challenges people teache [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with intellectual challenges people lead [MASK].
Deaf with intellectual challenges people;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with intellectual challenges people advise [MASK].
Deaf with CP people;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;Deaf with CP people innovate [MASK].
Deaf with CP people;SP;SP;non;R;;P;to develop;HassanSaad;develop;Deaf with CP people develop [MASK].
Deaf with CP people;SP;SP;non;R;;P;to manage;HassanSaad;manage;Deaf with CP people manage [MASK].
Deaf with CP people;SP;SP;non;R;;P;to have;HassanSaad;have;Deaf with CP people have [MASK].
Deaf with CP people;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;Deaf with CP people instruct [MASK].
Deaf with CP people;SP;SP;non;R;;P;to guide;HassanSaad;guide;Deaf with CP people guide [MASK].
Deaf with CP people;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with CP people perceive [MASK].
Deaf with CP people;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with CP people supervise [MASK].
Deaf with CP people;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with CP people do [MASK].
Deaf with CP people;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with CP people produce [MASK].
Deaf with CP people;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with CP people feel [MASK].
Deaf with CP people;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with CP people teache [MASK].
Deaf with CP people;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with CP people lead [MASK].
Deaf with CP people;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with CP people advise [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;Deaf with mental disabilities people innovate [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to develop;HassanSaad;develop;Deaf with mental disabilities people develop [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to manage;HassanSaad;manage;Deaf with mental disabilities people manage [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to have;HassanSaad;have;Deaf with mental disabilities people have [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;Deaf with mental disabilities people instruct [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to guide;HassanSaad;guide;Deaf with mental disabilities people guide [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;Deaf with mental disabilities people perceive [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;Deaf with mental disabilities people supervise [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to do;HassanSaad;do;Deaf with mental disabilities people do [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to produce;HassanSaad;produce;Deaf with mental disabilities people produce [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to feel;HassanSaad;feel;Deaf with mental disabilities people feel [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to teache;HassanSaad;teache;Deaf with mental disabilities people teache [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to lead;HassanSaad;lead;Deaf with mental disabilities people lead [MASK].
Deaf with mental disabilities people;SP;SP;non;R;;P;to advise;HassanSaad;advise;Deaf with mental disabilities people advise [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to innovate;HassanSaad;innovate;everyone Deaf-plus innovate [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to develop;HassanSaad;develop;everyone Deaf-plus develop [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to manage;HassanSaad;manage;everyone Deaf-plus manage [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to have;HassanSaad;have;everyone Deaf-plus have [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to instruct;HassanSaad;instruct;everyone Deaf-plus instruct [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to guide;HassanSaad;guide;everyone Deaf-plus guide [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to perceive;HassanSaad;perceive;everyone Deaf-plus perceive [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to supervise;HassanSaad;supervise;everyone Deaf-plus supervise [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to do;HassanSaad;do;everyone Deaf-plus do [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to produce;HassanSaad;produce;everyone Deaf-plus produce [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to feel;HassanSaad;feel;everyone Deaf-plus feel [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to teache;HassanSaad;teache;everyone Deaf-plus teache [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to lead;HassanSaad;lead;everyone Deaf-plus lead [MASK].
everyone Deaf-plus;SP;SP;non;NR;;P;to advise;HassanSaad;advise;everyone Deaf-plus advise [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to innovate;HassanSaad;innovate;everyone Deaf Plus innovate [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to develop;HassanSaad;develop;everyone Deaf Plus develop [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to manage;HassanSaad;manage;everyone Deaf Plus manage [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to have;HassanSaad;have;everyone Deaf Plus have [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to instruct;HassanSaad;instruct;everyone Deaf Plus instruct [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to guide;HassanSaad;guide;everyone Deaf Plus guide [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to perceive;HassanSaad;perceive;everyone Deaf Plus perceive [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to supervise;HassanSaad;supervise;everyone Deaf Plus supervise [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to do;HassanSaad;do;everyone Deaf Plus do [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to produce;HassanSaad;produce;everyone Deaf Plus produce [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to feel;HassanSaad;feel;everyone Deaf Plus feel [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to teache;HassanSaad;teache;everyone Deaf Plus teache [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to lead;HassanSaad;lead;everyone Deaf Plus lead [MASK].
everyone Deaf Plus;SP;SP;non;NR;;P;to advise;HassanSaad;advise;everyone Deaf Plus advise [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;everyone deaf with CP innovate [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to develop;HassanSaad;develop;everyone deaf with CP develop [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to manage;HassanSaad;manage;everyone deaf with CP manage [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to have;HassanSaad;have;everyone deaf with CP have [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;everyone deaf with CP instruct [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to guide;HassanSaad;guide;everyone deaf with CP guide [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;everyone deaf with CP perceive [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;everyone deaf with CP supervise [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to do;HassanSaad;do;everyone deaf with CP do [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to produce;HassanSaad;produce;everyone deaf with CP produce [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to feel;HassanSaad;feel;everyone deaf with CP feel [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to teache;HassanSaad;teache;everyone deaf with CP teache [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to lead;HassanSaad;lead;everyone deaf with CP lead [MASK].
everyone deaf with CP;SP;SP;non;R;;P;to advise;HassanSaad;advise;everyone deaf with CP advise [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;everyone Deaf with intellectual challenges innovate [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to develop;HassanSaad;develop;everyone Deaf with intellectual challenges develop [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to manage;HassanSaad;manage;everyone Deaf with intellectual challenges manage [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to have;HassanSaad;have;everyone Deaf with intellectual challenges have [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;everyone Deaf with intellectual challenges instruct [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to guide;HassanSaad;guide;everyone Deaf with intellectual challenges guide [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;everyone Deaf with intellectual challenges perceive [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;everyone Deaf with intellectual challenges supervise [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to do;HassanSaad;do;everyone Deaf with intellectual challenges do [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to produce;HassanSaad;produce;everyone Deaf with intellectual challenges produce [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to feel;HassanSaad;feel;everyone Deaf with intellectual challenges feel [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to teache;HassanSaad;teache;everyone Deaf with intellectual challenges teache [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to lead;HassanSaad;lead;everyone Deaf with intellectual challenges lead [MASK].
everyone Deaf with intellectual challenges;SP;SP;non;R;;P;to advise;HassanSaad;advise;everyone Deaf with intellectual challenges advise [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;everyone Deaf with CP innovate [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to develop;HassanSaad;develop;everyone Deaf with CP develop [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to manage;HassanSaad;manage;everyone Deaf with CP manage [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to have;HassanSaad;have;everyone Deaf with CP have [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;everyone Deaf with CP instruct [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to guide;HassanSaad;guide;everyone Deaf with CP guide [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to perceive;HassanSaad;perceive;everyone Deaf with CP perceive [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to supervise;HassanSaad;supervise;everyone Deaf with CP supervise [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to do;HassanSaad;do;everyone Deaf with CP do [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to produce;HassanSaad;produce;everyone Deaf with CP produce [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to feel;HassanSaad;feel;everyone Deaf with CP feel [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to teache;HassanSaad;teache;everyone Deaf with CP teache [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to lead;HassanSaad;lead;everyone Deaf with CP lead [MASK].
everyone Deaf with CP;SP;SP;non;R;;P;to advise;HassanSaad;advise;everyone Deaf with CP advise [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to innovate;HassanSaad;innovate;everyone Deaf with mental disabilities innovate [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to develop;HassanSaad;develop;everyone Deaf with mental disabilities develop [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to manage;HassanSaad;manage;everyone Deaf with mental disabilities manage [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to have;HassanSaad;have;everyone Deaf with mental disabilities have [MASK].
everyone Deaf with mental disabilities;SP;SP;non;R;;P;to instruct;HassanSaad;instruct;everyone Deaf with mental disabilities instruct [MASK].
