spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
Deaf persons;MS;S;non;R;;P;to guide;HassanSaad;guide;Deaf persons guide [MASK].
Deaf persons;MS;S;non;R;;P;to perceive;HassanSaad;perceive;Deaf persons perceive [MASK].
Deaf persons;MS;S;non;R;;P;to supervise;HassanSaad;supervise;Deaf persons supervise [MASK].
Deaf persons;MS;S;non;R;;P;to do;HassanSaad;do;Deaf persons do [MASK].
Deaf persons;MS;S;non;R;;P;to produce;HassanSaad;produce;Deaf persons produce [MASK].
Deaf persons;MS;S;non;R;;P;to feel;HassanSaad;feel;Deaf persons feel [MASK].
Deaf persons;MS;S;non;R;;P;to teache;HassanSaad;teache;Deaf persons teache [MASK].
Deaf persons;MS;S;non;R;;P;to lead;HassanSaad;lead;Deaf persons lead [MASK].
Deaf persons;MS;S;non;R;;P;to advise;HassanSaad;advise;Deaf persons advise [MASK].
deafened persons;MS;S;non;R;;P;to innovate;HassanSaad;innovate;deafened persons innovate [MASK].
deafened persons;MS;S;non;R;;P;to develop;HassanSaad;develop;deafened persons develop [MASK].
deafened persons;MS;S;non;R;;P;to manage;HassanSaad;manage;deafened persons manage [MASK].
deafened persons;MS;S;non;R;;P;to have;HassanSaad;have;deafened persons have [MASK].
deafened persons;MS;S;non;R;;P;to instruct;HassanSaad;instruct;deafened persons instruct [MASK].
deafened persons;MS;S;non;R;;P;to guide;HassanSaad;guide;deafened persons guide [MASK].
deafened persons;MS;S;non;R;;P;to perceive;HassanSaad;perceive;deafened persons perceive [MASK].
deafened persons;MS;S;non;R;;P;to supervise;HassanSaad;supervise;deafened persons supervise [MASK].
deafened persons;MS;S;non;R;;P;to do;HassanSaad;do;deafened persons do [MASK].
deafened persons;MS;S;non;R;;P;to produce;HassanSaad;produce;deafened persons produce [MASK].
deafened persons;MS;S;non;R;;P;to feel;HassanSaad;feel;deafened persons feel [MASK].
deafened persons;MS;S;non;R;;P;to teache;HassanSaad;teache;deafened persons teache [MASK].
deafened persons;MS;S;non;R;;P;to lead;HassanSaad;lead;deafened persons lead [MASK].
deafened persons;MS;S;non;R;;P;to advise;HassanSaad;advise;deafened persons advise [MASK].
late-deafened persons;MS;S;non;R;;P;to innovate;HassanSaad;innovate;late-deafened persons innovate [MASK].
late-deafened persons;MS;S;non;R;;P;to develop;HassanSaad;develop;late-deafened persons develop [MASK].
late-deafened persons;MS;S;non;R;;P;to manage;HassanSaad;manage;late-deafened persons manage [MASK].
late-deafened persons;MS;S;non;R;;P;to have;HassanSaad;have;late-deafened persons have [MASK].
late-deafened persons;MS;S;non;R;;P;to instruct;HassanSaad;instruct;late-deafened persons instruct [MASK].
late-deafened persons;MS;S;non;R;;P;to guide;HassanSaad;guide;late-deafened persons guide [MASK].
late-deafened persons;MS;S;non;R;;P;to perceive;HassanSaad;perceive;late-deafened persons perceive [MASK].
late-deafened persons;MS;S;non;R;;P;to supervise;HassanSaad;supervise;late-deafened persons supervise [MASK].
late-deafened persons;MS;S;non;R;;P;to do;HassanSaad;do;late-deafened persons do [MASK].
late-deafened persons;MS;S;non;R;;P;to produce;HassanSaad;produce;late-deafened persons produce [MASK].
late-deafened persons;MS;S;non;R;;P;to feel;HassanSaad;feel;late-deafened persons feel [MASK].
late-deafened persons;MS;S;non;R;;P;to teache;HassanSaad;teache;late-deafened persons teache [MASK].
late-deafened persons;MS;S;non;R;;P;to lead;HassanSaad;lead;late-deafened persons lead [MASK].
late-deafened persons;MS;S;non;R;;P;to advise;HassanSaad;advise;late-deafened persons advise [MASK].
persons who have become deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons who have become deaf innovate [MASK].
persons who have become deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;persons who have become deaf develop [MASK].
persons who have become deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;persons who have become deaf manage [MASK].
persons who have become deaf;MS;S;non;R;;P;to have;HassanSaad;have;persons who have become deaf have [MASK].
persons who have become deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons who have become deaf instruct [MASK].
persons who have become deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;persons who have become deaf guide [MASK].
persons who have become deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons who have become deaf perceive [MASK].
persons who have become deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons who have become deaf supervise [MASK].
persons who have become deaf;MS;S;non;R;;P;to do;HassanSaad;do;persons who have become deaf do [MASK].
persons who have become deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;persons who have become deaf produce [MASK].
persons who have become deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;persons who have become deaf feel [MASK].
persons who have become deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;persons who have become deaf teache [MASK].
persons who have become deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;persons who have become deaf lead [MASK].
persons who have become deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;persons who have become deaf advise [MASK].
persons who becomes deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons who becomes deaf innovate [MASK].
persons who becomes deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;persons who becomes deaf develop [MASK].
persons who becomes deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;persons who becomes deaf manage [MASK].
persons who becomes deaf;MS;S;non;R;;P;to have;HassanSaad;have;persons who becomes deaf have [MASK].
persons who becomes deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons who becomes deaf instruct [MASK].
persons who becomes deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;persons who becomes deaf guide [MASK].
persons who becomes deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons who becomes deaf perceive [MASK].
persons who becomes deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons who becomes deaf supervise [MASK].
persons who becomes deaf;MS;S;non;R;;P;to do;HassanSaad;do;persons who becomes deaf do [MASK].
persons who becomes deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;persons who becomes deaf produce [MASK].
persons who becomes deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;persons who becomes deaf feel [MASK].
persons who becomes deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;persons who becomes deaf teache [MASK].
persons who becomes deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;persons who becomes deaf lead [MASK].
persons who becomes deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;persons who becomes deaf advise [MASK].
persons who becoming deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons who becoming deaf innovate [MASK].
persons who becoming deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;persons who becoming deaf develop [MASK].
persons who becoming deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;persons who becoming deaf manage [MASK].
persons who becoming deaf;MS;S;non;R;;P;to have;HassanSaad;have;persons who becoming deaf have [MASK].
persons who becoming deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons who becoming deaf instruct [MASK].
persons who becoming deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;persons who becoming deaf guide [MASK].
persons who becoming deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons who becoming deaf perceive [MASK].
persons who becoming deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons who becoming deaf supervise [MASK].
persons who becoming deaf;MS;S;non;R;;P;to do;HassanSaad;do;persons who becoming deaf do [MASK].
persons who becoming deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;persons who becoming deaf produce [MASK].
persons who becoming deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;persons who becoming deaf feel [MASK].
persons who becoming deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;persons who becoming deaf teache [MASK].
persons who becoming deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;persons who becoming deaf lead [MASK].
persons who becoming deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;persons who becoming deaf advise [MASK].
persons who became deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons who became deaf innovate [MASK].
persons who became deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;persons who became deaf develop [MASK].
persons who became deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;persons who became deaf manage [MASK].
persons who became deaf;MS;S;non;R;;P;to have;HassanSaad;have;persons who became deaf have [MASK].
persons who became deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons who became deaf instruct [MASK].
persons who became deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;persons who became deaf guide [MASK].
persons who became deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons who became deaf perceive [MASK].
persons who became deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons who became deaf supervise [MASK].
persons who became deaf;MS;S;non;R;;P;to do;HassanSaad;do;persons who became deaf do [MASK].
persons who became deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;persons who became deaf produce [MASK].
persons who became deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;persons who became deaf feel [MASK].
persons who became deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;persons who became deaf teache [MASK].
persons who became deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;persons who became deaf lead [MASK].
persons who became deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;persons who became deaf advise [MASK].
persons who went deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons who went deaf innovate [MASK].
persons who went deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;persons who went deaf develop [MASK].
persons who went deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;persons who went deaf manage [MASK].
persons who went deaf;MS;S;non;R;;P;to have;HassanSaad;have;persons who went deaf have [MASK].
persons who went deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons who went deaf instruct [MASK].
persons who went deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;persons who went deaf guide [MASK].
persons who went deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons who went deaf perceive [MASK].
persons who went deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons who went deaf supervise [MASK].
persons who went deaf;MS;S;non;R;;P;to do;HassanSaad;do;persons who went deaf do [MASK].
persons who went deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;persons who went deaf produce [MASK].
persons who went deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;persons who went deaf feel [MASK].
persons who went deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;persons who went deaf teache [MASK].
persons who went deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;persons who went deaf lead [MASK].
persons who went deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;persons who went deaf advise [MASK].
persons who have gone deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons who have gone deaf innovate [MASK].
persons who have gone deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;persons who have gone deaf develop [MASK].
persons who have gone deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;persons who have gone deaf manage [MASK].
persons who have gone deaf;MS;S;non;R;;P;to have;HassanSaad;have;persons who have gone deaf have [MASK].
persons who have gone deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons who have gone deaf instruct [MASK].
persons who have gone deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;persons who have gone deaf guide [MASK].
persons who have gone deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons who have gone deaf perceive [MASK].
persons who have gone deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons who have gone deaf supervise [MASK].
persons who have gone deaf;MS;S;non;R;;P;to do;HassanSaad;do;persons who have gone deaf do [MASK].
persons who have gone deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;persons who have gone deaf produce [MASK].
persons who have gone deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;persons who have gone deaf feel [MASK].
persons who have gone deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;persons who have gone deaf teache [MASK].
persons who have gone deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;persons who have gone deaf lead [MASK].
persons who have gone deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;persons who have gone deaf advise [MASK].
persons who going deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons who going deaf innovate [MASK].
persons who going deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;persons who going deaf develop [MASK].
persons who going deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;persons who going deaf manage [MASK].
persons who going deaf;MS;S;non;R;;P;to have;HassanSaad;have;persons who going deaf have [MASK].
persons who going deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons who going deaf instruct [MASK].
persons who going deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;persons who going deaf guide [MASK].
persons who going deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons who going deaf perceive [MASK].
persons who going deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons who going deaf supervise [MASK].
persons who going deaf;MS;S;non;R;;P;to do;HassanSaad;do;persons who going deaf do [MASK].
persons who going deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;persons who going deaf produce [MASK].
persons who going deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;persons who going deaf feel [MASK].
persons who going deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;persons who going deaf teache [MASK].
persons who going deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;persons who going deaf lead [MASK].
persons who going deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;persons who going deaf advise [MASK].
persons living with deafness;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons living with deafness innovate [MASK].
persons living with deafness;MS;S;non;R;;P;to develop;HassanSaad;develop;persons living with deafness develop [MASK].
persons living with deafness;MS;S;non;R;;P;to manage;HassanSaad;manage;persons living with deafness manage [MASK].
persons living with deafness;MS;S;non;R;;P;to have;HassanSaad;have;persons living with deafness have [MASK].
persons living with deafness;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons living with deafness instruct [MASK].
persons living with deafness;MS;S;non;R;;P;to guide;HassanSaad;guide;persons living with deafness guide [MASK].
persons living with deafness;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons living with deafness perceive [MASK].
persons living with deafness;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons living with deafness supervise [MASK].
persons living with deafness;MS;S;non;R;;P;to do;HassanSaad;do;persons living with deafness do [MASK].
persons living with deafness;MS;S;non;R;;P;to produce;HassanSaad;produce;persons living with deafness produce [MASK].
persons living with deafness;MS;S;non;R;;P;to feel;HassanSaad;feel;persons living with deafness feel [MASK].
persons living with deafness;MS;S;non;R;;P;to teache;HassanSaad;teache;persons living with deafness teache [MASK].
persons living with deafness;MS;S;non;R;;P;to lead;HassanSaad;lead;persons living with deafness lead [MASK].
persons living with deafness;MS;S;non;R;;P;to advise;HassanSaad;advise;persons living with deafness advise [MASK].
persons with a deafness disability;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons with a deafness disability innovate [MASK].
persons with a deafness disability;MS;S;non;R;;P;to develop;HassanSaad;develop;persons with a deafness disability develop [MASK].
persons with a deafness disability;MS;S;non;R;;P;to manage;HassanSaad;manage;persons with a deafness disability manage [MASK].
persons with a deafness disability;MS;S;non;R;;P;to have;HassanSaad;have;persons with a deafness disability have [MASK].
persons with a deafness disability;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons with a deafness disability instruct [MASK].
persons with a deafness disability;MS;S;non;R;;P;to guide;HassanSaad;guide;persons with a deafness disability guide [MASK].
persons with a deafness disability;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons with a deafness disability perceive [MASK].
persons with a deafness disability;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons with a deafness disability supervise [MASK].
persons with a deafness disability;MS;S;non;R;;P;to do;HassanSaad;do;persons with a deafness disability do [MASK].
persons with a deafness disability;MS;S;non;R;;P;to produce;HassanSaad;produce;persons with a deafness disability produce [MASK].
persons with a deafness disability;MS;S;non;R;;P;to feel;HassanSaad;feel;persons with a deafness disability feel [MASK].
persons with a deafness disability;MS;S;non;R;;P;to teache;HassanSaad;teache;persons with a deafness disability teache [MASK].
persons with a deafness disability;MS;S;non;R;;P;to lead;HassanSaad;lead;persons with a deafness disability lead [MASK].
persons with a deafness disability;MS;S;non;R;;P;to advise;HassanSaad;advise;persons with a deafness disability advise [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons with a deafness handicap innovate [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to develop;HassanSaad;develop;persons with a deafness handicap develop [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to manage;HassanSaad;manage;persons with a deafness handicap manage [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to have;HassanSaad;have;persons with a deafness handicap have [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons with a deafness handicap instruct [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to guide;HassanSaad;guide;persons with a deafness handicap guide [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons with a deafness handicap perceive [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons with a deafness handicap supervise [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to do;HassanSaad;do;persons with a deafness handicap do [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to produce;HassanSaad;produce;persons with a deafness handicap produce [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to feel;HassanSaad;feel;persons with a deafness handicap feel [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to teache;HassanSaad;teache;persons with a deafness handicap teache [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to lead;HassanSaad;lead;persons with a deafness handicap lead [MASK].
persons with a deafness handicap;MS;S;non;R;;P;to advise;HassanSaad;advise;persons with a deafness handicap advise [MASK].
persons having a deafness disability;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons having a deafness disability innovate [MASK].
persons having a deafness disability;MS;S;non;R;;P;to develop;HassanSaad;develop;persons having a deafness disability develop [MASK].
persons having a deafness disability;MS;S;non;R;;P;to manage;HassanSaad;manage;persons having a deafness disability manage [MASK].
persons having a deafness disability;MS;S;non;R;;P;to have;HassanSaad;have;persons having a deafness disability have [MASK].
persons having a deafness disability;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons having a deafness disability instruct [MASK].
persons having a deafness disability;MS;S;non;R;;P;to guide;HassanSaad;guide;persons having a deafness disability guide [MASK].
persons having a deafness disability;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons having a deafness disability perceive [MASK].
persons having a deafness disability;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons having a deafness disability supervise [MASK].
persons having a deafness disability;MS;S;non;R;;P;to do;HassanSaad;do;persons having a deafness disability do [MASK].
persons having a deafness disability;MS;S;non;R;;P;to produce;HassanSaad;produce;persons having a deafness disability produce [MASK].
persons having a deafness disability;MS;S;non;R;;P;to feel;HassanSaad;feel;persons having a deafness disability feel [MASK].
persons having a deafness disability;MS;S;non;R;;P;to teache;HassanSaad;teache;persons having a deafness disability teache [MASK].
persons having a deafness disability;MS;S;non;R;;P;to lead;HassanSaad;lead;persons having a deafness disability lead [MASK].
persons having a deafness disability;MS;S;non;R;;P;to advise;HassanSaad;advise;persons having a deafness disability advise [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to innovate;HassanSaad;innovate;persons having a deafness handicap innovate [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to develop;HassanSaad;develop;persons having a deafness handicap develop [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to manage;HassanSaad;manage;persons having a deafness handicap manage [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to have;HassanSaad;have;persons having a deafness handicap have [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to instruct;HassanSaad;instruct;persons having a deafness handicap instruct [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to guide;HassanSaad;guide;persons having a deafness handicap guide [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to perceive;HassanSaad;perceive;persons having a deafness handicap perceive [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to supervise;HassanSaad;supervise;persons having a deafness handicap supervise [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to do;HassanSaad;do;persons having a deafness handicap do [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to produce;HassanSaad;produce;persons having a deafness handicap produce [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to feel;HassanSaad;feel;persons having a deafness handicap feel [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to teache;HassanSaad;teache;persons having a deafness handicap teache [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to lead;HassanSaad;lead;persons having a deafness handicap lead [MASK].
persons having a deafness handicap;MS;S;non;R;;P;to advise;HassanSaad;advise;persons having a deafness handicap advise [MASK].
everyone deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;everyone deaf innovate [MASK].
everyone deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;everyone deaf develop [MASK].
everyone deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;everyone deaf manage [MASK].
everyone deaf;MS;S;non;R;;P;to have;HassanSaad;have;everyone deaf have [MASK].
everyone deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;everyone deaf instruct [MASK].
everyone deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;everyone deaf guide [MASK].
everyone deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;everyone deaf perceive [MASK].
everyone deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;everyone deaf supervise [MASK].
everyone deaf;MS;S;non;R;;P;to do;HassanSaad;do;everyone deaf do [MASK].
everyone deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;everyone deaf produce [MASK].
everyone deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;everyone deaf feel [MASK].
everyone deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;everyone deaf teache [MASK].
everyone deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;everyone deaf lead [MASK].
everyone deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;everyone deaf advise [MASK].
everyone Deaf;MS;S;non;R;;P;to innovate;HassanSaad;innovate;everyone Deaf innovate [MASK].
everyone Deaf;MS;S;non;R;;P;to develop;HassanSaad;develop;everyone Deaf develop [MASK].
everyone Deaf;MS;S;non;R;;P;to manage;HassanSaad;manage;everyone Deaf manage [MASK].
everyone Deaf;MS;S;non;R;;P;to have;HassanSaad;have;everyone Deaf have [MASK].
everyone Deaf;MS;S;non;R;;P;to instruct;HassanSaad;instruct;everyone Deaf instruct [MASK].
everyone Deaf;MS;S;non;R;;P;to guide;HassanSaad;guide;everyone Deaf guide [MASK].
everyone Deaf;MS;S;non;R;;P;to perceive;HassanSaad;perceive;everyone Deaf perceive [MASK].
everyone Deaf;MS;S;non;R;;P;to supervise;HassanSaad;supervise;everyone Deaf supervise [MASK].
everyone Deaf;MS;S;non;R;;P;to do;HassanSaad;do;everyone Deaf do [MASK].
everyone Deaf;MS;S;non;R;;P;to produce;HassanSaad;produce;everyone Deaf produce [MASK].
everyone Deaf;MS;S;non;R;;P;to feel;HassanSaad;feel;everyone Deaf feel [MASK].
everyone Deaf;MS;S;non;R;;P;to teache;HassanSaad;teache;everyone Deaf teache [MASK].
everyone Deaf;MS;S;non;R;;P;to lead;HassanSaad;lead;everyone Deaf lead [MASK].
everyone Deaf;MS;S;non;R;;P;to advise;HassanSaad;advise;everyone Deaf advise [MASK].
