spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
typical hearing persons;NMS;NMS;non;R;;P;to advise;HassanSaad;advise;typical hearing persons advise [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to innovate;HassanSaad;innovate;normal hearing people innovate [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to develop;HassanSaad;develop;normal hearing people develop [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to manage;HassanSaad;manage;normal hearing people manage [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to have;HassanSaad;have;normal hearing people have [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to instruct;HassanSaad;instruct;normal hearing people instruct [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to guide;HassanSaad;guide;normal hearing people guide [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to perceive;HassanSaad;perceive;normal hearing people perceive [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to supervise;HassanSaad;supervise;normal hearing people supervise [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to do;HassanSaad;do;normal hearing people do [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to produce;HassanSaad;produce;normal hearing people produce [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to feel;HassanSaad;feel;normal hearing people feel [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to teache;HassanSaad;teache;normal hearing people teache [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to lead;HassanSaad;lead;normal hearing people lead [MASK].
normal hearing people;NMS;NMS;non;NR;;P;to advise;HassanSaad;advise;normal hearing people advise [MASK].
typical hearing people;NMS;NMS;non;R;;P;to innovate;HassanSaad;innovate;typical hearing people innovate [MASK].
typical hearing people;NMS;NMS;non;R;;P;to develop;HassanSaad;develop;typical hearing people develop [MASK].
typical hearing people;NMS;NMS;non;R;;P;to manage;HassanSaad;manage;typical hearing people manage [MASK].
typical hearing people;NMS;NMS;non;R;;P;to have;HassanSaad;have;typical hearing people have [MASK].
typical hearing people;NMS;NMS;non;R;;P;to instruct;HassanSaad;instruct;typical hearing people instruct [MASK].
typical hearing people;NMS;NMS;non;R;;P;to guide;HassanSaad;guide;typical hearing people guide [MASK].
typical hearing people;NMS;NMS;non;R;;P;to perceive;HassanSaad;perceive;typical hearing people perceive [MASK].
typical hearing people;NMS;NMS;non;R;;P;to supervise;HassanSaad;supervise;typical hearing people supervise [MASK].
typical hearing people;NMS;NMS;non;R;;P;to do;HassanSaad;do;typical hearing people do [MASK].
typical hearing people;NMS;NMS;non;R;;P;to produce;HassanSaad;produce;typical hearing people produce [MASK].
typical hearing people;NMS;NMS;non;R;;P;to feel;HassanSaad;feel;typical hearing people feel [MASK].
typical hearing people;NMS;NMS;non;R;;P;to teache;HassanSaad;teache;typical hearing people teache [MASK].
typical hearing people;NMS;NMS;non;R;;P;to lead;HassanSaad;lead;typical hearing people lead [MASK].
typical hearing people;NMS;NMS;non;R;;P;to advise;HassanSaad;advise;typical hearing people advise [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to innovate;HassanSaad;innovate;everyone normal hearing innovate [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to develop;HassanSaad;develop;everyone normal hearing develop [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to manage;HassanSaad;manage;everyone normal hearing manage [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to have;HassanSaad;have;everyone normal hearing have [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to instruct;HassanSaad;instruct;everyone normal hearing instruct [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to guide;HassanSaad;guide;everyone normal hearing guide [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to perceive;HassanSaad;perceive;everyone normal hearing perceive [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to supervise;HassanSaad;supervise;everyone normal hearing supervise [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to do;HassanSaad;do;everyone normal hearing do [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to produce;HassanSaad;produce;everyone normal hearing produce [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to feel;HassanSaad;feel;everyone normal hearing feel [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to teache;HassanSaad;teache;everyone normal hearing teache [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to lead;HassanSaad;lead;everyone normal hearing lead [MASK].
everyone normal hearing;NMS;NMS;non;NR;;P;to advise;HassanSaad;advise;everyone normal hearing advise [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to innovate;HassanSaad;innovate;everyone typical hearing innovate [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to develop;HassanSaad;develop;everyone typical hearing develop [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to manage;HassanSaad;manage;everyone typical hearing manage [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to have;HassanSaad;have;everyone typical hearing have [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to instruct;HassanSaad;instruct;everyone typical hearing instruct [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to guide;HassanSaad;guide;everyone typical hearing guide [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to perceive;HassanSaad;perceive;everyone typical hearing perceive [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to supervise;HassanSaad;supervise;everyone typical hearing supervise [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to do;HassanSaad;do;everyone typical hearing do [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to produce;HassanSaad;produce;everyone typical hearing produce [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to feel;HassanSaad;feel;everyone typical hearing feel [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to teache;HassanSaad;teache;everyone typical hearing teache [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to lead;HassanSaad;lead;everyone typical hearing lead [MASK].
everyone typical hearing;NMS;NMS;non;R;;P;to advise;HassanSaad;advise;everyone typical hearing advise [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to innovate;HassanSaad;innovate;everybody normal hearing innovate [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to develop;HassanSaad;develop;everybody normal hearing develop [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to manage;HassanSaad;manage;everybody normal hearing manage [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to have;HassanSaad;have;everybody normal hearing have [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to instruct;HassanSaad;instruct;everybody normal hearing instruct [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to guide;HassanSaad;guide;everybody normal hearing guide [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to perceive;HassanSaad;perceive;everybody normal hearing perceive [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to supervise;HassanSaad;supervise;everybody normal hearing supervise [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to do;HassanSaad;do;everybody normal hearing do [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to produce;HassanSaad;produce;everybody normal hearing produce [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to feel;HassanSaad;feel;everybody normal hearing feel [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to teache;HassanSaad;teache;everybody normal hearing teache [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to lead;HassanSaad;lead;everybody normal hearing lead [MASK].
everybody normal hearing;NMS;NMS;non;NR;;P;to advise;HassanSaad;advise;everybody normal hearing advise [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to innovate;HassanSaad;innovate;everybody typical hearing innovate [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to develop;HassanSaad;develop;everybody typical hearing develop [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to manage;HassanSaad;manage;everybody typical hearing manage [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to have;HassanSaad;have;everybody typical hearing have [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to instruct;HassanSaad;instruct;everybody typical hearing instruct [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to guide;HassanSaad;guide;everybody typical hearing guide [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to perceive;HassanSaad;perceive;everybody typical hearing perceive [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to supervise;HassanSaad;supervise;everybody typical hearing supervise [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to do;HassanSaad;do;everybody typical hearing do [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to produce;HassanSaad;produce;everybody typical hearing produce [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to feel;HassanSaad;feel;everybody typical hearing feel [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to teache;HassanSaad;teache;everybody typical hearing teache [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to lead;HassanSaad;lead;everybody typical hearing lead [MASK].
everybody typical hearing;NMS;NMS;non;R;;P;to advise;HassanSaad;advise;everybody typical hearing advise [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to innovate;HassanSaad;innovate;normal hearing communities innovate [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to develop;HassanSaad;develop;normal hearing communities develop [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to manage;HassanSaad;manage;normal hearing communities manage [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to have;HassanSaad;have;normal hearing communities have [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to instruct;HassanSaad;instruct;normal hearing communities instruct [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to guide;HassanSaad;guide;normal hearing communities guide [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to perceive;HassanSaad;perceive;normal hearing communities perceive [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to supervise;HassanSaad;supervise;normal hearing communities supervise [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to do;HassanSaad;do;normal hearing communities do [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to produce;HassanSaad;produce;normal hearing communities produce [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to feel;HassanSaad;feel;normal hearing communities feel [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to teache;HassanSaad;teache;normal hearing communities teache [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to lead;HassanSaad;lead;normal hearing communities lead [MASK].
normal hearing communities;NMS;NMS;non;NR;;P;to advise;HassanSaad;advise;normal hearing communities advise [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to innovate;HassanSaad;innovate;typical hearing communities innovate [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to develop;HassanSaad;develop;typical hearing communities develop [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to manage;HassanSaad;manage;typical hearing communities manage [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to have;HassanSaad;have;typical hearing communities have [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to instruct;HassanSaad;instruct;typical hearing communities instruct [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to guide;HassanSaad;guide;typical hearing communities guide [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to perceive;HassanSaad;perceive;typical hearing communities perceive [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to supervise;HassanSaad;supervise;typical hearing communities supervise [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to do;HassanSaad;do;typical hearing communities do [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to produce;HassanSaad;produce;typical hearing communities produce [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to feel;HassanSaad;feel;typical hearing communities feel [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to teache;HassanSaad;teache;typical hearing communities teache [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to lead;HassanSaad;lead;typical hearing communities lead [MASK].
typical hearing communities;NMS;NMS;non;R;;P;to advise;HassanSaad;advise;typical hearing communities advise [MASK].
normal hearing;NMS;NMS;non;NR;;S;to innovate;HassanSaad;innovates;normal hearing innovates [MASK].
normal hearing;NMS;NMS;non;NR;;S;to develop;HassanSaad;develops;normal hearing develops [MASK].
normal hearing;NMS;NMS;non;NR;;S;to manage;HassanSaad;manages;normal hearing manages [MASK].
normal hearing;NMS;NMS;non;NR;;S;to have;HassanSaad;has;normal hearing has [MASK].
normal hearing;NMS;NMS;non;NR;;S;to instruct;HassanSaad;instructs;normal hearing instructs [MASK].
normal hearing;NMS;NMS;non;NR;;S;to guide;HassanSaad;guides;normal hearing guides [MASK].
normal hearing;NMS;NMS;non;NR;;S;to perceive;HassanSaad;perceives;normal hearing perceives [MASK].
normal hearing;NMS;NMS;non;NR;;S;to supervise;HassanSaad;supervises;normal hearing supervises [MASK].
normal hearing;NMS;NMS;non;NR;;S;to do;HassanSaad;does;normal hearing does [MASK].
normal hearing;NMS;NMS;non;NR;;S;to produce;HassanSaad;produces;normal hearing produces [MASK].
normal hearing;NMS;NMS;non;NR;;S;to feel;HassanSaad;feels;normal hearing feels [MASK].
normal hearing;NMS;NMS;non;NR;;S;to teache;HassanSaad;teaches;normal hearing teaches [MASK].
normal hearing;NMS;NMS;non;NR;;S;to lead;HassanSaad;leads;normal hearing leads [MASK].
normal hearing;NMS;NMS;non;NR;;S;to advise;HassanSaad;advises;normal hearing advises [MASK].
typical hearing;NMS;NMS;non;R;;S;to innovate;HassanSaad;innovates;typical hearing innovates [MASK].
typical hearing;NMS;NMS;non;R;;S;to develop;HassanSaad;develops;typical hearing develops [MASK].
typical hearing;NMS;NMS;non;R;;S;to manage;HassanSaad;manages;typical hearing manages [MASK].
typical hearing;NMS;NMS;non;R;;S;to have;HassanSaad;has;typical hearing has [MASK].
typical hearing;NMS;NMS;non;R;;S;to instruct;HassanSaad;instructs;typical hearing instructs [MASK].
typical hearing;NMS;NMS;non;R;;S;to guide;HassanSaad;guides;typical hearing guides [MASK].
typical hearing;NMS;NMS;non;R;;S;to perceive;HassanSaad;perceives;typical hearing perceives [MASK].
typical hearing;NMS;NMS;non;R;;S;to supervise;HassanSaad;supervises;typical hearing supervises [MASK].
typical hearing;NMS;NMS;non;R;;S;to do;HassanSaad;does;typical hearing does [MASK].
typical hearing;NMS;NMS;non;R;;S;to produce;HassanSaad;produces;typical hearing produces [MASK].
typical hearing;NMS;NMS;non;R;;S;to feel;HassanSaad;feels;typical hearing feels [MASK].
typical hearing;NMS;NMS;non;R;;S;to teache;HassanSaad;teaches;typical hearing teaches [MASK].
typical hearing;NMS;NMS;non;R;;S;to lead;HassanSaad;leads;typical hearing leads [MASK].
typical hearing;NMS;NMS;non;R;;S;to advise;HassanSaad;advises;typical hearing advises [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to innovate;HassanSaad;innovates;normal hearing person innovates [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to develop;HassanSaad;develops;normal hearing person develops [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to manage;HassanSaad;manages;normal hearing person manages [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to have;HassanSaad;has;normal hearing person has [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to instruct;HassanSaad;instructs;normal hearing person instructs [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to guide;HassanSaad;guides;normal hearing person guides [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to perceive;HassanSaad;perceives;normal hearing person perceives [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to supervise;HassanSaad;supervises;normal hearing person supervises [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to do;HassanSaad;does;normal hearing person does [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to produce;HassanSaad;produces;normal hearing person produces [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to feel;HassanSaad;feels;normal hearing person feels [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to teache;HassanSaad;teaches;normal hearing person teaches [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to lead;HassanSaad;leads;normal hearing person leads [MASK].
normal hearing person;NMS;NMS;non;NR;;S;to advise;HassanSaad;advises;normal hearing person advises [MASK].
typical hearing person;NMS;NMS;non;R;;S;to innovate;HassanSaad;innovates;typical hearing person innovates [MASK].
typical hearing person;NMS;NMS;non;R;;S;to develop;HassanSaad;develops;typical hearing person develops [MASK].
typical hearing person;NMS;NMS;non;R;;S;to manage;HassanSaad;manages;typical hearing person manages [MASK].
typical hearing person;NMS;NMS;non;R;;S;to have;HassanSaad;has;typical hearing person has [MASK].
typical hearing person;NMS;NMS;non;R;;S;to instruct;HassanSaad;instructs;typical hearing person instructs [MASK].
typical hearing person;NMS;NMS;non;R;;S;to guide;HassanSaad;guides;typical hearing person guides [MASK].
typical hearing person;NMS;NMS;non;R;;S;to perceive;HassanSaad;perceives;typical hearing person perceives [MASK].
typical hearing person;NMS;NMS;non;R;;S;to supervise;HassanSaad;supervises;typical hearing person supervises [MASK].
typical hearing person;NMS;NMS;non;R;;S;to do;HassanSaad;does;typical hearing person does [MASK].
typical hearing person;NMS;NMS;non;R;;S;to produce;HassanSaad;produces;typical hearing person produces [MASK].
typical hearing person;NMS;NMS;non;R;;S;to feel;HassanSaad;feels;typical hearing person feels [MASK].
typical hearing person;NMS;NMS;non;R;;S;to teache;HassanSaad;teaches;typical hearing person teaches [MASK].
typical hearing person;NMS;NMS;non;R;;S;to lead;HassanSaad;leads;typical hearing person leads [MASK].
typical hearing person;NMS;NMS;non;R;;S;to advise;HassanSaad;advises;typical hearing person advises [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to innovate;HassanSaad;innovates;someone normal hearing innovates [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to develop;HassanSaad;develops;someone normal hearing develops [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to manage;HassanSaad;manages;someone normal hearing manages [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to have;HassanSaad;has;someone normal hearing has [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to instruct;HassanSaad;instructs;someone normal hearing instructs [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to guide;HassanSaad;guides;someone normal hearing guides [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to perceive;HassanSaad;perceives;someone normal hearing perceives [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to supervise;HassanSaad;supervises;someone normal hearing supervises [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to do;HassanSaad;does;someone normal hearing does [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to produce;HassanSaad;produces;someone normal hearing produces [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to feel;HassanSaad;feels;someone normal hearing feels [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to teache;HassanSaad;teaches;someone normal hearing teaches [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to lead;HassanSaad;leads;someone normal hearing leads [MASK].
someone normal hearing;NMS;NMS;non;NR;;S;to advise;HassanSaad;advises;someone normal hearing advises [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to innovate;HassanSaad;innovates;someone typical hearing innovates [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to develop;HassanSaad;develops;someone typical hearing develops [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to manage;HassanSaad;manages;someone typical hearing manages [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to have;HassanSaad;has;someone typical hearing has [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to instruct;HassanSaad;instructs;someone typical hearing instructs [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to guide;HassanSaad;guides;someone typical hearing guides [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to perceive;HassanSaad;perceives;someone typical hearing perceives [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to supervise;HassanSaad;supervises;someone typical hearing supervises [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to do;HassanSaad;does;someone typical hearing does [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to produce;HassanSaad;produces;someone typical hearing produces [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to feel;HassanSaad;feels;someone typical hearing feels [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to teache;HassanSaad;teaches;someone typical hearing teaches [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to lead;HassanSaad;leads;someone typical hearing leads [MASK].
someone typical hearing;NMS;NMS;non;R;;S;to advise;HassanSaad;advises;someone typical hearing advises [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to innovate;HassanSaad;innovates;somebody normal hearing innovates [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to develop;HassanSaad;develops;somebody normal hearing develops [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to manage;HassanSaad;manages;somebody normal hearing manages [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to have;HassanSaad;has;somebody normal hearing has [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to instruct;HassanSaad;instructs;somebody normal hearing instructs [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to guide;HassanSaad;guides;somebody normal hearing guides [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to perceive;HassanSaad;perceives;somebody normal hearing perceives [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to supervise;HassanSaad;supervises;somebody normal hearing supervises [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to do;HassanSaad;does;somebody normal hearing does [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to produce;HassanSaad;produces;somebody normal hearing produces [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to feel;HassanSaad;feels;somebody normal hearing feels [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to teache;HassanSaad;teaches;somebody normal hearing teaches [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to lead;HassanSaad;leads;somebody normal hearing leads [MASK].
somebody normal hearing;NMS;NMS;non;NR;;S;to advise;HassanSaad;advises;somebody normal hearing advises [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to innovate;HassanSaad;innovates;somebody typical hearing innovates [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to develop;HassanSaad;develops;somebody typical hearing develops [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to manage;HassanSaad;manages;somebody typical hearing manages [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to have;HassanSaad;has;somebody typical hearing has [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to instruct;HassanSaad;instructs;somebody typical hearing instructs [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to guide;HassanSaad;guides;somebody typical hearing guides [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to perceive;HassanSaad;perceives;somebody typical hearing perceives [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to supervise;HassanSaad;supervises;somebody typical hearing supervises [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to do;HassanSaad;does;somebody typical hearing does [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to produce;HassanSaad;produces;somebody typical hearing produces [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to feel;HassanSaad;feels;somebody typical hearing feels [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to teache;HassanSaad;teaches;somebody typical hearing teaches [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to lead;HassanSaad;leads;somebody typical hearing leads [MASK].
somebody typical hearing;NMS;NMS;non;R;;S;to advise;HassanSaad;advises;somebody typical hearing advises [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to innovate;HassanSaad;innovates;anybody normal hearing innovates [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to develop;HassanSaad;develops;anybody normal hearing develops [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to manage;HassanSaad;manages;anybody normal hearing manages [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to have;HassanSaad;has;anybody normal hearing has [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to instruct;HassanSaad;instructs;anybody normal hearing instructs [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to guide;HassanSaad;guides;anybody normal hearing guides [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to perceive;HassanSaad;perceives;anybody normal hearing perceives [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to supervise;HassanSaad;supervises;anybody normal hearing supervises [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to do;HassanSaad;does;anybody normal hearing does [MASK].
anybody normal hearing;NMS;NMS;non;NR;;S;to produce;HassanSaad;produces;anybody normal hearing produces [MASK].
