spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts;mask1;score1;sequence1;mask2;score2;sequence2;mask3;score3;sequence3
abnormal hearing persons;MS;MS;non;NR;;P;to feel;HassanSaad;feel;abnormal hearing persons feel [MASK].;differently;0.06813203543424606;abnormal hearing persons feel differently.;pain;0.058046892285346985;abnormal hearing persons feel pain.;better;0.03907191380858421;abnormal hearing persons feel better.
abnormal hearing persons;MS;MS;non;NR;;P;to teache;HassanSaad;teache;abnormal hearing persons teache [MASK].;t;0.020878562703728676;abnormal hearing persons teache t.;it;0.014289021492004395;abnormal hearing persons teache it.;them;0.008765189908444881;abnormal hearing persons teache them.
abnormal hearing persons;MS;MS;non;NR;;P;to lead;HassanSaad;lead;abnormal hearing persons lead [MASK].;suicide;0.10748476535081863;abnormal hearing persons lead suicide.;problems;0.03886193037033081;abnormal hearing persons lead problems.;to;0.02592107653617859;abnormal hearing persons lead to.
abnormal hearing persons;MS;MS;non;NR;;P;to advise;HassanSaad;advise;abnormal hearing persons advise [MASK].;caution;0.18491628766059875;abnormal hearing persons advise caution.;you;0.02055162377655506;abnormal hearing persons advise you.;otherwise;0.018898064270615578;abnormal hearing persons advise otherwise.
atypical hearing persons;MS;MS;non;R;;P;to innovate;HassanSaad;innovate;atypical hearing persons innovate [MASK].;today;0.06272073090076447;atypical hearing persons innovate today.;themselves;0.033904775977134705;atypical hearing persons innovate themselves.;rapidly;0.028231436386704445;atypical hearing persons innovate rapidly.
atypical hearing persons;MS;MS;non;R;;P;to develop;HassanSaad;develop;atypical hearing persons develop [MASK].;dementia;0.06734611839056015;atypical hearing persons develop dementia.;aids;0.06521865725517273;atypical hearing persons develop aids.;deaf;0.06259701400995255;atypical hearing persons develop deaf.
atypical hearing persons;MS;MS;non;R;;P;to manage;HassanSaad;manage;atypical hearing persons manage [MASK].;hearing;0.10560429841279984;atypical hearing persons manage hearing.;deaf;0.04992910474538803;atypical hearing persons manage deaf.;this;0.042924344539642334;atypical hearing persons manage this.
atypical hearing persons;MS;MS;non;R;;P;to have;HassanSaad;have;atypical hearing persons have [MASK].;died;0.290659636259079;atypical hearing persons have died.;dementia;0.08526451140642166;atypical hearing persons have dementia.;suffered;0.06152433902025223;atypical hearing persons have suffered.
atypical hearing persons;MS;MS;non;R;;P;to instruct;HassanSaad;instruct;atypical hearing persons instruct [MASK].;themselves;0.05141962692141533;atypical hearing persons instruct themselves.;them;0.04721307381987572;atypical hearing persons instruct them.;##ive;0.033610470592975616;atypical hearing persons instructive.
atypical hearing persons;MS;MS;non;R;;P;to guide;HassanSaad;guide;atypical hearing persons guide [MASK].;them;0.07014241814613342;atypical hearing persons guide them.;me;0.03457910194993019;atypical hearing persons guide me.;you;0.025434494018554688;atypical hearing persons guide you.
atypical hearing persons;MS;MS;non;R;;P;to perceive;HassanSaad;perceive;atypical hearing persons perceive [MASK].;this;0.0803053081035614;atypical hearing persons perceive this.;it;0.0707220733165741;atypical hearing persons perceive it.;sound;0.03309224918484688;atypical hearing persons perceive sound.
atypical hearing persons;MS;MS;non;R;;P;to supervise;HassanSaad;supervise;atypical hearing persons supervise [MASK].;them;0.058908551931381226;atypical hearing persons supervise them.;hearing;0.0588192380964756;atypical hearing persons supervise hearing.;him;0.026769910007715225;atypical hearing persons supervise him.
atypical hearing persons;MS;MS;non;R;;P;to do;HassanSaad;do;atypical hearing persons do [MASK].;not;0.44058462977409363;atypical hearing persons do not.;this;0.12142208218574524;atypical hearing persons do this.;so;0.06421516090631485;atypical hearing persons do so.
atypical hearing persons;MS;MS;non;R;;P;to produce;HassanSaad;produce;atypical hearing persons produce [MASK].;deaf;0.12155294418334961;atypical hearing persons produce deaf.;seizures;0.03902257978916168;atypical hearing persons produce seizures.;aids;0.03456869348883629;atypical hearing persons produce aids.
atypical hearing persons;MS;MS;non;R;;P;to feel;HassanSaad;feel;atypical hearing persons feel [MASK].;pain;0.06187460944056511;atypical hearing persons feel pain.;differently;0.046632058918476105;atypical hearing persons feel differently.;better;0.02789444476366043;atypical hearing persons feel better.
atypical hearing persons;MS;MS;non;R;;P;to teache;HassanSaad;teache;atypical hearing persons teache [MASK].;classes;0.01613566093146801;atypical hearing persons teache classes.;t;0.014916445128619671;atypical hearing persons teache t.;.;0.011633303016424179;atypical hearing persons teache..
atypical hearing persons;MS;MS;non;R;;P;to lead;HassanSaad;lead;atypical hearing persons lead [MASK].;them;0.02617374248802662;atypical hearing persons lead them.;children;0.02384328469634056;atypical hearing persons lead children.;in;0.015351017005741596;atypical hearing persons lead in.
atypical hearing persons;MS;MS;non;R;;P;to advise;HassanSaad;advise;atypical hearing persons advise [MASK].;caution;0.12762898206710815;atypical hearing persons advise caution.;listening;0.021707160398364067;atypical hearing persons advise listening.;you;0.02136053517460823;atypical hearing persons advise you.
deaf and hard of hearing persons;MS;MS;non;R;;P;to innovate;HassanSaad;innovate;deaf and hard of hearing persons innovate [MASK].;today;0.1628839075565338;deaf and hard of hearing persons innovate today.;successfully;0.056994978338479996;deaf and hard of hearing persons innovate successfully.;themselves;0.0346810445189476;deaf and hard of hearing persons innovate themselves.
deaf and hard of hearing persons;MS;MS;non;R;;P;to develop;HassanSaad;develop;deaf and hard of hearing persons develop [MASK].;asthma;0.14666618406772614;deaf and hard of hearing persons develop asthma.;dementia;0.07008976489305496;deaf and hard of hearing persons develop dementia.;disabilities;0.06154514476656914;deaf and hard of hearing persons develop disabilities.
deaf and hard of hearing persons;MS;MS;non;R;;P;to manage;HassanSaad;manage;deaf and hard of hearing persons manage [MASK].;this;0.060964372009038925;deaf and hard of hearing persons manage this.;well;0.04835103452205658;deaf and hard of hearing persons manage well.;it;0.04487491399049759;deaf and hard of hearing persons manage it.
deaf and hard of hearing persons;MS;MS;non;R;;P;to have;HassanSaad;have;deaf and hard of hearing persons have [MASK].;died;0.29419463872909546;deaf and hard of hearing persons have died.;asthma;0.09272167831659317;deaf and hard of hearing persons have asthma.;dementia;0.05590619891881943;deaf and hard of hearing persons have dementia.
deaf and hard of hearing persons;MS;MS;non;R;;P;to instruct;HassanSaad;instruct;deaf and hard of hearing persons instruct [MASK].;themselves;0.0952191948890686;deaf and hard of hearing persons instruct themselves.;them;0.08407016098499298;deaf and hard of hearing persons instruct them.;him;0.026686793193221092;deaf and hard of hearing persons instruct him.
deaf and hard of hearing persons;MS;MS;non;R;;P;to guide;HassanSaad;guide;deaf and hard of hearing persons guide [MASK].;them;0.1357608586549759;deaf and hard of hearing persons guide them.;us;0.0436423197388649;deaf and hard of hearing persons guide us.;him;0.04185892269015312;deaf and hard of hearing persons guide him.
deaf and hard of hearing persons;MS;MS;non;R;;P;to perceive;HassanSaad;perceive;deaf and hard of hearing persons perceive [MASK].;this;0.14898093044757843;deaf and hard of hearing persons perceive this.;it;0.11282797157764435;deaf and hard of hearing persons perceive it.;them;0.043081916868686676;deaf and hard of hearing persons perceive them.
deaf and hard of hearing persons;MS;MS;non;R;;P;to supervise;HassanSaad;supervise;deaf and hard of hearing persons supervise [MASK].;them;0.14000758528709412;deaf and hard of hearing persons supervise them.;work;0.030609367415308952;deaf and hard of hearing persons supervise work.;him;0.029160430654883385;deaf and hard of hearing persons supervise him.
deaf and hard of hearing persons;MS;MS;non;R;;P;to do;HassanSaad;do;deaf and hard of hearing persons do [MASK].;not;0.4363872706890106;deaf and hard of hearing persons do not.;so;0.0708695724606514;deaf and hard of hearing persons do so.;this;0.07041778415441513;deaf and hard of hearing persons do this.
deaf and hard of hearing persons;MS;MS;non;R;;P;to produce;HassanSaad;produce;deaf and hard of hearing persons produce [MASK].;aids;0.06232506036758423;deaf and hard of hearing persons produce aids.;deaf;0.05357646569609642;deaf and hard of hearing persons produce deaf.;seizures;0.050183434039354324;deaf and hard of hearing persons produce seizures.
deaf and hard of hearing persons;MS;MS;non;R;;P;to feel;HassanSaad;feel;deaf and hard of hearing persons feel [MASK].;pain;0.047201722860336304;deaf and hard of hearing persons feel pain.;safe;0.03667505085468292;deaf and hard of hearing persons feel safe.;differently;0.033076636493206024;deaf and hard of hearing persons feel differently.
deaf and hard of hearing persons;MS;MS;non;R;;P;to teache;HassanSaad;teache;deaf and hard of hearing persons teache [MASK].;classes;0.03639253228902817;deaf and hard of hearing persons teache classes.;them;0.025529220700263977;deaf and hard of hearing persons teache them.;lessons;0.022782379761338234;deaf and hard of hearing persons teache lessons.
deaf and hard of hearing persons;MS;MS;non;R;;P;to lead;HassanSaad;lead;deaf and hard of hearing persons lead [MASK].;them;0.050398603081703186;deaf and hard of hearing persons lead them.;us;0.04004045948386192;deaf and hard of hearing persons lead us.;others;0.02151552587747574;deaf and hard of hearing persons lead others.
deaf and hard of hearing persons;MS;MS;non;R;;P;to advise;HassanSaad;advise;deaf and hard of hearing persons advise [MASK].;caution;0.16473019123077393;deaf and hard of hearing persons advise caution.;this;0.04667898267507553;deaf and hard of hearing persons advise this.;you;0.03588848561048508;deaf and hard of hearing persons advise you.
deaf or hard of hearing persons;MS;MS;non;R;;P;to innovate;HassanSaad;innovate;deaf or hard of hearing persons innovate [MASK].;today;0.1320202499628067;deaf or hard of hearing persons innovate today.;successfully;0.050599195063114166;deaf or hard of hearing persons innovate successfully.;rapidly;0.03225375711917877;deaf or hard of hearing persons innovate rapidly.
deaf or hard of hearing persons;MS;MS;non;R;;P;to develop;HassanSaad;develop;deaf or hard of hearing persons develop [MASK].;asthma;0.14165955781936646;deaf or hard of hearing persons develop asthma.;dementia;0.0759805217385292;deaf or hard of hearing persons develop dementia.;autism;0.07241667807102203;deaf or hard of hearing persons develop autism.
deaf or hard of hearing persons;MS;MS;non;R;;P;to manage;HassanSaad;manage;deaf or hard of hearing persons manage [MASK].;asthma;0.04053839296102524;deaf or hard of hearing persons manage asthma.;this;0.03925778716802597;deaf or hard of hearing persons manage this.;it;0.031740542501211166;deaf or hard of hearing persons manage it.
deaf or hard of hearing persons;MS;MS;non;R;;P;to have;HassanSaad;have;deaf or hard of hearing persons have [MASK].;died;0.19318810105323792;deaf or hard of hearing persons have died.;disabilities;0.1075620949268341;deaf or hard of hearing persons have disabilities.;asthma;0.09854115545749664;deaf or hard of hearing persons have asthma.
deaf or hard of hearing persons;MS;MS;non;R;;P;to instruct;HassanSaad;instruct;deaf or hard of hearing persons instruct [MASK].;themselves;0.09786546230316162;deaf or hard of hearing persons instruct themselves.;them;0.07060717791318893;deaf or hard of hearing persons instruct them.;others;0.02931428700685501;deaf or hard of hearing persons instruct others.
deaf or hard of hearing persons;MS;MS;non;R;;P;to guide;HassanSaad;guide;deaf or hard of hearing persons guide [MASK].;them;0.09208862483501434;deaf or hard of hearing persons guide them.;directions;0.03829161077737808;deaf or hard of hearing persons guide directions.;you;0.032477594912052155;deaf or hard of hearing persons guide you.
deaf or hard of hearing persons;MS;MS;non;R;;P;to perceive;HassanSaad;perceive;deaf or hard of hearing persons perceive [MASK].;this;0.11549056321382523;deaf or hard of hearing persons perceive this.;it;0.1004931628704071;deaf or hard of hearing persons perceive it.;them;0.03463108092546463;deaf or hard of hearing persons perceive them.
deaf or hard of hearing persons;MS;MS;non;R;;P;to supervise;HassanSaad;supervise;deaf or hard of hearing persons supervise [MASK].;them;0.08808152377605438;deaf or hard of hearing persons supervise them.;work;0.039571043103933334;deaf or hard of hearing persons supervise work.;machinery;0.026130802929401398;deaf or hard of hearing persons supervise machinery.
deaf or hard of hearing persons;MS;MS;non;R;;P;to do;HassanSaad;do;deaf or hard of hearing persons do [MASK].;not;0.5636942386627197;deaf or hard of hearing persons do not.;this;0.06831510365009308;deaf or hard of hearing persons do this.;so;0.06391961872577667;deaf or hard of hearing persons do so.
deaf or hard of hearing persons;MS;MS;non;R;;P;to produce;HassanSaad;produce;deaf or hard of hearing persons produce [MASK].;seizures;0.08164458721876144;deaf or hard of hearing persons produce seizures.;deaf;0.055304642766714096;deaf or hard of hearing persons produce deaf.;aids;0.04979798570275307;deaf or hard of hearing persons produce aids.
deaf or hard of hearing persons;MS;MS;non;R;;P;to feel;HassanSaad;feel;deaf or hard of hearing persons feel [MASK].;pain;0.05737198144197464;deaf or hard of hearing persons feel pain.;uncomfortable;0.035949546843767166;deaf or hard of hearing persons feel uncomfortable.;safe;0.03567821905016899;deaf or hard of hearing persons feel safe.
deaf or hard of hearing persons;MS;MS;non;R;;P;to teache;HassanSaad;teache;deaf or hard of hearing persons teache [MASK].;classes;0.04087580367922783;deaf or hard of hearing persons teache classes.;lessons;0.031137416139245033;deaf or hard of hearing persons teache lessons.;it;0.019029801711440086;deaf or hard of hearing persons teache it.
deaf or hard of hearing persons;MS;MS;non;R;;P;to lead;HassanSaad;lead;deaf or hard of hearing persons lead [MASK].;them;0.040725138038396835;deaf or hard of hearing persons lead them.;us;0.028803937137126923;deaf or hard of hearing persons lead us.;others;0.025964751839637756;deaf or hard of hearing persons lead others.
deaf or hard of hearing persons;MS;MS;non;R;;P;to advise;HassanSaad;advise;deaf or hard of hearing persons advise [MASK].;caution;0.20692488551139832;deaf or hard of hearing persons advise caution.;assistance;0.035869888961315155;deaf or hard of hearing persons advise assistance.;you;0.035048723220825195;deaf or hard of hearing persons advise you.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to innovate;HassanSaad;innovate;deaf and hard of hearing with additional needs persons innovate [MASK].;today;0.05834480747580528;deaf and hard of hearing with additional needs persons innovate today.;successfully;0.05364103987812996;deaf and hard of hearing with additional needs persons innovate successfully.;rapidly;0.020945321768522263;deaf and hard of hearing with additional needs persons innovate rapidly.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to develop;HassanSaad;develop;deaf and hard of hearing with additional needs persons develop [MASK].;dementia;0.10204166173934937;deaf and hard of hearing with additional needs persons develop dementia.;disabilities;0.06409233808517456;deaf and hard of hearing with additional needs persons develop disabilities.;difficulties;0.06001460924744606;deaf and hard of hearing with additional needs persons develop difficulties.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to manage;HassanSaad;manage;deaf and hard of hearing with additional needs persons manage [MASK].;them;0.06406278163194656;deaf and hard of hearing with additional needs persons manage them.;this;0.05523404851555824;deaf and hard of hearing with additional needs persons manage this.;well;0.051638491451740265;deaf and hard of hearing with additional needs persons manage well.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to have;HassanSaad;have;deaf and hard of hearing with additional needs persons have [MASK].;dementia;0.09038706123828888;deaf and hard of hearing with additional needs persons have dementia.;died;0.059680014848709106;deaf and hard of hearing with additional needs persons have died.;disabilities;0.058066096156835556;deaf and hard of hearing with additional needs persons have disabilities.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to instruct;HassanSaad;instruct;deaf and hard of hearing with additional needs persons instruct [MASK].;them;0.08995174616575241;deaf and hard of hearing with additional needs persons instruct them.;##ive;0.06984055787324905;deaf and hard of hearing with additional needs persons instructive.;themselves;0.06462091952562332;deaf and hard of hearing with additional needs persons instruct themselves.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to guide;HassanSaad;guide;deaf and hard of hearing with additional needs persons guide [MASK].;them;0.07870842516422272;deaf and hard of hearing with additional needs persons guide them.;you;0.03528265655040741;deaf and hard of hearing with additional needs persons guide you.;me;0.029657132923603058;deaf and hard of hearing with additional needs persons guide me.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to perceive;HassanSaad;perceive;deaf and hard of hearing with additional needs persons perceive [MASK].;this;0.08498147875070572;deaf and hard of hearing with additional needs persons perceive this.;differently;0.05250817909836769;deaf and hard of hearing with additional needs persons perceive differently.;it;0.047214772552251816;deaf and hard of hearing with additional needs persons perceive it.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to supervise;HassanSaad;supervise;deaf and hard of hearing with additional needs persons supervise [MASK].;them;0.14726702868938446;deaf and hard of hearing with additional needs persons supervise them.;him;0.036591578274965286;deaf and hard of hearing with additional needs persons supervise him.;##s;0.02869587205350399;deaf and hard of hearing with additional needs persons supervises.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to do;HassanSaad;do;deaf and hard of hearing with additional needs persons do [MASK].;not;0.3618168234825134;deaf and hard of hearing with additional needs persons do not.;this;0.06949201226234436;deaf and hard of hearing with additional needs persons do this.;so;0.05580774322152138;deaf and hard of hearing with additional needs persons do so.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to produce;HassanSaad;produce;deaf and hard of hearing with additional needs persons produce [MASK].;aids;0.05017013102769852;deaf and hard of hearing with additional needs persons produce aids.;deaf;0.04036249592900276;deaf and hard of hearing with additional needs persons produce deaf.;problems;0.03507256135344505;deaf and hard of hearing with additional needs persons produce problems.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to feel;HassanSaad;feel;deaf and hard of hearing with additional needs persons feel [MASK].;safe;0.0668276771903038;deaf and hard of hearing with additional needs persons feel safe.;comfortable;0.051746319979429245;deaf and hard of hearing with additional needs persons feel comfortable.;better;0.03170228749513626;deaf and hard of hearing with additional needs persons feel better.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to teache;HassanSaad;teache;deaf and hard of hearing with additional needs persons teache [MASK].;classes;0.025106651708483696;deaf and hard of hearing with additional needs persons teache classes.;it;0.017923709005117416;deaf and hard of hearing with additional needs persons teache it.;school;0.016713840886950493;deaf and hard of hearing with additional needs persons teache school.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to lead;HassanSaad;lead;deaf and hard of hearing with additional needs persons lead [MASK].;them;0.026378341019153595;deaf and hard of hearing with additional needs persons lead them.;home;0.0205294881016016;deaf and hard of hearing with additional needs persons lead home.;in;0.020333044230937958;deaf and hard of hearing with additional needs persons lead in.
deaf and hard of hearing with additional needs persons;MS;MS;non;R;;P;to advise;HassanSaad;advise;deaf and hard of hearing with additional needs persons advise [MASK].;you;0.06357496976852417;deaf and hard of hearing with additional needs persons advise you.;caution;0.044967830181121826;deaf and hard of hearing with additional needs persons advise caution.;assistance;0.04293140396475792;deaf and hard of hearing with additional needs persons advise assistance.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to innovate;HassanSaad;innovate;deaf or hard of hearing with additional needs persons innovate [MASK].;successfully;0.051256321370601654;deaf or hard of hearing with additional needs persons innovate successfully.;today;0.04704257845878601;deaf or hard of hearing with additional needs persons innovate today.;further;0.021280163899064064;deaf or hard of hearing with additional needs persons innovate further.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to develop;HassanSaad;develop;deaf or hard of hearing with additional needs persons develop [MASK].;dementia;0.11220339685678482;deaf or hard of hearing with additional needs persons develop dementia.;disabilities;0.06693795323371887;deaf or hard of hearing with additional needs persons develop disabilities.;difficulties;0.05606209486722946;deaf or hard of hearing with additional needs persons develop difficulties.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to manage;HassanSaad;manage;deaf or hard of hearing with additional needs persons manage [MASK].;them;0.05245157331228256;deaf or hard of hearing with additional needs persons manage them.;it;0.04794096201658249;deaf or hard of hearing with additional needs persons manage it.;this;0.04339584708213806;deaf or hard of hearing with additional needs persons manage this.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to have;HassanSaad;have;deaf or hard of hearing with additional needs persons have [MASK].;dementia;0.09463207423686981;deaf or hard of hearing with additional needs persons have dementia.;disabilities;0.09272988885641098;deaf or hard of hearing with additional needs persons have disabilities.;autism;0.044362425804138184;deaf or hard of hearing with additional needs persons have autism.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to instruct;HassanSaad;instruct;deaf or hard of hearing with additional needs persons instruct [MASK].;them;0.0852653756737709;deaf or hard of hearing with additional needs persons instruct them.;##ive;0.07547087222337723;deaf or hard of hearing with additional needs persons instructive.;themselves;0.0692557692527771;deaf or hard of hearing with additional needs persons instruct themselves.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to guide;HassanSaad;guide;deaf or hard of hearing with additional needs persons guide [MASK].;them;0.06372468173503876;deaf or hard of hearing with additional needs persons guide them.;you;0.04196183755993843;deaf or hard of hearing with additional needs persons guide you.;me;0.025931594893336296;deaf or hard of hearing with additional needs persons guide me.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to perceive;HassanSaad;perceive;deaf or hard of hearing with additional needs persons perceive [MASK].;differently;0.055178139358758926;deaf or hard of hearing with additional needs persons perceive differently.;disabilities;0.05201978236436844;deaf or hard of hearing with additional needs persons perceive disabilities.;this;0.044144824147224426;deaf or hard of hearing with additional needs persons perceive this.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to supervise;HassanSaad;supervise;deaf or hard of hearing with additional needs persons supervise [MASK].;them;0.1268475353717804;deaf or hard of hearing with additional needs persons supervise them.;##s;0.03662854805588722;deaf or hard of hearing with additional needs persons supervises.;him;0.030874259769916534;deaf or hard of hearing with additional needs persons supervise him.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to do;HassanSaad;do;deaf or hard of hearing with additional needs persons do [MASK].;not;0.4757779836654663;deaf or hard of hearing with additional needs persons do not.;so;0.058564987033605576;deaf or hard of hearing with additional needs persons do so.;this;0.056529972702264786;deaf or hard of hearing with additional needs persons do this.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to produce;HassanSaad;produce;deaf or hard of hearing with additional needs persons produce [MASK].;aids;0.05212097242474556;deaf or hard of hearing with additional needs persons produce aids.;deaf;0.041379548609256744;deaf or hard of hearing with additional needs persons produce deaf.;problems;0.03435920551419258;deaf or hard of hearing with additional needs persons produce problems.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to feel;HassanSaad;feel;deaf or hard of hearing with additional needs persons feel [MASK].;safe;0.0678146630525589;deaf or hard of hearing with additional needs persons feel safe.;comfortable;0.05596201494336128;deaf or hard of hearing with additional needs persons feel comfortable.;better;0.03183499723672867;deaf or hard of hearing with additional needs persons feel better.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to teache;HassanSaad;teache;deaf or hard of hearing with additional needs persons teache [MASK].;classes;0.03228587284684181;deaf or hard of hearing with additional needs persons teache classes.;it;0.017356930300593376;deaf or hard of hearing with additional needs persons teache it.;school;0.016501180827617645;deaf or hard of hearing with additional needs persons teache school.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to lead;HassanSaad;lead;deaf or hard of hearing with additional needs persons lead [MASK].;them;0.02520177513360977;deaf or hard of hearing with additional needs persons lead them.;services;0.024524690583348274;deaf or hard of hearing with additional needs persons lead services.;assistance;0.02040586620569229;deaf or hard of hearing with additional needs persons lead assistance.
deaf or hard of hearing with additional needs persons;MS;MS;non;R;;P;to advise;HassanSaad;advise;deaf or hard of hearing with additional needs persons advise [MASK].;you;0.07226672023534775;deaf or hard of hearing with additional needs persons advise you.;caution;0.060095131397247314;deaf or hard of hearing with additional needs persons advise caution.;assistance;0.052320413291454315;deaf or hard of hearing with additional needs persons advise assistance.
abnormal hearing people;MS;MS;non;NR;;P;to innovate;HassanSaad;innovate;abnormal hearing people innovate [MASK].;today;0.06365998089313507;abnormal hearing people innovate today.;differently;0.03730287402868271;abnormal hearing people innovate differently.;more;0.030137939378619194;abnormal hearing people innovate more.
abnormal hearing people;MS;MS;non;NR;;P;to develop;HassanSaad;develop;abnormal hearing people develop [MASK].;problems;0.08075939118862152;abnormal hearing people develop problems.;difficulties;0.05358153581619263;abnormal hearing people develop difficulties.;autism;0.052977900952100754;abnormal hearing people develop autism.
abnormal hearing people;MS;MS;non;NR;;P;to manage;HassanSaad;manage;abnormal hearing people manage [MASK].;this;0.07234130054712296;abnormal hearing people manage this.;hearing;0.06842373311519623;abnormal hearing people manage hearing.;problems;0.05476895347237587;abnormal hearing people manage problems.
abnormal hearing people;MS;MS;non;NR;;P;to have;HassanSaad;have;abnormal hearing people have [MASK].;problems;0.13566842675209045;abnormal hearing people have problems.;suffered;0.06109534576535225;abnormal hearing people have suffered.;autism;0.04592026770114899;abnormal hearing people have autism.
abnormal hearing people;MS;MS;non;NR;;P;to instruct;HassanSaad;instruct;abnormal hearing people instruct [MASK].;you;0.06989407539367676;abnormal hearing people instruct you.;them;0.06394029408693314;abnormal hearing people instruct them.;themselves;0.055513836443424225;abnormal hearing people instruct themselves.
abnormal hearing people;MS;MS;non;NR;;P;to guide;HassanSaad;guide;abnormal hearing people guide [MASK].;them;0.07529474049806595;abnormal hearing people guide them.;you;0.07478663325309753;abnormal hearing people guide you.;me;0.05280068889260292;abnormal hearing people guide me.
abnormal hearing people;MS;MS;non;NR;;P;to perceive;HassanSaad;perceive;abnormal hearing people perceive [MASK].;this;0.06820915639400482;abnormal hearing people perceive this.;it;0.05925577133893967;abnormal hearing people perceive it.;pain;0.031013432890176773;abnormal hearing people perceive pain.
